hiperparam_ind_conv,problema,n_objetivos,indicador,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
R2,WFG4,3,igd+,0.6152344,0.06542969,0.5,0.08007812,0.1376953,0.5236175,0.3897173,,0.5,0.3476562,0.4228516
R2,WFG4,3,igd+,0.7841797,0.2783203,0.6523438,0.3125,0.3847656,0.6523438,0.4763825,0.5,,0.6152344,0.5
R2,WFG4,3,igd+,0.7539062,0.08007812,0.3847656,0.1376953,0.04199219,0.4609375,0.5,0.6875,0.4228516,,0.5390625
R2,WFG4,3,igd+,0.7426651,0.08007812,0.4228516,0.09667969,0.09667969,0.3847656,0.4228516,0.6152344,0.5390625,0.5,
IGD+,WFG4,3,r2,,0.2460938,0.01855469,0.3847656,0.2783203,0.6523438,0.6152344,0.7841797,0.7216797,0.7841797,0.8623047
IGD+,WFG4,3,r2,0.7841797,,0.3847656,0.7539062,0.7841797,0.9814453,0.9580078,0.9902344,0.9677734,0.9902344,0.9990234
IGD+,WFG4,3,r2,0.9863281,0.6523438,,0.8125,0.8623047,0.9902344,0.9199219,0.9199219,0.9580078,0.9902344,0.9951172
IGD+,WFG4,3,r2,0.6523438,0.2783203,0.2158203,,0.6875,0.9580078,0.8837891,0.6875,0.9472656,0.9755859,0.9814453
IGD+,WFG4,3,r2,0.7539062,0.2460938,0.1611328,0.3476562,,0.9580078,0.7216797,0.7216797,0.9199219,0.9814453,0.9980469
IGD+,WFG4,3,r2,0.3847656,0.02441406,0.01367188,0.05273438,0.05273438,,0.2783203,0.3847656,0.5,0.7539062,0.8623047
IGD+,WFG4,3,r2,0.4228516,0.05273438,0.09667969,0.1376953,0.3125,0.7539062,,0.5,0.7841797,0.9199219,0.9814453
IGD+,WFG4,3,r2,0.2460938,0.01367188,0.09667969,0.3476562,0.3125,0.6523438,0.5390625,,0.4609375,0.8837891,0.8388672
IGD+,WFG4,3,r2,0.3125,0.04199219,0.05273438,0.06542969,0.09667969,0.5390625,0.2460938,0.5771484,,0.9580078,0.9755859
IGD+,WFG4,3,r2,0.2460938,0.01367188,0.01367188,0.03222656,0.02441406,0.2783203,0.09667969,0.1376953,0.05273438,,0.7841797
IGD+,WFG4,3,r2,0.1611328,0.001953125,0.006835938,0.02441406,0.002929688,0.1611328,0.02441406,0.1875,0.03222656,0.2460938,
R2,WFG4,3,r2,,0.4228516,0.5771484,0.6875,0.5,0.4609375,0.5390625,0.7216797,0.9345703,0.4609375,0.5705225
R2,WFG4,3,r2,0.6152344,,0.5536308,0.8272762,0.3676583,0.5671138,0.6875,0.9199219,0.9863281,0.5771484,0.5390625
R2,WFG4,3,r2,0.4609375,0.4463692,,0.6424997,0.3765762,0.3000897,0.5,0.8623047,0.9345703,0.3847656,0.3125
R2,WFG4,3,r2,0.3476562,0.1727238,0.3575003,,0.1726155,0.458256,0.4609375,0.8388672,0.9814453,0.5,0.4609375
R2,WFG4,3,r2,0.5390625,0.6323417,0.6234238,0.8273845,,0.7684645,0.8125,0.9033203,0.9931641,0.8125,0.8623047
R2,WFG4,3,r2,0.5771484,0.4328862,0.6999103,0.541744,0.2315355,,0.6570848,0.8128703,0.9580078,0.7539062,0.6875
R2,WFG4,3,r2,0.5,0.3476562,0.5390625,0.5771484,0.2158203,0.3429152,,0.7122985,0.9570845,0.3476562,0.5771484
R2,WFG4,3,r2,0.3125,0.09667969,0.1611328,0.1875,0.1162109,0.1871297,0.2877015,,0.7995929,0.5,0.2460938
R2,WFG4,3,r2,0.08007812,0.01855469,0.08007812,0.02441406,0.009765625,0.05273438,0.04291548,0.2004071,,0.1162109,0.08007812
R2,WFG4,3,r2,0.5771484,0.4609375,0.6523438,0.5390625,0.2158203,0.2783203,0.6875,0.5390625,0.9033203,,0.5771484
R2,WFG4,3,r2,0.4294775,0.5,0.7216797,0.5771484,0.1611328,0.3476562,0.4609375,0.7841797,0.9345703,0.4609375,
IGD+,WFG4,3,s-energy,,0.08007812,0.5,0.9755859,0.9580078,0.9345703,0.9755859,0.7539062,0.9970703,0.8837891,0.8837891
IGD+,WFG4,3,s-energy,0.9345703,,0.9199219,0.9970703,1.0,0.9863281,0.9902344,0.9755859,0.9990234,0.9755859,0.9990234
IGD+,WFG4,3,s-energy,0.5390625,0.09667969,,0.9970703,0.9951172,0.9580078,0.9814453,0.8837891,0.9931641,0.9472656,0.9677734
IGD+,WFG4,3,s-energy,0.03222656,0.004882812,0.004882812,,0.9199219,0.6152344,0.8125,0.3476562,0.8125,0.6875,0.7216797
IGD+,WFG4,3,s-energy,0.05273438,0.0009765625,0.006835938,0.09667969,,0.5771484,0.3847656,0.1162109,0.6523438,0.3476562,0.4609375
IGD+,WFG4,3,s-energy,0.08007812,0.01855469,0.05273438,0.4228516,0.4609375,,0.8623047,0.2460938,0.6523438,0.5,0.5390625
IGD+,WFG4,3,s-energy,0.03222656,0.01367188,0.02441406,0.2158203,0.6523438,0.1611328,,0.2158203,0.4609375,0.1162109,0.2460938
IGD+,WFG4,3,s-energy,0.2783203,0.03222656,0.1376953,0.6875,0.9033203,0.7841797,0.8125,,0.9345703,0.6875,0.8388672
IGD+,WFG4,3,s-energy,0.004882812,0.001953125,0.009765625,0.2158203,0.3847656,0.3847656,0.5771484,0.08007812,,0.2783203,0.3125
IGD+,WFG4,3,s-energy,0.1376953,0.03222656,0.06542969,0.3476562,0.6875,0.5390625,0.9033203,0.3476562,0.7539062,,0.4609375
IGD+,WFG4,3,s-energy,0.1376953,0.001953125,0.04199219,0.3125,0.5771484,0.5,0.7841797,0.1875,0.7216797,0.5771484,
R2,WFG4,3,s-energy,,0.1875,0.1611328,0.8125,0.4228516,0.5390625,0.7841797,0.7539062,0.5771484,0.1162109,0.7426651
R2,WFG4,3,s-energy,0.8388672,,0.5536308,0.8755681,0.7505189,0.8816382,0.9472656,0.9677734,0.9755859,0.5,0.9863281
R2,WFG4,3,s-energy,0.8623047,0.4463692,,0.9660554,0.9135225,0.9861461,0.9677734,0.9755859,0.9580078,0.4609375,0.9814453
R2,WFG4,3,s-energy,0.2158203,0.1244319,0.03394458,,0.1124579,0.2315355,0.3125,0.8125,0.7539062,0.1376953,0.6152344
R2,WFG4,3,s-energy,0.6152344,0.2494811,0.08647746,0.8875421,,0.6234238,0.7216797,0.9033203,0.8388672,0.2783203,0.8388672
R2,WFG4,3,s-energy,0.5,0.1183618,0.01385392,0.7684645,0.3765762,,0.7499079,0.7793659,0.7216797,0.3125,0.7539062
R2,WFG4,3,s-energy,0.2460938,0.06542969,0.04199219,0.7216797,0.3125,0.2500921,,0.6102827,0.3835484,0.2460938,0.4228516
R2,WFG4,3,s-energy,0.2783203,0.04199219,0.03222656,0.2158203,0.1162109,0.2206341,0.3897173,,0.3897173,0.09667969,0.1376953
R2,WFG4,3,s-energy,0.4609375,0.03222656,0.05273438,0.2783203,0.1875,0.3125,0.6164516,0.6102827,,0.2460938,0.2783203
R2,WFG4,3,s-energy,0.9033203,0.5390625,0.5771484,0.8837891,0.7539062,0.7216797,0.7841797,0.9199219,0.7841797,,0.8125
R2,WFG4,3,s-energy,0.2573349,0.01855469,0.02441406,0.4228516,0.1875,0.2783203,0.6152344,0.8837891,0.7539062,0.2158203,
IGD+,WFG4,3,spd,,0.9931641,0.9033203,0.3476562,0.2158203,0.2158203,0.06542969,0.6523438,0.002929688,0.04199219,0.02441406
IGD+,WFG4,3,spd,0.009765625,,0.08007812,0.01855469,0.01367188,0.01367188,0.009765625,0.08007812,0.001953125,0.006835938,0.0009765625
IGD+,WFG4,3,spd,0.1162109,0.9345703,,0.01855469,0.01855469,0.01855469,0.01367188,0.1376953,0.001953125,0.002929688,0.002929688
IGD+,WFG4,3,spd,0.6875,0.9863281,0.9863281,,0.04199219,0.1875,0.04199219,0.4228516,0.01367188,0.05273438,0.01855469
IGD+,WFG4,3,spd,0.8125,0.9902344,0.9863281,0.9677734,,0.6875,0.5771484,0.8837891,0.1875,0.4228516,0.2158203
IGD+,WFG4,3,spd,0.8125,0.9902344,0.9863281,0.8388672,0.3476562,,0.1611328,0.8125,0.09667969,0.2158203,0.2158203
IGD+,WFG4,3,spd,0.9472656,0.9931641,0.9902344,0.9677734,0.4609375,0.8623047,,0.8837891,0.2783203,0.6875,0.3847656
IGD+,WFG4,3,spd,0.3847656,0.9345703,0.8837891,0.6152344,0.1376953,0.2158203,0.1376953,,0.01367188,0.08007812,0.01855469
IGD+,WFG4,3,spd,0.9980469,0.9990234,0.9990234,0.9902344,0.8388672,0.9199219,0.7539062,0.9902344,,0.7841797,0.6875
IGD+,WFG4,3,spd,0.9677734,0.9951172,0.9980469,0.9580078,0.6152344,0.8125,0.3476562,0.9345703,0.2460938,,0.3847656
IGD+,WFG4,3,spd,0.9814453,1.0,0.9980469,0.9863281,0.8125,0.8125,0.6523438,0.9863281,0.3476562,0.6523438,
R2,WFG4,3,spd,,0.9345703,0.9677734,0.7216797,0.7216797,0.7539062,0.7216797,0.3476562,0.5,0.9814453,0.156969
R2,WFG4,3,spd,0.08007812,,0.7499079,0.05792575,0.1183618,0.08814819,0.1611328,0.04199219,0.05273438,0.7216797,0.002929688
R2,WFG4,3,spd,0.04199219,0.2500921,,0.07206352,0.2315355,0.05792575,0.1376953,0.08007812,0.09667969,0.7216797,0.002929688
R2,WFG4,3,spd,0.3125,0.9420743,0.9279365,,0.5536308,0.3765762,0.5,0.1611328,0.4609375,0.9033203,0.05273438
R2,WFG4,3,spd,0.3125,0.8816382,0.7684645,0.4463692,,0.3000897,0.3847656,0.1611328,0.3847656,0.9199219,0.05273438
R2,WFG4,3,spd,0.2783203,0.9118518,0.9420743,0.6234238,0.6999103,,0.6570848,0.156969,0.3476562,0.9199219,0.06542969
R2,WFG4,3,spd,0.3125,0.8623047,0.8837891,0.5390625,0.6523438,0.3429152,,0.1634947,0.2969773,0.8837891,0.06542969
R2,WFG4,3,spd,0.6875,0.9677734,0.9345703,0.8623047,0.8623047,0.843031,0.8365053,,0.662788,0.9902344,0.3847656
R2,WFG4,3,spd,0.5390625,0.9580078,0.9199219,0.5771484,0.6523438,0.6875,0.7030227,0.337212,,0.9472656,0.2158203
R2,WFG4,3,spd,0.02441406,0.3125,0.3125,0.1162109,0.09667969,0.09667969,0.1376953,0.01367188,0.06542969,,0.01367188
R2,WFG4,3,spd,0.843031,0.9980469,0.9980469,0.9580078,0.9580078,0.9472656,0.9472656,0.6523438,0.8125,0.9902344,
IGD+,WFG5,3,eps+,,0.5771484,0.7216797,0.7841797,0.3476562,0.6152344,0.5,0.6523438,0.8125,0.9472656,0.4228516
IGD+,WFG5,3,eps+,0.4609375,,0.6523438,0.6875,0.2783203,0.6152344,0.4609375,0.5,0.6523438,0.7539062,0.2783203
IGD+,WFG5,3,eps+,0.3125,0.3847656,,0.5,0.02441406,0.6875,0.4228516,0.6523438,0.6523438,0.6152344,0.3476562
IGD+,WFG5,3,eps+,0.2460938,0.3476562,0.5390625,,0.2158203,0.3847656,0.2460938,0.3847656,0.6875,0.4609375,0.2460938
IGD+,WFG5,3,eps+,0.6875,0.7539062,0.9814453,0.8125,,0.8623047,0.7539062,0.8623047,0.9580078,0.8388672,0.6523438
IGD+,WFG5,3,eps+,0.4228516,0.4228516,0.3476562,0.6523438,0.1611328,,0.3847656,0.7841797,0.6875,0.6875,0.5
IGD+,WFG5,3,eps+,0.5390625,0.5771484,0.6152344,0.7841797,0.2783203,0.6523438,,0.6523438,0.8125,0.8125,0.5390625
IGD+,WFG5,3,eps+,0.3847656,0.5390625,0.3847656,0.6523438,0.1611328,0.2460938,0.3847656,,0.6875,0.6152344,0.3476562
IGD+,WFG5,3,eps+,0.2158203,0.3847656,0.3847656,0.3476562,0.05273438,0.3476562,0.2158203,0.3476562,,0.5390625,0.2158203
IGD+,WFG5,3,eps+,0.06542969,0.2783203,0.4228516,0.5771484,0.1875,0.3476562,0.2158203,0.4228516,0.5,,0.1376953
IGD+,WFG5,3,eps+,0.6152344,0.7539062,0.6875,0.7841797,0.3847656,0.5390625,0.5,0.6875,0.8125,0.8837891,
R2,WFG5,3,eps+,,0.5771484,0.7539062,0.8125,0.5,0.7841797,0.5771484,0.6523438,0.6523438,0.6875,0.4609375
R2,WFG5,3,eps+,0.4609375,,0.9101438,0.6570848,0.4328862,0.5,0.5,0.3897173,0.5,0.3847656,0.4609375
R2,WFG5,3,eps+,0.2783203,0.08985625,,0.3575003,0.3060449,0.3897173,0.3897173,0.3897173,0.3847656,0.3476562,0.3125
R2,WFG5,3,eps+,0.2158203,0.3429152,0.6424997,,0.1727238,0.5,0.2877015,0.2877015,0.5,0.5,0.3476562
R2,WFG5,3,eps+,0.5390625,0.5671138,0.6939551,0.8272762,,0.8272762,0.5,0.5,0.6152344,0.7216797,0.6875
R2,WFG5,3,eps+,0.2460938,0.5,0.6102827,0.5,0.1727238,,0.2494811,0.2004071,0.2783203,0.5,0.2783203
R2,WFG5,3,eps+,0.4609375,0.5,0.6102827,0.7122985,0.5,0.7505189,,0.6234238,0.4609375,0.5390625,0.4228516
R2,WFG5,3,eps+,0.3847656,0.6102827,0.6102827,0.7122985,0.5,0.7995929,0.3765762,,0.3676583,0.6523438,0.3476562
R2,WFG5,3,eps+,0.3847656,0.5390625,0.6523438,0.5390625,0.4228516,0.7539062,0.5771484,0.6323417,,0.4228516,0.5
R2,WFG5,3,eps+,0.3476562,0.6523438,0.6875,0.5390625,0.3125,0.5390625,0.5,0.3847656,0.6152344,,0.3847656
R2,WFG5,3,eps+,0.5771484,0.5771484,0.7216797,0.6875,0.3476562,0.7539062,0.6152344,0.6875,0.5390625,0.6523438,
IGD+,WFG5,3,hv,,0.4609375,0.9814453,0.8623047,0.5390625,0.6523438,0.9472656,0.9199219,0.9814453,0.9580078,0.9814453
IGD+,WFG5,3,hv,0.5771484,,0.9863281,0.9863281,0.8623047,0.9677734,0.9902344,0.9814453,0.9951172,0.9970703,0.9814453
IGD+,WFG5,3,hv,0.02441406,0.01855469,,0.7216797,0.3847656,0.4609375,0.6875,0.6875,0.7841797,0.9033203,0.9472656
IGD+,WFG5,3,hv,0.1611328,0.01855469,0.3125,,0.05273438,0.3476562,0.2460938,0.6152344,0.6152344,0.7216797,0.7539062
IGD+,WFG5,3,hv,0.5,0.1611328,0.6523438,0.9580078,,0.7216797,0.8623047,0.9033203,0.8388672,0.9580078,0.9580078
IGD+,WFG5,3,hv,0.3847656,0.04199219,0.5771484,0.6875,0.3125,,0.8125,0.8125,0.7539062,0.9580078,0.9033203
IGD+,WFG5,3,hv,0.06542969,0.01367188,0.3476562,0.7841797,0.1611328,0.2158203,,0.8388672,0.7216797,0.8623047,0.8837891
IGD+,WFG5,3,hv,0.09667969,0.02441406,0.3476562,0.4228516,0.1162109,0.2158203,0.1875,,0.3847656,0.3476562,0.7216797
IGD+,WFG5,3,hv,0.02441406,0.006835938,0.2460938,0.4228516,0.1875,0.2783203,0.3125,0.6523438,,0.5771484,0.7841797
IGD+,WFG5,3,hv,0.05273438,0.004882812,0.1162109,0.3125,0.05273438,0.05273438,0.1611328,0.6875,0.4609375,,0.6875
IGD+,WFG5,3,hv,0.02441406,0.02441406,0.06542969,0.2783203,0.05273438,0.1162109,0.1376953,0.3125,0.2460938,0.3476562,
R2,WFG5,3,hv,,0.4609375,0.7539062,0.4609375,0.2460938,0.06542969,0.1376953,0.1376953,0.1376953,0.3847656,0.08007812
R2,WFG5,3,hv,0.5771484,,0.9101438,0.5536308,0.4328862,0.08071473,0.2877015,0.1037892,0.2783203,0.5,0.1611328
R2,WFG5,3,hv,0.2783203,0.08985625,,0.2326044,0.1990124,0.04644597,0.1037892,0.08071473,0.1162109,0.3847656,0.05273438
R2,WFG5,3,hv,0.5771484,0.4463692,0.7673956,,0.3765762,0.1634947,0.5,0.1313091,0.3476562,0.4609375,0.2158203
R2,WFG5,3,hv,0.7841797,0.5671138,0.8009876,0.6234238,,0.2315355,0.7122985,0.3897173,0.5,0.5,0.4228516
R2,WFG5,3,hv,0.9472656,0.9192853,0.953554,0.8365053,0.7684645,,0.7505189,0.5,0.6875,0.6875,0.4228516
R2,WFG5,3,hv,0.8837891,0.7122985,0.8962108,0.5,0.2877015,0.2494811,,0.3000897,0.2783203,0.5771484,0.2158203
R2,WFG5,3,hv,0.8837891,0.8962108,0.9192853,0.8686909,0.6102827,0.5,0.6999103,,0.5671138,0.7216797,0.4228516
R2,WFG5,3,hv,0.8837891,0.7539062,0.9033203,0.6875,0.5390625,0.3476562,0.7539062,0.4328862,,0.7539062,0.2460938
R2,WFG5,3,hv,0.6523438,0.5390625,0.6523438,0.5771484,0.5390625,0.3476562,0.4609375,0.3125,0.2783203,,0.05273438
R2,WFG5,3,hv,0.9345703,0.8623047,0.9580078,0.8125,0.6152344,0.6152344,0.8125,0.6152344,0.7841797,0.9580078,
IGD+,WFG5,3,igd,,0.6152344,0.5390625,0.1162109,0.2460938,0.001953125,0.02441406,0.009765625,0.001953125,0.0009765625,0.006835938
IGD+,WFG5,3,igd,0.4228516,,0.6152344,0.1162109,0.3847656,0.001953125,0.001953125,0.01367188,0.0009765625,0.001953125,0.0009765625
IGD+,WFG5,3,igd,0.5,0.4228516,,0.1162109,0.08007812,0.002929688,0.03222656,0.009765625,0.0009765625,0.001953125,0.01367188
IGD+,WFG5,3,igd,0.9033203,0.9033203,0.9033203,,0.7539062,0.004882812,0.02441406,0.01367188,0.001953125,0.001953125,0.004882812
IGD+,WFG5,3,igd,0.7841797,0.6523438,0.9345703,0.2783203,,0.002929688,0.03222656,0.01855469,0.0009765625,0.001953125,0.004882812
IGD+,WFG5,3,igd,0.9990234,0.9990234,0.9980469,0.9970703,0.9980469,,0.8623047,0.5771484,0.1875,0.1376953,0.5771484
IGD+,WFG5,3,igd,0.9814453,0.9990234,0.9755859,0.9814453,0.9755859,0.1611328,,0.2460938,0.08007812,0.01855469,0.2158203
IGD+,WFG5,3,igd,0.9931641,0.9902344,0.9931641,0.9902344,0.9863281,0.4609375,0.7841797,,0.3125,0.2783203,0.6523438
IGD+,WFG5,3,igd,0.9990234,1.0,1.0,0.9990234,1.0,0.8388672,0.9345703,0.7216797,,0.4609375,0.8388672
IGD+,WFG5,3,igd,1.0,0.9990234,0.9990234,0.9990234,0.9990234,0.8837891,0.9863281,0.7539062,0.5771484,,0.8125
IGD+,WFG5,3,igd,0.9951172,1.0,0.9902344,0.9970703,0.9970703,0.4609375,0.8125,0.3847656,0.1875,0.2158203,
R2,WFG5,3,igd,,0.1376953,0.02441406,0.06542969,0.02441406,0.06542969,0.05273438,0.08007812,0.08007812,0.08007812,0.001953125
R2,WFG5,3,igd,0.8837891,,0.08985625,0.2500921,0.1990124,0.2419199,0.2419199,0.6102827,0.7539062,0.6152344,0.1611328
R2,WFG5,3,igd,0.9814453,0.9101438,,0.3575003,0.3676583,0.3897173,0.662788,0.8686909,0.9472656,0.9199219,0.3125
R2,WFG5,3,igd,0.9472656,0.7499079,0.6424997,,0.541744,0.5,0.5,0.8365053,0.8125,0.8125,0.5
R2,WFG5,3,igd,0.9814453,0.8009876,0.6323417,0.458256,,0.458256,0.2877015,0.7580801,0.7841797,0.8125,0.4609375
R2,WFG5,3,igd,0.9472656,0.7580801,0.6102827,0.5,0.541744,,0.2494811,0.5556811,0.7216797,0.6875,0.3125
R2,WFG5,3,igd,0.9580078,0.7580801,0.337212,0.5,0.7122985,0.7505189,,0.541744,0.3847656,0.6152344,0.3847656
R2,WFG5,3,igd,0.9345703,0.3897173,0.1313091,0.1634947,0.2419199,0.4443189,0.458256,,0.3676583,0.3476562,0.09667969
R2,WFG5,3,igd,0.9345703,0.2783203,0.06542969,0.2158203,0.2460938,0.3125,0.6523438,0.6323417,,0.3125,0.1376953
R2,WFG5,3,igd,0.9345703,0.4228516,0.09667969,0.2158203,0.2158203,0.3476562,0.4228516,0.6875,0.7216797,,0.1162109
R2,WFG5,3,igd,0.9990234,0.8623047,0.7216797,0.5390625,0.5771484,0.7216797,0.6523438,0.9199219,0.8837891,0.9033203,
IGD+,WFG5,3,igd+,,0.7216797,0.9980469,0.9931641,0.9677734,0.9951172,1.0,1.0,1.0,1.0,0.9980469
IGD+,WFG5,3,igd+,0.3125,,0.9902344,0.9970703,0.9677734,1.0,0.9990234,0.9970703,1.0,1.0,0.9970703
IGD+,WFG5,3,igd+,0.002929688,0.01367188,,0.9033203,0.6152344,0.9677734,0.9970703,0.9931641,0.9863281,1.0,0.9755859
IGD+,WFG5,3,igd+,0.009765625,0.004882812,0.1162109,,0.02441406,0.4228516,0.2783203,0.5771484,0.7539062,0.8623047,0.4228516
IGD+,WFG5,3,igd+,0.04199219,0.04199219,0.4228516,0.9814453,,0.7841797,0.9199219,0.9033203,0.9472656,0.9951172,0.9472656
IGD+,WFG5,3,igd+,0.006835938,0.0009765625,0.04199219,0.6152344,0.2460938,,0.7841797,0.7841797,0.7539062,0.9677734,0.6875
IGD+,WFG5,3,igd+,0.0009765625,0.001953125,0.004882812,0.7539062,0.09667969,0.2460938,,0.6152344,0.5390625,0.8623047,0.5390625
IGD+,WFG5,3,igd+,0.0009765625,0.004882812,0.009765625,0.4609375,0.1162109,0.2460938,0.4228516,,0.3125,0.8623047,0.5
IGD+,WFG5,3,igd+,0.0009765625,0.0009765625,0.01855469,0.2783203,0.06542969,0.2783203,0.5,0.7216797,,0.9199219,0.5771484
IGD+,WFG5,3,igd+,0.0009765625,0.0009765625,0.0009765625,0.1611328,0.006835938,0.04199219,0.1611328,0.1611328,0.09667969,,0.1875
IGD+,WFG5,3,igd+,0.002929688,0.004882812,0.03222656,0.6152344,0.06542969,0.3476562,0.5,0.5390625,0.4609375,0.8388672,
R2,WFG5,3,igd+,,0.05273438,0.2158203,0.1611328,0.2158203,0.04199219,0.09667969,0.3847656,0.3476562,0.1875,0.08007812
R2,WFG5,3,igd+,0.9580078,,0.9101438,0.5536308,0.5671138,0.1634947,0.3897173,0.6102827,0.7841797,0.5771484,0.5771484
R2,WFG5,3,igd+,0.8125,0.08985625,,0.2326044,0.2494811,0.1037892,0.1313091,0.2877015,0.4609375,0.3476562,0.1875
R2,WFG5,3,igd+,0.8623047,0.4463692,0.7673956,,0.541744,0.2419199,0.3897173,0.5556811,0.6875,0.6152344,0.5
R2,WFG5,3,igd+,0.8125,0.4328862,0.7505189,0.458256,,0.1727238,0.3897173,0.6102827,0.6875,0.6875,0.6152344
R2,WFG5,3,igd+,0.9677734,0.8365053,0.8962108,0.7580801,0.8272762,,0.6323417,0.8686909,0.9199219,0.7539062,0.6523438
R2,WFG5,3,igd+,0.9199219,0.6102827,0.8686909,0.6102827,0.6102827,0.3676583,,0.6999103,0.7841797,0.5771484,0.4228516
R2,WFG5,3,igd+,0.6523438,0.3897173,0.7122985,0.4443189,0.3897173,0.1313091,0.3000897,,0.8816382,0.3476562,0.4228516
R2,WFG5,3,igd+,0.6875,0.2460938,0.5771484,0.3476562,0.3476562,0.09667969,0.2460938,0.1183618,,0.2460938,0.1875
R2,WFG5,3,igd+,0.8388672,0.4609375,0.6875,0.4228516,0.3476562,0.2783203,0.4609375,0.6875,0.7841797,,0.1611328
R2,WFG5,3,igd+,0.9345703,0.4609375,0.8388672,0.5390625,0.4228516,0.3847656,0.6152344,0.6152344,0.8388672,0.8623047,
IGD+,WFG5,3,r2,,0.02441406,0.02441406,0.6875,0.6523438,0.9951172,0.9814453,0.7216797,0.9990234,0.9980469,0.9931641
IGD+,WFG5,3,r2,0.9814453,,0.4609375,0.9755859,0.9755859,0.9990234,0.9951172,0.9863281,1.0,1.0,0.9990234
IGD+,WFG5,3,r2,0.9814453,0.5771484,,0.9677734,0.9345703,1.0,0.9951172,0.9970703,1.0,1.0,1.0
IGD+,WFG5,3,r2,0.3476562,0.03222656,0.04199219,,0.5771484,0.9814453,0.9345703,0.7539062,0.9580078,0.9814453,0.9677734
IGD+,WFG5,3,r2,0.3847656,0.03222656,0.08007812,0.4609375,,0.9970703,0.9902344,0.7841797,0.9990234,0.9970703,0.9990234
IGD+,WFG5,3,r2,0.006835938,0.001953125,0.0009765625,0.02441406,0.004882812,,0.1376953,0.01855469,0.3847656,0.2158203,0.2158203
IGD+,WFG5,3,r2,0.02441406,0.006835938,0.006835938,0.08007812,0.01367188,0.8837891,,0.1875,0.8125,0.7539062,0.7539062
IGD+,WFG5,3,r2,0.3125,0.01855469,0.004882812,0.2783203,0.2460938,0.9863281,0.8388672,,0.9580078,0.9345703,0.9902344
IGD+,WFG5,3,r2,0.001953125,0.0009765625,0.0009765625,0.05273438,0.001953125,0.6523438,0.2158203,0.05273438,,0.5390625,0.4609375
IGD+,WFG5,3,r2,0.002929688,0.0009765625,0.0009765625,0.02441406,0.004882812,0.8125,0.2783203,0.08007812,0.5,,0.4228516
IGD+,WFG5,3,r2,0.009765625,0.001953125,0.0009765625,0.04199219,0.001953125,0.8125,0.2783203,0.01367188,0.5771484,0.6152344,
R2,WFG5,3,r2,,0.7539062,0.9033203,0.8623047,0.8623047,0.8837891,0.8623047,0.9345703,0.8837891,0.8388672,0.8623047
R2,WFG5,3,r2,0.2783203,,0.9101438,0.8273845,0.8009876,0.9382574,0.8962108,0.6102827,0.4228516,0.8125,0.8623047
R2,WFG5,3,r2,0.1162109,0.08985625,,0.2326044,0.6939551,0.7995929,0.7580801,0.337212,0.1376953,0.5771484,0.7216797
R2,WFG5,3,r2,0.1611328,0.1726155,0.7673956,,0.6234238,0.8365053,0.7580801,0.2877015,0.1376953,0.7216797,0.8125
R2,WFG5,3,r2,0.1611328,0.1990124,0.3060449,0.3765762,,0.8755681,0.7580801,0.2004071,0.3476562,0.8125,0.6523438
R2,WFG5,3,r2,0.1376953,0.06174264,0.2004071,0.1634947,0.1244319,,0.1552472,0.2877015,0.2460938,0.4609375,0.3125
R2,WFG5,3,r2,0.1611328,0.1037892,0.2419199,0.2419199,0.2419199,0.8447528,,0.3765762,0.2158203,0.5,0.4228516
R2,WFG5,3,r2,0.08007812,0.3897173,0.662788,0.7122985,0.7995929,0.7122985,0.6234238,,0.4328862,0.6523438,0.7216797
R2,WFG5,3,r2,0.1376953,0.6152344,0.8837891,0.8837891,0.6875,0.7841797,0.8125,0.5671138,,0.7539062,0.8837891
R2,WFG5,3,r2,0.1875,0.2158203,0.4609375,0.3125,0.2158203,0.5771484,0.5390625,0.3847656,0.2783203,,0.2783203
R2,WFG5,3,r2,0.1611328,0.1611328,0.3125,0.2158203,0.3847656,0.7216797,0.6152344,0.3125,0.1376953,0.7539062,
IGD+,WFG5,3,s-energy,,0.9677734,0.9580078,0.9863281,0.9980469,0.9990234,0.9970703,0.9951172,1.0,0.9970703,0.9970703
IGD+,WFG5,3,s-energy,0.04199219,,0.3125,0.7841797,0.9677734,1.0,0.9755859,0.9472656,0.9814453,0.9814453,0.9755859
IGD+,WFG5,3,s-energy,0.05273438,0.7216797,,0.9199219,0.9951172,1.0,0.9990234,0.9931641,1.0,0.9970703,0.9755859
IGD+,WFG5,3,s-energy,0.01855469,0.2460938,0.09667969,,0.8388672,0.9814453,0.8623047,0.7841797,0.9345703,0.9199219,0.7539062
IGD+,WFG5,3,s-energy,0.002929688,0.04199219,0.006835938,0.1875,,0.9814453,0.8125,0.6523438,0.8837891,0.8125,0.7216797
IGD+,WFG5,3,s-energy,0.001953125,0.0009765625,0.0009765625,0.02441406,0.02441406,,0.05273438,0.02441406,0.2158203,0.1376953,0.1162109
IGD+,WFG5,3,s-energy,0.004882812,0.03222656,0.001953125,0.1611328,0.2158203,0.9580078,,0.1875,0.8388672,0.7841797,0.4228516
IGD+,WFG5,3,s-energy,0.006835938,0.06542969,0.009765625,0.2460938,0.3847656,0.9814453,0.8388672,,0.9472656,0.8388672,0.6523438
