problema,dimension,Indicador,w_0,Indicador_diversidad,victoria
DTLZ1,2,igd,0.4,IGD+,False
DTLZ1,2,igd,0.5,IGD+,False
DTLZ1,2,igd,0.6000000000000001,IGD+,False
DTLZ1,2,igd,0.7000000000000001,IGD+,False
DTLZ1,2,igd,0.8,IGD+,False
DTLZ1,2,igd,0.9,IGD+,False
DTLZ1,2,igd,0.999,IGD+,False
DTLZ1,3,igd,0.001,IGD+,True
DTLZ1,3,igd,0.1,IGD+,False
DTLZ1,3,igd,0.2,IGD+,True
DTLZ1,3,igd,0.3,IGD+,True
DTLZ1,3,igd,0.4,IGD+,True
DTLZ1,3,igd,0.5,IGD+,True
DTLZ1,3,igd,0.6000000000000001,IGD+,True
DTLZ1,3,igd,0.7000000000000001,IGD+,True
DTLZ1,3,igd,0.8,IGD+,False
DTLZ1,3,igd,0.9,IGD+,True
DTLZ1,3,igd,0.999,IGD+,False
DTLZ1,4,igd,0.001,IGD+,True
DTLZ1,4,igd,0.1,IGD+,True
DTLZ1,4,igd,0.2,IGD+,True
DTLZ1,4,igd,0.3,IGD+,True
DTLZ1,4,igd,0.4,IGD+,True
DTLZ1,4,igd,0.5,IGD+,True
DTLZ1,4,igd,0.6000000000000001,IGD+,True
DTLZ1,4,igd,0.7000000000000001,IGD+,True
DTLZ1,4,igd,0.8,IGD+,False
DTLZ1,4,igd,0.9,IGD+,True
DTLZ1,4,igd,0.999,IGD+,True
DTLZ1,5,igd,0.001,IGD+,True
DTLZ1,5,igd,0.1,IGD+,True
DTLZ1,5,igd,0.2,IGD+,True
DTLZ1,5,igd,0.3,IGD+,True
DTLZ1,5,igd,0.4,IGD+,True
DTLZ1,5,igd,0.5,IGD+,True
DTLZ1,5,igd,0.6000000000000001,IGD+,True
DTLZ1,5,igd,0.7000000000000001,IGD+,False
DTLZ1,5,igd,0.8,IGD+,True
DTLZ1,5,igd,0.9,IGD+,True
DTLZ1,5,igd,0.999,IGD+,True
DTLZ1,6,igd,0.001,IGD+,False
DTLZ1,6,igd,0.1,IGD+,True
DTLZ1,6,igd,0.2,IGD+,True
DTLZ1,6,igd,0.3,IGD+,True
DTLZ1,6,igd,0.4,IGD+,False
DTLZ1,6,igd,0.5,IGD+,False
DTLZ1,6,igd,0.6000000000000001,IGD+,False
DTLZ1,6,igd,0.7000000000000001,IGD+,False
DTLZ1,6,igd,0.8,IGD+,False
DTLZ1,6,igd,0.9,IGD+,False
DTLZ1,6,igd,0.999,IGD+,True
DTLZ1,7,igd,0.001,IGD+,False
DTLZ1,7,igd,0.1,IGD+,False
DTLZ1,7,igd,0.2,IGD+,False
DTLZ1,7,igd,0.3,IGD+,False
DTLZ1,7,igd,0.4,IGD+,False
DTLZ1,7,igd,0.5,IGD+,False
DTLZ1,7,igd,0.6000000000000001,IGD+,False
DTLZ1,7,igd,0.7000000000000001,IGD+,False
DTLZ1,7,igd,0.8,IGD+,False
DTLZ1,7,igd,0.9,IGD+,True
DTLZ1,7,igd,0.999,IGD+,False
DTLZ1,2,igd+,0.001,IGD+,False
DTLZ1,2,igd+,0.1,IGD+,False
DTLZ1,2,igd+,0.2,IGD+,False
DTLZ1,2,igd+,0.3,IGD+,False
DTLZ1,2,igd+,0.4,IGD+,False
DTLZ1,2,igd+,0.5,IGD+,False
DTLZ1,2,igd+,0.6000000000000001,IGD+,False
DTLZ1,2,igd+,0.7000000000000001,IGD+,False
DTLZ1,2,igd+,0.8,IGD+,False
DTLZ1,2,igd+,0.9,IGD+,False
DTLZ1,2,igd+,0.999,IGD+,False
DTLZ1,3,igd+,0.001,IGD+,False
DTLZ1,3,igd+,0.1,IGD+,False
DTLZ1,3,igd+,0.2,IGD+,False
DTLZ1,3,igd+,0.3,IGD+,False
DTLZ1,3,igd+,0.4,IGD+,True
DTLZ1,3,igd+,0.5,IGD+,False
DTLZ1,3,igd+,0.6000000000000001,IGD+,True
DTLZ1,3,igd+,0.7000000000000001,IGD+,False
DTLZ1,3,igd+,0.8,IGD+,False
DTLZ1,3,igd+,0.9,IGD+,False
DTLZ1,3,igd+,0.999,IGD+,False
DTLZ1,4,igd+,0.001,IGD+,False
DTLZ1,4,igd+,0.1,IGD+,False
DTLZ1,4,igd+,0.2,IGD+,False
DTLZ1,4,igd+,0.3,IGD+,True
DTLZ1,4,igd+,0.4,IGD+,True
DTLZ1,4,igd+,0.5,IGD+,True
DTLZ1,4,igd+,0.6000000000000001,IGD+,True
DTLZ1,4,igd+,0.7000000000000001,IGD+,True
DTLZ1,4,igd+,0.8,IGD+,False
DTLZ1,4,igd+,0.9,IGD+,True
DTLZ1,4,igd+,0.999,IGD+,True
DTLZ1,5,igd+,0.001,IGD+,False
DTLZ1,5,igd+,0.1,IGD+,False
DTLZ1,5,igd+,0.2,IGD+,True
DTLZ1,5,igd+,0.3,IGD+,True
DTLZ1,5,igd+,0.4,IGD+,False
DTLZ1,5,igd+,0.5,IGD+,True
DTLZ1,5,igd+,0.6000000000000001,IGD+,True
DTLZ1,5,igd+,0.7000000000000001,IGD+,False
DTLZ1,5,igd+,0.8,IGD+,False
DTLZ1,5,igd+,0.9,IGD+,True
DTLZ1,5,igd+,0.999,IGD+,True
DTLZ1,6,igd+,0.001,IGD+,False
DTLZ1,6,igd+,0.1,IGD+,False
DTLZ1,6,igd+,0.2,IGD+,False
DTLZ1,6,igd+,0.3,IGD+,False
DTLZ1,6,igd+,0.4,IGD+,False
DTLZ1,6,igd+,0.5,IGD+,False
DTLZ1,6,igd+,0.6000000000000001,IGD+,False
DTLZ1,6,igd+,0.7000000000000001,IGD+,False
DTLZ1,6,igd+,0.8,IGD+,False
DTLZ1,6,igd+,0.9,IGD+,False
DTLZ1,6,igd+,0.999,IGD+,False
DTLZ1,7,igd+,0.001,IGD+,False
DTLZ1,7,igd+,0.1,IGD+,False
DTLZ1,7,igd+,0.2,IGD+,False
DTLZ1,7,igd+,0.3,IGD+,False
DTLZ1,7,igd+,0.4,IGD+,False
DTLZ1,7,igd+,0.5,IGD+,False
DTLZ1,7,igd+,0.6000000000000001,IGD+,False
DTLZ1,7,igd+,0.7000000000000001,IGD+,False
DTLZ1,7,igd+,0.8,IGD+,False
DTLZ1,7,igd+,0.9,IGD+,False
DTLZ1,7,igd+,0.999,IGD+,False
DTLZ1,2,r2,0.001,IGD+,True
DTLZ1,2,r2,0.1,IGD+,True
DTLZ1,2,r2,0.2,IGD+,True
DTLZ1,2,r2,0.3,IGD+,True
DTLZ1,2,r2,0.4,IGD+,True
DTLZ1,2,r2,0.5,IGD+,True
DTLZ1,2,r2,0.6000000000000001,IGD+,False
DTLZ1,2,r2,0.7000000000000001,IGD+,False
DTLZ1,2,r2,0.8,IGD+,True
DTLZ1,2,r2,0.9,IGD+,True
DTLZ1,2,r2,0.999,IGD+,True
DTLZ1,3,r2,0.001,IGD+,False
DTLZ1,3,r2,0.1,IGD+,False
DTLZ1,3,r2,0.2,IGD+,False
DTLZ1,3,r2,0.3,IGD+,False
DTLZ1,3,r2,0.4,IGD+,False
DTLZ1,3,r2,0.5,IGD+,False
DTLZ1,3,r2,0.6000000000000001,IGD+,False
DTLZ1,3,r2,0.7000000000000001,IGD+,False
DTLZ1,3,r2,0.8,IGD+,False
DTLZ1,3,r2,0.9,IGD+,False
DTLZ1,3,r2,0.999,IGD+,False
DTLZ1,4,r2,0.001,IGD+,False
DTLZ1,4,r2,0.1,IGD+,False
DTLZ1,4,r2,0.2,IGD+,False
DTLZ1,4,r2,0.3,IGD+,False
DTLZ1,4,r2,0.4,IGD+,False
DTLZ1,4,r2,0.5,IGD+,False
DTLZ1,4,r2,0.6000000000000001,IGD+,False
DTLZ1,4,r2,0.7000000000000001,IGD+,False
DTLZ1,4,r2,0.8,IGD+,False
DTLZ1,4,r2,0.9,IGD+,False
DTLZ1,4,r2,0.999,IGD+,False
DTLZ1,5,r2,0.001,IGD+,False
DTLZ1,5,r2,0.1,IGD+,False
DTLZ1,5,r2,0.2,IGD+,False
DTLZ1,5,r2,0.3,IGD+,False
DTLZ1,5,r2,0.4,IGD+,False
DTLZ1,5,r2,0.5,IGD+,False
DTLZ1,5,r2,0.6000000000000001,IGD+,False
DTLZ1,5,r2,0.7000000000000001,IGD+,False
DTLZ1,5,r2,0.8,IGD+,False
DTLZ1,5,r2,0.9,IGD+,False
DTLZ1,5,r2,0.999,IGD+,False
DTLZ1,6,r2,0.001,IGD+,False
DTLZ1,6,r2,0.1,IGD+,False
DTLZ1,6,r2,0.2,IGD+,False
DTLZ1,6,r2,0.3,IGD+,False
DTLZ1,6,r2,0.4,IGD+,False
DTLZ1,6,r2,0.5,IGD+,False
DTLZ1,6,r2,0.6000000000000001,IGD+,False
DTLZ1,6,r2,0.7000000000000001,IGD+,False
DTLZ1,6,r2,0.8,IGD+,False
DTLZ1,6,r2,0.9,IGD+,False
DTLZ1,6,r2,0.999,IGD+,False
DTLZ1,7,r2,0.001,IGD+,False
DTLZ1,7,r2,0.1,IGD+,False
DTLZ1,7,r2,0.2,IGD+,False
DTLZ1,7,r2,0.3,IGD+,False
DTLZ1,7,r2,0.4,IGD+,False
DTLZ1,7,r2,0.5,IGD+,False
DTLZ1,7,r2,0.6000000000000001,IGD+,False
DTLZ1,7,r2,0.7000000000000001,IGD+,False
DTLZ1,7,r2,0.8,IGD+,False
DTLZ1,7,r2,0.9,IGD+,False
DTLZ1,7,r2,0.999,IGD+,False
DTLZ1,2,s-energy,0.001,IGD+,False
DTLZ1,2,s-energy,0.1,IGD+,False
DTLZ1,2,s-energy,0.2,IGD+,False
DTLZ1,2,s-energy,0.3,IGD+,False
DTLZ1,2,s-energy,0.4,IGD+,False
DTLZ1,2,s-energy,0.5,IGD+,False
DTLZ1,2,s-energy,0.6000000000000001,IGD+,False
DTLZ1,2,s-energy,0.7000000000000001,IGD+,False
DTLZ1,2,s-energy,0.8,IGD+,False
DTLZ1,2,s-energy,0.9,IGD+,False
DTLZ1,2,s-energy,0.999,IGD+,False
DTLZ1,3,s-energy,0.001,IGD+,True
DTLZ1,3,s-energy,0.1,IGD+,True
DTLZ1,3,s-energy,0.2,IGD+,True
DTLZ1,3,s-energy,0.3,IGD+,True
DTLZ1,3,s-energy,0.4,IGD+,True
DTLZ1,3,s-energy,0.5,IGD+,True
DTLZ1,3,s-energy,0.6000000000000001,IGD+,True
DTLZ1,3,s-energy,0.7000000000000001,IGD+,True
DTLZ1,3,s-energy,0.8,IGD+,True
DTLZ1,3,s-energy,0.9,IGD+,True
