problema,dimension,Indicador,w_0,Indicador_diversidad,victoria
WFG6,6,igd,0.8,IGD+,True
WFG6,6,igd,0.9,IGD+,True
WFG6,6,igd,0.999,IGD+,True
WFG6,7,igd,0.001,IGD+,True
WFG6,7,igd,0.1,IGD+,True
WFG6,7,igd,0.2,IGD+,True
WFG6,7,igd,0.3,IGD+,True
WFG6,7,igd,0.4,IGD+,True
WFG6,7,igd,0.5,IGD+,True
WFG6,7,igd,0.6000000000000001,IGD+,True
WFG6,7,igd,0.7000000000000001,IGD+,True
WFG6,7,igd,0.8,IGD+,True
WFG6,7,igd,0.9,IGD+,True
WFG6,7,igd,0.999,IGD+,True
WFG6,2,igd+,0.001,IGD+,False
WFG6,2,igd+,0.1,IGD+,False
WFG6,2,igd+,0.2,IGD+,False
WFG6,2,igd+,0.3,IGD+,False
WFG6,2,igd+,0.4,IGD+,False
WFG6,2,igd+,0.5,IGD+,False
WFG6,2,igd+,0.6000000000000001,IGD+,False
WFG6,2,igd+,0.7000000000000001,IGD+,False
WFG6,2,igd+,0.8,IGD+,False
WFG6,2,igd+,0.9,IGD+,False
WFG6,2,igd+,0.999,IGD+,False
WFG6,3,igd+,0.001,IGD+,False
WFG6,3,igd+,0.1,IGD+,False
WFG6,3,igd+,0.2,IGD+,False
WFG6,3,igd+,0.3,IGD+,False
WFG6,3,igd+,0.4,IGD+,False
WFG6,3,igd+,0.5,IGD+,False
WFG6,3,igd+,0.6000000000000001,IGD+,False
WFG6,3,igd+,0.7000000000000001,IGD+,True
WFG6,3,igd+,0.8,IGD+,True
WFG6,3,igd+,0.9,IGD+,True
WFG6,3,igd+,0.999,IGD+,False
WFG6,4,igd+,0.001,IGD+,False
WFG6,4,igd+,0.1,IGD+,False
WFG6,4,igd+,0.2,IGD+,False
WFG6,4,igd+,0.3,IGD+,False
WFG6,4,igd+,0.4,IGD+,False
WFG6,4,igd+,0.5,IGD+,False
WFG6,4,igd+,0.6000000000000001,IGD+,False
WFG6,4,igd+,0.7000000000000001,IGD+,False
WFG6,4,igd+,0.8,IGD+,False
WFG6,4,igd+,0.9,IGD+,False
WFG6,4,igd+,0.999,IGD+,False
WFG6,5,igd+,0.001,IGD+,False
WFG6,5,igd+,0.1,IGD+,False
WFG6,5,igd+,0.2,IGD+,False
WFG6,5,igd+,0.3,IGD+,False
WFG6,5,igd+,0.4,IGD+,True
WFG6,5,igd+,0.5,IGD+,False
WFG6,5,igd+,0.6000000000000001,IGD+,True
WFG6,5,igd+,0.7000000000000001,IGD+,False
WFG6,5,igd+,0.8,IGD+,False
WFG6,5,igd+,0.9,IGD+,False
WFG6,5,igd+,0.999,IGD+,True
WFG6,6,igd+,0.001,IGD+,False
WFG6,6,igd+,0.1,IGD+,False
WFG6,6,igd+,0.2,IGD+,False
WFG6,6,igd+,0.3,IGD+,False
WFG6,6,igd+,0.4,IGD+,False
WFG6,6,igd+,0.5,IGD+,False
WFG6,6,igd+,0.6000000000000001,IGD+,False
WFG6,6,igd+,0.7000000000000001,IGD+,False
WFG6,6,igd+,0.8,IGD+,False
WFG6,6,igd+,0.9,IGD+,False
WFG6,6,igd+,0.999,IGD+,False
WFG6,7,igd+,0.001,IGD+,False
WFG6,7,igd+,0.1,IGD+,False
WFG6,7,igd+,0.2,IGD+,False
WFG6,7,igd+,0.3,IGD+,True
WFG6,7,igd+,0.4,IGD+,False
WFG6,7,igd+,0.5,IGD+,False
WFG6,7,igd+,0.6000000000000001,IGD+,False
WFG6,7,igd+,0.7000000000000001,IGD+,False
WFG6,7,igd+,0.8,IGD+,False
WFG6,7,igd+,0.9,IGD+,False
WFG6,7,igd+,0.999,IGD+,False
WFG6,2,r2,0.001,IGD+,False
WFG6,2,r2,0.1,IGD+,False
WFG6,2,r2,0.2,IGD+,False
WFG6,2,r2,0.3,IGD+,False
WFG6,2,r2,0.4,IGD+,False
WFG6,2,r2,0.5,IGD+,False
WFG6,2,r2,0.6000000000000001,IGD+,False
WFG6,2,r2,0.7000000000000001,IGD+,False
WFG6,2,r2,0.8,IGD+,False
WFG6,2,r2,0.9,IGD+,False
WFG6,2,r2,0.999,IGD+,False
WFG6,3,r2,0.001,IGD+,True
WFG6,3,r2,0.1,IGD+,True
WFG6,3,r2,0.2,IGD+,True
WFG6,3,r2,0.3,IGD+,True
WFG6,3,r2,0.4,IGD+,True
WFG6,3,r2,0.5,IGD+,True
WFG6,3,r2,0.6000000000000001,IGD+,True
WFG6,3,r2,0.7000000000000001,IGD+,True
WFG6,3,r2,0.8,IGD+,True
WFG6,3,r2,0.9,IGD+,True
WFG6,3,r2,0.999,IGD+,True
WFG6,4,r2,0.001,IGD+,True
WFG6,4,r2,0.1,IGD+,True
WFG6,4,r2,0.2,IGD+,True
WFG6,4,r2,0.3,IGD+,True
WFG6,4,r2,0.4,IGD+,True
WFG6,4,r2,0.5,IGD+,True
WFG6,4,r2,0.6000000000000001,IGD+,True
WFG6,4,r2,0.7000000000000001,IGD+,True
WFG6,4,r2,0.8,IGD+,True
WFG6,4,r2,0.9,IGD+,True
WFG6,4,r2,0.999,IGD+,True
WFG6,5,r2,0.001,IGD+,True
WFG6,5,r2,0.1,IGD+,True
WFG6,5,r2,0.2,IGD+,True
WFG6,5,r2,0.3,IGD+,True
WFG6,5,r2,0.4,IGD+,True
WFG6,5,r2,0.5,IGD+,True
WFG6,5,r2,0.6000000000000001,IGD+,True
WFG6,5,r2,0.7000000000000001,IGD+,True
WFG6,5,r2,0.8,IGD+,True
WFG6,5,r2,0.9,IGD+,True
WFG6,5,r2,0.999,IGD+,True
WFG6,6,r2,0.001,IGD+,True
WFG6,6,r2,0.1,IGD+,True
WFG6,6,r2,0.2,IGD+,True
WFG6,6,r2,0.3,IGD+,True
WFG6,6,r2,0.4,IGD+,True
WFG6,6,r2,0.5,IGD+,True
WFG6,6,r2,0.6000000000000001,IGD+,False
WFG6,6,r2,0.7000000000000001,IGD+,False
WFG6,6,r2,0.8,IGD+,True
WFG6,6,r2,0.9,IGD+,False
WFG6,6,r2,0.999,IGD+,False
WFG6,7,r2,0.001,IGD+,True
WFG6,7,r2,0.1,IGD+,True
WFG6,7,r2,0.2,IGD+,True
WFG6,7,r2,0.3,IGD+,True
WFG6,7,r2,0.4,IGD+,True
WFG6,7,r2,0.5,IGD+,True
WFG6,7,r2,0.6000000000000001,IGD+,True
WFG6,7,r2,0.7000000000000001,IGD+,True
WFG6,7,r2,0.8,IGD+,True
WFG6,7,r2,0.9,IGD+,True
WFG6,7,r2,0.999,IGD+,True
WFG6,2,s-energy,0.001,IGD+,True
WFG6,2,s-energy,0.1,IGD+,True
WFG6,2,s-energy,0.2,IGD+,True
WFG6,2,s-energy,0.3,IGD+,True
WFG6,2,s-energy,0.4,IGD+,True
WFG6,2,s-energy,0.5,IGD+,True
WFG6,2,s-energy,0.6000000000000001,IGD+,True
WFG6,2,s-energy,0.7000000000000001,IGD+,True
WFG6,2,s-energy,0.8,IGD+,True
WFG6,2,s-energy,0.9,IGD+,True
WFG6,2,s-energy,0.999,IGD+,True
WFG6,3,s-energy,0.001,IGD+,True
WFG6,3,s-energy,0.1,IGD+,True
WFG6,3,s-energy,0.2,IGD+,True
WFG6,3,s-energy,0.3,IGD+,True
WFG6,3,s-energy,0.4,IGD+,True
WFG6,3,s-energy,0.5,IGD+,True
WFG6,3,s-energy,0.6000000000000001,IGD+,True
WFG6,3,s-energy,0.7000000000000001,IGD+,True
WFG6,3,s-energy,0.8,IGD+,True
WFG6,3,s-energy,0.9,IGD+,True
WFG6,3,s-energy,0.999,IGD+,True
WFG6,4,s-energy,0.001,IGD+,True
WFG6,4,s-energy,0.1,IGD+,True
WFG6,4,s-energy,0.2,IGD+,True
WFG6,4,s-energy,0.3,IGD+,True
WFG6,4,s-energy,0.4,IGD+,True
WFG6,4,s-energy,0.5,IGD+,True
WFG6,4,s-energy,0.6000000000000001,IGD+,True
WFG6,4,s-energy,0.7000000000000001,IGD+,True
WFG6,4,s-energy,0.8,IGD+,True
WFG6,4,s-energy,0.9,IGD+,True
WFG6,4,s-energy,0.999,IGD+,True
WFG6,5,s-energy,0.001,IGD+,True
WFG6,5,s-energy,0.1,IGD+,True
WFG6,5,s-energy,0.2,IGD+,True
WFG6,5,s-energy,0.3,IGD+,True
WFG6,5,s-energy,0.4,IGD+,True
WFG6,5,s-energy,0.5,IGD+,True
WFG6,5,s-energy,0.6000000000000001,IGD+,True
WFG6,5,s-energy,0.7000000000000001,IGD+,True
WFG6,5,s-energy,0.8,IGD+,True
WFG6,5,s-energy,0.9,IGD+,True
WFG6,5,s-energy,0.999,IGD+,True
WFG6,6,s-energy,0.001,IGD+,True
WFG6,6,s-energy,0.1,IGD+,True
WFG6,6,s-energy,0.2,IGD+,True
WFG6,6,s-energy,0.3,IGD+,True
WFG6,6,s-energy,0.4,IGD+,True
WFG6,6,s-energy,0.5,IGD+,True
WFG6,6,s-energy,0.6000000000000001,IGD+,True
WFG6,6,s-energy,0.7000000000000001,IGD+,True
WFG6,6,s-energy,0.8,IGD+,True
WFG6,6,s-energy,0.9,IGD+,True
WFG6,6,s-energy,0.999,IGD+,True
WFG6,7,s-energy,0.001,IGD+,True
WFG6,7,s-energy,0.1,IGD+,True
WFG6,7,s-energy,0.2,IGD+,True
WFG6,7,s-energy,0.3,IGD+,True
WFG6,7,s-energy,0.4,IGD+,True
WFG6,7,s-energy,0.5,IGD+,True
WFG6,7,s-energy,0.6000000000000001,IGD+,True
WFG6,7,s-energy,0.7000000000000001,IGD+,True
WFG6,7,s-energy,0.8,IGD+,True
WFG6,7,s-energy,0.9,IGD+,True
WFG6,7,s-energy,0.999,IGD+,True
WFG6,2,spd,0.001,IGD+,True
WFG6,2,spd,0.1,IGD+,True
WFG6,2,spd,0.2,IGD+,True
WFG6,2,spd,0.3,IGD+,True
WFG6,2,spd,0.4,IGD+,True
WFG6,2,spd,0.5,IGD+,True
WFG6,2,spd,0.6000000000000001,IGD+,True
WFG6,2,spd,0.7000000000000001,IGD+,True
WFG6,2,spd,0.8,IGD+,True
WFG6,2,spd,0.9,IGD+,True
WFG6,2,spd,0.999,IGD+,True
WFG6,3,spd,0.001,IGD+,True
WFG6,3,spd,0.1,IGD+,True
WFG6,3,spd,0.2,IGD+,True
WFG6,3,spd,0.3,IGD+,True
WFG6,3,spd,0.4,IGD+,True
WFG6,3,spd,0.5,IGD+,True
WFG6,3,spd,0.6000000000000001,IGD+,True
WFG6,3,spd,0.7000000000000001,IGD+,True
WFG6,3,spd,0.8,IGD+,True
WFG6,3,spd,0.9,IGD+,True
WFG6,3,spd,0.999,IGD+,True
WFG6,4,spd,0.001,IGD+,True
WFG6,4,spd,0.1,IGD+,True
WFG6,4,spd,0.2,IGD+,True
WFG6,4,spd,0.3,IGD+,True
WFG6,4,spd,0.4,IGD+,True
WFG6,4,spd,0.5,IGD+,True
WFG6,4,spd,0.6000000000000001,IGD+,True
WFG6,4,spd,0.7000000000000001,IGD+,True
WFG6,4,spd,0.8,IGD+,True
WFG6,4,spd,0.9,IGD+,True
WFG6,4,spd,0.999,IGD+,True
WFG6,5,spd,0.001,IGD+,True
WFG6,5,spd,0.1,IGD+,True
WFG6,5,spd,0.2,IGD+,True
WFG6,5,spd,0.3,IGD+,True
WFG6,5,spd,0.4,IGD+,True
WFG6,5,spd,0.5,IGD+,True
WFG6,5,spd,0.6000000000000001,IGD+,True
WFG6,5,spd,0.7000000000000001,IGD+,True
WFG6,5,spd,0.8,IGD+,True
WFG6,5,spd,0.9,IGD+,True
WFG6,5,spd,0.999,IGD+,True
WFG6,6,spd,0.001,IGD+,True
WFG6,6,spd,0.1,IGD+,True
WFG6,6,spd,0.2,IGD+,True
WFG6,6,spd,0.3,IGD+,True
WFG6,6,spd,0.4,IGD+,True
WFG6,6,spd,0.5,IGD+,True
WFG6,6,spd,0.6000000000000001,IGD+,True
WFG6,6,spd,0.7000000000000001,IGD+,True
WFG6,6,spd,0.8,IGD+,True
WFG6,6,spd,0.9,IGD+,True
WFG6,6,spd,0.999,IGD+,True
WFG6,7,spd,0.001,IGD+,True
WFG6,7,spd,0.1,IGD+,True
WFG6,7,spd,0.2,IGD+,True
WFG6,7,spd,0.3,IGD+,True
WFG6,7,spd,0.4,IGD+,True
WFG6,7,spd,0.5,IGD+,True
WFG6,7,spd,0.6000000000000001,IGD+,True
WFG6,7,spd,0.7000000000000001,IGD+,True
WFG6,7,spd,0.8,IGD+,True
WFG6,7,spd,0.9,IGD+,True
WFG6,7,spd,0.999,IGD+,True
WFG7,2,eps+,0.001,IGD+,False
WFG7,2,eps+,0.1,IGD+,False
WFG7,2,eps+,0.2,IGD+,False
WFG7,2,eps+,0.3,IGD+,False
WFG7,2,eps+,0.4,IGD+,False
WFG7,2,eps+,0.5,IGD+,True
WFG7,2,eps+,0.6000000000000001,IGD+,True
WFG7,2,eps+,0.7000000000000001,IGD+,True
WFG7,2,eps+,0.8,IGD+,True
WFG7,2,eps+,0.9,IGD+,True
WFG7,2,eps+,0.999,IGD+,True
WFG7,3,eps+,0.001,IGD+,False
WFG7,3,eps+,0.1,IGD+,False
WFG7,3,eps+,0.2,IGD+,False
WFG7,3,eps+,0.3,IGD+,False
WFG7,3,eps+,0.4,IGD+,False
WFG7,3,eps+,0.5,IGD+,True
WFG7,3,eps+,0.6000000000000001,IGD+,False
WFG7,3,eps+,0.7000000000000001,IGD+,False
WFG7,3,eps+,0.8,IGD+,False
WFG7,3,eps+,0.9,IGD+,False
WFG7,3,eps+,0.999,IGD+,False
WFG7,4,eps+,0.001,IGD+,False
WFG7,4,eps+,0.1,IGD+,False
WFG7,4,eps+,0.2,IGD+,False
WFG7,4,eps+,0.3,IGD+,False
WFG7,4,eps+,0.4,IGD+,False
WFG7,4,eps+,0.5,IGD+,False
WFG7,4,eps+,0.6000000000000001,IGD+,False
WFG7,4,eps+,0.7000000000000001,IGD+,True
WFG7,4,eps+,0.8,IGD+,False
WFG7,4,eps+,0.9,IGD+,False
WFG7,4,eps+,0.999,IGD+,False
WFG7,5,eps+,0.001,IGD+,False
WFG7,5,eps+,0.1,IGD+,False
WFG7,5,eps+,0.2,IGD+,True
WFG7,5,eps+,0.3,IGD+,True
WFG7,5,eps+,0.4,IGD+,True
WFG7,5,eps+,0.5,IGD+,True
WFG7,5,eps+,0.6000000000000001,IGD+,True
WFG7,5,eps+,0.7000000000000001,IGD+,True
WFG7,5,eps+,0.8,IGD+,False
WFG7,5,eps+,0.9,IGD+,True
WFG7,5,eps+,0.999,IGD+,True
WFG7,6,eps+,0.001,IGD+,False
WFG7,6,eps+,0.1,IGD+,False
WFG7,6,eps+,0.2,IGD+,False
WFG7,6,eps+,0.3,IGD+,False
WFG7,6,eps+,0.4,IGD+,False
WFG7,6,eps+,0.5,IGD+,False
WFG7,6,eps+,0.6000000000000001,IGD+,False
WFG7,6,eps+,0.7000000000000001,IGD+,False
WFG7,6,eps+,0.8,IGD+,False
WFG7,6,eps+,0.9,IGD+,False
WFG7,6,eps+,0.999,IGD+,False
WFG7,7,eps+,0.001,IGD+,False
WFG7,7,eps+,0.1,IGD+,False
WFG7,7,eps+,0.2,IGD+,False
WFG7,7,eps+,0.3,IGD+,False
WFG7,7,eps+,0.4,IGD+,False
WFG7,7,eps+,0.5,IGD+,False
WFG7,7,eps+,0.6000000000000001,IGD+,False
WFG7,7,eps+,0.7000000000000001,IGD+,False
WFG7,7,eps+,0.8,IGD+,False
WFG7,7,eps+,0.9,IGD+,False
WFG7,7,eps+,0.999,IGD+,False
WFG7,2,hv,0.001,IGD+,False
WFG7,2,hv,0.1,IGD+,False
WFG7,2,hv,0.2,IGD+,False
WFG7,2,hv,0.3,IGD+,False
WFG7,2,hv,0.4,IGD+,False
WFG7,2,hv,0.5,IGD+,True
WFG7,2,hv,0.6000000000000001,IGD+,True
WFG7,2,hv,0.7000000000000001,IGD+,True
WFG7,2,hv,0.8,IGD+,True
WFG7,2,hv,0.9,IGD+,True
WFG7,2,hv,0.999,IGD+,True
WFG7,3,hv,0.001,IGD+,False
WFG7,3,hv,0.1,IGD+,False
WFG7,3,hv,0.2,IGD+,True
WFG7,3,hv,0.3,IGD+,True
WFG7,3,hv,0.4,IGD+,True
WFG7,3,hv,0.5,IGD+,True
WFG7,3,hv,0.6000000000000001,IGD+,True
WFG7,3,hv,0.7000000000000001,IGD+,True
WFG7,3,hv,0.8,IGD+,True
WFG7,3,hv,0.9,IGD+,True
WFG7,3,hv,0.999,IGD+,True
WFG7,4,hv,0.001,IGD+,False
WFG7,4,hv,0.1,IGD+,False
WFG7,4,hv,0.2,IGD+,False
WFG7,4,hv,0.3,IGD+,True
WFG7,4,hv,0.4,IGD+,True
WFG7,4,hv,0.5,IGD+,True
WFG7,4,hv,0.6000000000000001,IGD+,True
WFG7,4,hv,0.7000000000000001,IGD+,True
WFG7,4,hv,0.8,IGD+,True
WFG7,4,hv,0.9,IGD+,True
WFG7,4,hv,0.999,IGD+,True
WFG7,5,hv,0.001,IGD+,False
WFG7,5,hv,0.1,IGD+,False
WFG7,5,hv,0.2,IGD+,True
WFG7,5,hv,0.3,IGD+,True
WFG7,5,hv,0.4,IGD+,True
WFG7,5,hv,0.5,IGD+,True
WFG7,5,hv,0.6000000000000001,IGD+,True
WFG7,5,hv,0.7000000000000001,IGD+,True
WFG7,5,hv,0.8,IGD+,True
WFG7,5,hv,0.9,IGD+,True
WFG7,5,hv,0.999,IGD+,True
WFG7,6,hv,0.001,IGD+,False
WFG7,6,hv,0.1,IGD+,False
WFG7,6,hv,0.2,IGD+,False
WFG7,6,hv,0.3,IGD+,False
WFG7,6,hv,0.4,IGD+,False
WFG7,6,hv,0.5,IGD+,True
WFG7,6,hv,0.6000000000000001,IGD+,True
WFG7,6,hv,0.7000000000000001,IGD+,True
WFG7,6,hv,0.8,IGD+,True
WFG7,6,hv,0.9,IGD+,True
WFG7,6,hv,0.999,IGD+,True
WFG7,7,hv,0.001,IGD+,False
WFG7,7,hv,0.1,IGD+,False
WFG7,7,hv,0.2,IGD+,False
WFG7,7,hv,0.3,IGD+,False
WFG7,7,hv,0.4,IGD+,True
WFG7,7,hv,0.5,IGD+,True
WFG7,7,hv,0.6000000000000001,IGD+,True
WFG7,7,hv,0.7000000000000001,IGD+,True
WFG7,7,hv,0.8,IGD+,True
WFG7,7,hv,0.9,IGD+,True
WFG7,7,hv,0.999,IGD+,True
WFG7,2,igd,0.001,IGD+,False
WFG7,2,igd,0.1,IGD+,False
WFG7,2,igd,0.2,IGD+,False
WFG7,2,igd,0.3,IGD+,False
WFG7,2,igd,0.4,IGD+,False
WFG7,2,igd,0.5,IGD+,False
WFG7,2,igd,0.6000000000000001,IGD+,False
WFG7,2,igd,0.7000000000000001,IGD+,False
WFG7,2,igd,0.8,IGD+,True
WFG7,2,igd,0.9,IGD+,False
WFG7,2,igd,0.999,IGD+,False
WFG7,3,igd,0.001,IGD+,False
WFG7,3,igd,0.1,IGD+,True
WFG7,3,igd,0.2,IGD+,True
WFG7,3,igd,0.3,IGD+,True
WFG7,3,igd,0.4,IGD+,True
WFG7,3,igd,0.5,IGD+,True
WFG7,3,igd,0.6000000000000001,IGD+,False
WFG7,3,igd,0.7000000000000001,IGD+,True
WFG7,3,igd,0.8,IGD+,False
WFG7,3,igd,0.9,IGD+,True
WFG7,3,igd,0.999,IGD+,False
WFG7,4,igd,0.001,IGD+,True
WFG7,4,igd,0.1,IGD+,True
WFG7,4,igd,0.2,IGD+,True
WFG7,4,igd,0.3,IGD+,True
WFG7,4,igd,0.4,IGD+,True
WFG7,4,igd,0.5,IGD+,True
WFG7,4,igd,0.6000000000000001,IGD+,True
WFG7,4,igd,0.7000000000000001,IGD+,True
WFG7,4,igd,0.8,IGD+,True
WFG7,4,igd,0.9,IGD+,True
WFG7,4,igd,0.999,IGD+,True
WFG7,5,igd,0.001,IGD+,True
WFG7,5,igd,0.1,IGD+,True
WFG7,5,igd,0.2,IGD+,True
WFG7,5,igd,0.3,IGD+,True
WFG7,5,igd,0.4,IGD+,True
WFG7,5,igd,0.5,IGD+,True
WFG7,5,igd,0.6000000000000001,IGD+,True
WFG7,5,igd,0.7000000000000001,IGD+,True
WFG7,5,igd,0.8,IGD+,False
WFG7,5,igd,0.9,IGD+,False
WFG7,5,igd,0.999,IGD+,True
WFG7,6,igd,0.001,IGD+,True
WFG7,6,igd,0.1,IGD+,True
WFG7,6,igd,0.2,IGD+,True
WFG7,6,igd,0.3,IGD+,True
WFG7,6,igd,0.4,IGD+,True
WFG7,6,igd,0.5,IGD+,True
WFG7,6,igd,0.6000000000000001,IGD+,True
WFG7,6,igd,0.7000000000000001,IGD+,True
WFG7,6,igd,0.8,IGD+,True
WFG7,6,igd,0.9,IGD+,True
WFG7,6,igd,0.999,IGD+,True
WFG7,7,igd,0.001,IGD+,True
WFG7,7,igd,0.1,IGD+,True
WFG7,7,igd,0.2,IGD+,True
WFG7,7,igd,0.3,IGD+,True
WFG7,7,igd,0.4,IGD+,True
WFG7,7,igd,0.5,IGD+,True
WFG7,7,igd,0.6000000000000001,IGD+,True
WFG7,7,igd,0.7000000000000001,IGD+,True
WFG7,7,igd,0.8,IGD+,True
WFG7,7,igd,0.9,IGD+,True
WFG7,7,igd,0.999,IGD+,True
WFG7,2,igd+,0.001,IGD+,False
WFG7,2,igd+,0.1,IGD+,False
WFG7,2,igd+,0.2,IGD+,False
WFG7,2,igd+,0.3,IGD+,False
WFG7,2,igd+,0.4,IGD+,False
WFG7,2,igd+,0.5,IGD+,True
WFG7,2,igd+,0.6000000000000001,IGD+,False
WFG7,2,igd+,0.7000000000000001,IGD+,True
WFG7,2,igd+,0.8,IGD+,True
WFG7,2,igd+,0.9,IGD+,True
WFG7,2,igd+,0.999,IGD+,True
WFG7,3,igd+,0.001,IGD+,False
WFG7,3,igd+,0.1,IGD+,False
WFG7,3,igd+,0.2,IGD+,True
WFG7,3,igd+,0.3,IGD+,True
WFG7,3,igd+,0.4,IGD+,True
WFG7,3,igd+,0.5,IGD+,True
WFG7,3,igd+,0.6000000000000001,IGD+,True
WFG7,3,igd+,0.7000000000000001,IGD+,True
WFG7,3,igd+,0.8,IGD+,True
WFG7,3,igd+,0.9,IGD+,True
WFG7,3,igd+,0.999,IGD+,True
WFG7,4,igd+,0.001,IGD+,False
WFG7,4,igd+,0.1,IGD+,False
WFG7,4,igd+,0.2,IGD+,True
WFG7,4,igd+,0.3,IGD+,True
WFG7,4,igd+,0.4,IGD+,True
WFG7,4,igd+,0.5,IGD+,True
WFG7,4,igd+,0.6000000000000001,IGD+,True
WFG7,4,igd+,0.7000000000000001,IGD+,True
WFG7,4,igd+,0.8,IGD+,True
WFG7,4,igd+,0.9,IGD+,True
WFG7,4,igd+,0.999,IGD+,True
WFG7,5,igd+,0.001,IGD+,False
WFG7,5,igd+,0.1,IGD+,False
WFG7,5,igd+,0.2,IGD+,True
WFG7,5,igd+,0.3,IGD+,True
WFG7,5,igd+,0.4,IGD+,True
WFG7,5,igd+,0.5,IGD+,True
WFG7,5,igd+,0.6000000000000001,IGD+,True
WFG7,5,igd+,0.7000000000000001,IGD+,True
WFG7,5,igd+,0.8,IGD+,True
WFG7,5,igd+,0.9,IGD+,True
WFG7,5,igd+,0.999,IGD+,True
WFG7,6,igd+,0.001,IGD+,False
WFG7,6,igd+,0.1,IGD+,False
WFG7,6,igd+,0.2,IGD+,False
WFG7,6,igd+,0.3,IGD+,False
WFG7,6,igd+,0.4,IGD+,False
WFG7,6,igd+,0.5,IGD+,False
WFG7,6,igd+,0.6000000000000001,IGD+,False
WFG7,6,igd+,0.7000000000000001,IGD+,False
WFG7,6,igd+,0.8,IGD+,False
WFG7,6,igd+,0.9,IGD+,False
WFG7,6,igd+,0.999,IGD+,False
WFG7,7,igd+,0.001,IGD+,False
WFG7,7,igd+,0.1,IGD+,False
WFG7,7,igd+,0.2,IGD+,False
WFG7,7,igd+,0.3,IGD+,True
WFG7,7,igd+,0.4,IGD+,True
WFG7,7,igd+,0.5,IGD+,True
WFG7,7,igd+,0.6000000000000001,IGD+,True
WFG7,7,igd+,0.7000000000000001,IGD+,True
WFG7,7,igd+,0.8,IGD+,True
WFG7,7,igd+,0.9,IGD+,True
WFG7,7,igd+,0.999,IGD+,True
WFG7,2,r2,0.001,IGD+,True
WFG7,2,r2,0.1,IGD+,True
WFG7,2,r2,0.2,IGD+,False
WFG7,2,r2,0.3,IGD+,False
WFG7,2,r2,0.4,IGD+,False
WFG7,2,r2,0.5,IGD+,False
WFG7,2,r2,0.6000000000000001,IGD+,False
WFG7,2,r2,0.7000000000000001,IGD+,False
WFG7,2,r2,0.8,IGD+,False
WFG7,2,r2,0.9,IGD+,False
WFG7,2,r2,0.999,IGD+,False
WFG7,3,r2,0.001,IGD+,True
WFG7,3,r2,0.1,IGD+,True
WFG7,3,r2,0.2,IGD+,True
WFG7,3,r2,0.3,IGD+,True
WFG7,3,r2,0.4,IGD+,True
WFG7,3,r2,0.5,IGD+,True
WFG7,3,r2,0.6000000000000001,IGD+,True
WFG7,3,r2,0.7000000000000001,IGD+,True
WFG7,3,r2,0.8,IGD+,True
WFG7,3,r2,0.9,IGD+,True
WFG7,3,r2,0.999,IGD+,True
WFG7,4,r2,0.001,IGD+,True
WFG7,4,r2,0.1,IGD+,True
WFG7,4,r2,0.2,IGD+,True
WFG7,4,r2,0.3,IGD+,True
WFG7,4,r2,0.4,IGD+,True
WFG7,4,r2,0.5,IGD+,True
WFG7,4,r2,0.6000000000000001,IGD+,True
WFG7,4,r2,0.7000000000000001,IGD+,True
WFG7,4,r2,0.8,IGD+,True
WFG7,4,r2,0.9,IGD+,True
WFG7,4,r2,0.999,IGD+,True
WFG7,5,r2,0.001,IGD+,True
WFG7,5,r2,0.1,IGD+,True
WFG7,5,r2,0.2,IGD+,True
WFG7,5,r2,0.3,IGD+,True
WFG7,5,r2,0.4,IGD+,True
WFG7,5,r2,0.5,IGD+,True
WFG7,5,r2,0.6000000000000001,IGD+,True
WFG7,5,r2,0.7000000000000001,IGD+,True
WFG7,5,r2,0.8,IGD+,True
WFG7,5,r2,0.9,IGD+,True
WFG7,5,r2,0.999,IGD+,True
WFG7,6,r2,0.001,IGD+,False
WFG7,6,r2,0.1,IGD+,False
WFG7,6,r2,0.2,IGD+,False
WFG7,6,r2,0.3,IGD+,True
WFG7,6,r2,0.4,IGD+,True
WFG7,6,r2,0.5,IGD+,True
WFG7,6,r2,0.6000000000000001,IGD+,False
WFG7,6,r2,0.7000000000000001,IGD+,False
WFG7,6,r2,0.8,IGD+,True
WFG7,6,r2,0.9,IGD+,True
WFG7,6,r2,0.999,IGD+,True
WFG7,7,r2,0.001,IGD+,False
WFG7,7,r2,0.1,IGD+,False
WFG7,7,r2,0.2,IGD+,False
WFG7,7,r2,0.3,IGD+,False
WFG7,7,r2,0.4,IGD+,False
WFG7,7,r2,0.5,IGD+,False
WFG7,7,r2,0.6000000000000001,IGD+,False
WFG7,7,r2,0.7000000000000001,IGD+,True
WFG7,7,r2,0.8,IGD+,False
WFG7,7,r2,0.9,IGD+,False
WFG7,7,r2,0.999,IGD+,False
WFG7,2,s-energy,0.001,IGD+,True
WFG7,2,s-energy,0.1,IGD+,True
WFG7,2,s-energy,0.2,IGD+,True
WFG7,2,s-energy,0.3,IGD+,True
WFG7,2,s-energy,0.4,IGD+,True
WFG7,2,s-energy,0.5,IGD+,True
WFG7,2,s-energy,0.6000000000000001,IGD+,True
WFG7,2,s-energy,0.7000000000000001,IGD+,True
WFG7,2,s-energy,0.8,IGD+,True
WFG7,2,s-energy,0.9,IGD+,True
WFG7,2,s-energy,0.999,IGD+,True
WFG7,3,s-energy,0.001,IGD+,True
WFG7,3,s-energy,0.1,IGD+,True
