n_objetivos,problema,indicador,hiperparam_ind_conv,p-value_Friedman,Medias_Distintas
3,DTLZ3,eps+,EPS+,0.16446040598036954,0
3,DTLZ3,eps+,IGD+,0.6740222776986423,0
3,DTLZ3,eps+,R2,0.3835773520239146,0
3,DTLZ3,hv,EPS+,0.183178185522792,0
3,DTLZ3,hv,IGD+,0.011076006437784041,1
3,DTLZ3,hv,R2,0.030479717216233805,1
3,DTLZ3,igd,EPS+,6.869492747546923e-27,1
3,DTLZ3,igd,IGD+,0.34699322729947946,0
3,DTLZ3,igd,R2,0.14481473835646563,0
3,DTLZ3,igd+,EPS+,0.12430749826835226,0
3,DTLZ3,igd+,IGD+,0.010286417909865165,1
3,DTLZ3,igd+,R2,0.10577635381416024,0
3,DTLZ3,r2,EPS+,5.724323323538115e-26,1
3,DTLZ3,r2,IGD+,0.0001341059420199815,1
3,DTLZ3,r2,R2,0.13041343265483285,0
3,DTLZ3,s-energy,EPS+,1.7712398405477784e-30,1
3,DTLZ3,s-energy,IGD+,2.602478341240518e-19,1
3,DTLZ3,s-energy,R2,7.863609987608701e-23,1
3,DTLZ3,spd,EPS+,1.5706426429759663e-25,1
3,DTLZ3,spd,IGD+,2.4927417610945367e-05,1
3,DTLZ3,spd,R2,0.0010092915043996022,1
3,DTLZ4,eps+,EPS+,0.07336997580503073,0
3,DTLZ4,eps+,IGD+,0.6584344638098883,0
3,DTLZ4,eps+,R2,0.32689085730806283,0
3,DTLZ4,hv,EPS+,3.742756163063071e-07,1
3,DTLZ4,hv,IGD+,6.225563226283987e-11,1
3,DTLZ4,hv,R2,3.483710335430402e-08,1
3,DTLZ4,igd,EPS+,1.985951240894523e-12,1
3,DTLZ4,igd,IGD+,0.00021277766406319943,1
3,DTLZ4,igd,R2,0.6241679679513131,0
3,DTLZ4,igd+,EPS+,2.1904850722903384e-06,1
3,DTLZ4,igd+,IGD+,1.0373648764042309e-06,1
3,DTLZ4,igd+,R2,0.001394448993893526,1
3,DTLZ4,r2,EPS+,5.336885495264026e-11,1
3,DTLZ4,r2,IGD+,0.015413643165380856,1
3,DTLZ4,r2,R2,0.27030542543460384,0
3,DTLZ4,s-energy,EPS+,3.6610808910474307e-09,1
3,DTLZ4,s-energy,IGD+,4.0405341798598916e-11,1
3,DTLZ4,s-energy,R2,3.880148834348095e-15,1
3,DTLZ4,spd,EPS+,7.00354232672987e-12,1
3,DTLZ4,spd,IGD+,1.8345467940687294e-07,1
3,DTLZ4,spd,R2,2.531551017927579e-10,1
3,DTLZ5,eps+,EPS+,2.8948039980922133e-10,1
3,DTLZ5,eps+,IGD+,0.43176421516504576,0
3,DTLZ5,eps+,R2,0.9698036847647686,0
3,DTLZ5,hv,EPS+,6.927605035147329e-17,1
3,DTLZ5,hv,IGD+,0.9896558389623701,0
3,DTLZ5,hv,R2,0.7908059160670129,0
3,DTLZ5,igd,EPS+,7.864259094989211e-09,1
3,DTLZ5,igd,IGD+,0.7846484613755182,0
3,DTLZ5,igd,R2,0.1888943462271093,0
3,DTLZ5,igd+,EPS+,5.008630437176626e-14,1
3,DTLZ5,igd+,IGD+,0.8959829745869182,0
3,DTLZ5,igd+,R2,0.5485708628782705,0
3,DTLZ5,r2,EPS+,0.0009079532936593971,1
3,DTLZ5,r2,IGD+,0.46883780525994556,0
3,DTLZ5,r2,R2,0.04349338820122365,1
3,DTLZ5,s-energy,EPS+,0.012909243706580881,1
3,DTLZ5,s-energy,IGD+,0.2796180446177935,0
3,DTLZ5,s-energy,R2,0.07785439349365403,0
3,DTLZ5,spd,EPS+,8.884063713794377e-05,1
3,DTLZ5,spd,IGD+,0.692478796488464,0
3,DTLZ5,spd,R2,0.024642035557816057,1
3,DTLZ6,eps+,EPS+,0.012829626109801956,1
3,DTLZ6,eps+,IGD+,0.5564193263537409,0
3,DTLZ6,eps+,R2,0.8511982341507622,0
3,DTLZ6,hv,EPS+,4.7144468859284975e-07,1
3,DTLZ6,hv,IGD+,0.7851081915859134,0
3,DTLZ6,hv,R2,0.984069977224708,0
3,DTLZ6,igd,EPS+,0.100415779571622,0
3,DTLZ6,igd,IGD+,0.5329665556047414,0
3,DTLZ6,igd,R2,0.26260154261998014,0
3,DTLZ6,igd+,EPS+,0.002413108919857047,1
3,DTLZ6,igd+,IGD+,0.6845852133815667,0
3,DTLZ6,igd+,R2,0.9270111806040959,0
3,DTLZ6,r2,EPS+,0.8469242219897163,0
3,DTLZ6,r2,IGD+,0.8986451927879896,0
3,DTLZ6,r2,R2,0.6954560131812852,0
3,DTLZ6,s-energy,EPS+,1.1192170819981547e-07,1
3,DTLZ6,s-energy,IGD+,0.1320618562877206,0
3,DTLZ6,s-energy,R2,0.8635835566798231,0
3,DTLZ6,spd,EPS+,2.3238157304464787e-09,1
3,DTLZ6,spd,IGD+,0.35250694936636545,0
3,DTLZ6,spd,R2,0.7279326066810384,0
3,DTLZ7,eps+,EPS+,7.049542519311611e-19,1
3,DTLZ7,eps+,IGD+,0.057787491916949325,0
3,DTLZ7,eps+,R2,0.3258787372196052,0
3,DTLZ7,hv,EPS+,4.841055563978927e-26,1
3,DTLZ7,hv,IGD+,0.0007782194916260485,1
3,DTLZ7,hv,R2,2.4446784179630475e-18,1
3,DTLZ7,igd,EPS+,2.3008267996368543e-24,1
3,DTLZ7,igd,IGD+,0.006564500937983096,1
3,DTLZ7,igd,R2,0.008384607630416928,1
3,DTLZ7,igd+,EPS+,1.0529828559328645e-19,1
3,DTLZ7,igd+,IGD+,1.9564071207886262e-06,1
3,DTLZ7,igd+,R2,2.5811396216524036e-13,1
3,DTLZ7,r2,EPS+,1.5058247742401082e-13,1
3,DTLZ7,r2,IGD+,0.20357223477846811,0
3,DTLZ7,r2,R2,0.3635533907441956,0
3,DTLZ7,s-energy,EPS+,2.6985582104879085e-27,1
3,DTLZ7,s-energy,IGD+,0.6731403089262857,0
3,DTLZ7,s-energy,R2,0.08083716896669693,0
3,DTLZ7,spd,EPS+,5.8733561700729744e-30,1
3,DTLZ7,spd,IGD+,0.9493742167265495,0
3,DTLZ7,spd,R2,0.4614694010431025,0
