hiperparam_ind_conv,problema,n_objetivos,w_0,run,indicador,valor_indicador
EPS+,DTLZ6,5,0.7,6,s-energy,-117775.2
EPS+,DTLZ6,5,0.7,7,s-energy,-1048783.0
EPS+,DTLZ6,5,0.7,8,s-energy,-779777.6
EPS+,DTLZ6,5,0.7,9,s-energy,-538284.2
EPS+,DTLZ6,5,0.7,10,s-energy,-952782.8
EPS+,DTLZ6,5,0.7,11,s-energy,-183023500000.0
EPS+,DTLZ6,5,0.7,12,s-energy,-14837940000000.0
EPS+,DTLZ6,5,0.7,13,s-energy,-409421.2
EPS+,DTLZ6,5,0.7,14,s-energy,-1161549.0
EPS+,DTLZ6,5,0.7,15,s-energy,-520607.8
EPS+,DTLZ6,5,0.7,16,s-energy,-2076824.0
EPS+,DTLZ6,5,0.7,17,s-energy,-1676542.0
EPS+,DTLZ6,5,0.7,18,s-energy,-289689.1
EPS+,DTLZ6,5,0.7,19,s-energy,-4023275.0
EPS+,WFG5,3,0.7,0,r2,91.42063
EPS+,WFG5,3,0.7,1,r2,119.7354
EPS+,WFG5,3,0.7,2,r2,182.9642
EPS+,WFG5,3,0.7,3,r2,143.4851
EPS+,WFG5,3,0.7,4,r2,148.9666
EPS+,WFG5,3,0.7,5,r2,129.9745
EPS+,WFG5,3,0.7,6,r2,123.9286
EPS+,WFG5,3,0.7,7,r2,163.6796
EPS+,WFG5,3,0.7,8,r2,44.3467
EPS+,WFG5,3,0.7,9,r2,177.1885
EPS+,WFG5,3,0.7,10,r2,160.7182
EPS+,WFG5,3,0.7,11,r2,165.165
EPS+,WFG5,3,0.7,12,r2,101.3851
EPS+,WFG5,3,0.7,13,r2,188.7099
EPS+,WFG5,3,0.7,14,r2,195.4966
EPS+,WFG5,3,0.7,15,r2,167.6377
EPS+,WFG5,3,0.7,16,r2,171.052
EPS+,WFG5,3,0.7,17,r2,203.8136
EPS+,WFG5,3,0.7,18,r2,104.317
EPS+,WFG5,3,0.7,19,r2,200.7754
EPS+,WFG5,5,0.7,0,igd+,-0.3857358
EPS+,WFG5,5,0.7,1,igd+,-0.412287
EPS+,WFG5,5,0.7,2,igd+,-0.4132545
EPS+,WFG5,5,0.7,3,igd+,-0.4021103
EPS+,WFG5,5,0.7,4,igd+,-0.398231
EPS+,WFG5,5,0.7,5,igd+,-0.4166813
EPS+,WFG5,5,0.7,6,igd+,-0.406803
EPS+,WFG5,5,0.7,7,igd+,-0.4024142
EPS+,WFG5,5,0.7,8,igd+,-0.4146496
EPS+,WFG5,5,0.7,9,igd+,-0.3940268
EPS+,WFG5,5,0.7,10,igd+,-0.388008
EPS+,WFG5,5,0.7,11,igd+,-0.405245
EPS+,WFG5,5,0.7,12,igd+,-0.4156631
EPS+,WFG5,5,0.7,13,igd+,-0.4233271
EPS+,WFG5,5,0.7,14,igd+,-0.3969703
EPS+,WFG5,5,0.7,15,igd+,-0.4115351
EPS+,WFG5,5,0.7,16,igd+,-0.3971143
EPS+,WFG5,5,0.7,17,igd+,-0.4025551
EPS+,WFG5,5,0.7,18,igd+,-0.4081174
EPS+,WFG5,5,0.7,19,igd+,-0.4081387
EPS+,DTLZ5,5,0.7,0,r2,713.8746
EPS+,DTLZ5,5,0.7,1,r2,719.0812
EPS+,DTLZ5,5,0.7,2,r2,720.3375
EPS+,DTLZ5,5,0.7,3,r2,730.2202
EPS+,DTLZ5,5,0.7,4,r2,697.9083
EPS+,DTLZ5,5,0.7,5,r2,715.7343
EPS+,DTLZ5,5,0.7,6,r2,721.3714
EPS+,DTLZ5,5,0.7,7,r2,742.7986
EPS+,DTLZ5,5,0.7,8,r2,694.1946
EPS+,DTLZ5,5,0.7,9,r2,660.6006
EPS+,DTLZ5,5,0.7,10,r2,745.725
EPS+,DTLZ5,5,0.7,11,r2,704.3105
EPS+,DTLZ5,5,0.7,12,r2,710.755
EPS+,DTLZ5,5,0.7,13,r2,686.487
EPS+,DTLZ5,5,0.7,14,r2,717.9653
EPS+,DTLZ5,5,0.7,15,r2,729.7501
EPS+,DTLZ5,5,0.7,16,r2,711.0259
EPS+,DTLZ5,5,0.7,17,r2,732.1083
EPS+,DTLZ5,5,0.7,18,r2,682.1838
EPS+,DTLZ5,5,0.7,19,r2,711.6467
EPS+,DTLZ6,6,0.7,0,eps+,-0.6021376
EPS+,DTLZ6,6,0.7,1,eps+,-0.7527303
EPS+,DTLZ6,6,0.7,2,eps+,-0.6462414
EPS+,DTLZ6,6,0.7,3,eps+,-0.7071068
EPS+,DTLZ6,6,0.7,4,eps+,-0.759448
EPS+,DTLZ6,6,0.7,5,eps+,-0.5862534
EPS+,DTLZ6,6,0.7,6,eps+,-0.6614835
EPS+,DTLZ6,6,0.7,7,eps+,-0.7578561
EPS+,DTLZ6,6,0.7,8,eps+,-0.7753087
EPS+,DTLZ6,6,0.7,9,eps+,-0.6275138
EPS+,DTLZ6,6,0.7,10,eps+,-0.779151
EPS+,DTLZ6,6,0.7,11,eps+,-0.7071068
EPS+,DTLZ6,6,0.7,12,eps+,-0.866663
EPS+,DTLZ6,6,0.7,13,eps+,-0.634695
EPS+,DTLZ6,6,0.7,14,eps+,-0.7071068
EPS+,DTLZ6,6,0.7,15,eps+,-0.588177
EPS+,DTLZ6,6,0.7,16,eps+,-0.6307027
EPS+,DTLZ6,6,0.7,17,eps+,-0.5914951
EPS+,DTLZ6,6,0.7,18,eps+,-0.7621945
EPS+,DTLZ6,6,0.7,19,eps+,-0.7562876
EPS+,DTLZ5,5,0.7,0,igd+,-0.06496777
EPS+,DTLZ5,5,0.7,1,igd+,-0.06396812
EPS+,DTLZ5,5,0.7,2,igd+,-0.06276077
EPS+,DTLZ5,5,0.7,3,igd+,-0.06286451
EPS+,DTLZ5,5,0.7,4,igd+,-0.06587863
EPS+,DTLZ5,5,0.7,5,igd+,-0.06841378
EPS+,DTLZ5,5,0.7,6,igd+,-0.06400149
EPS+,DTLZ5,5,0.7,7,igd+,-0.0635011
EPS+,DTLZ5,5,0.7,8,igd+,-0.06592961
EPS+,DTLZ5,5,0.7,9,igd+,-0.06804014
EPS+,DTLZ5,5,0.7,10,igd+,-0.06294493
EPS+,DTLZ5,5,0.7,11,igd+,-0.06554962
EPS+,DTLZ5,5,0.7,12,igd+,-0.06677703
EPS+,DTLZ5,5,0.7,13,igd+,-0.06975962
EPS+,DTLZ5,5,0.7,14,igd+,-0.06803449
EPS+,DTLZ5,5,0.7,15,igd+,-0.07001723
EPS+,DTLZ5,5,0.7,16,igd+,-0.06214344
EPS+,DTLZ5,5,0.7,17,igd+,-0.06440447
EPS+,DTLZ5,5,0.7,18,igd+,-0.06488356
EPS+,DTLZ5,5,0.7,19,igd+,-0.06604414
EPS+,WFG6,2,0.7,0,igd,-0.02571335
EPS+,WFG6,2,0.7,1,igd,-0.02240428
EPS+,WFG6,2,0.7,2,igd,-0.02982719
EPS+,WFG6,2,0.7,3,igd,-0.02100533
EPS+,WFG6,2,0.7,4,igd,-0.02100994
EPS+,WFG6,2,0.7,5,igd,-0.02402328
EPS+,WFG6,2,0.7,6,igd,-0.0252393
EPS+,WFG6,2,0.7,7,igd,-0.02965196
EPS+,WFG6,2,0.7,8,igd,-0.02883025
EPS+,WFG6,2,0.7,9,igd,-0.02045625
EPS+,WFG6,2,0.7,10,igd,-0.02156687
EPS+,WFG6,2,0.7,11,igd,-0.02125676
EPS+,WFG6,2,0.7,12,igd,-0.01999208
EPS+,WFG6,2,0.7,13,igd,-0.02847116
EPS+,WFG6,2,0.7,14,igd,-0.0293336
EPS+,WFG6,2,0.7,15,igd,-0.02702822
EPS+,WFG6,2,0.7,16,igd,-0.02169063
EPS+,WFG6,2,0.7,17,igd,-0.01933097
EPS+,WFG6,2,0.7,18,igd,-0.02572899
EPS+,WFG6,2,0.7,19,igd,-0.02007178
EPS+,WFG3,6,0.7,0,hv,81554.78
EPS+,WFG3,6,0.7,1,hv,85813.53
EPS+,WFG3,6,0.7,2,hv,77589.8
EPS+,WFG3,6,0.7,3,hv,84117.17
EPS+,WFG3,6,0.7,4,hv,79183.1
EPS+,WFG3,6,0.7,5,hv,84210.63
EPS+,WFG3,6,0.7,6,hv,80828.14
EPS+,WFG3,6,0.7,7,hv,81087.78
EPS+,WFG3,6,0.7,8,hv,82822.08
EPS+,WFG3,6,0.7,9,hv,79229.51
EPS+,WFG3,6,0.7,10,hv,79985.09
EPS+,WFG3,6,0.7,11,hv,84519.75
EPS+,WFG3,6,0.7,12,hv,83482.71
EPS+,WFG3,6,0.7,13,hv,84212.54
EPS+,WFG3,6,0.7,14,hv,82328.21
EPS+,WFG3,6,0.7,15,hv,79443.83
EPS+,WFG3,6,0.7,16,hv,80133.59
EPS+,WFG3,6,0.7,17,hv,81339.36
EPS+,WFG3,6,0.7,18,hv,80456.73
EPS+,WFG3,6,0.7,19,hv,84166.43
EPS+,DTLZ5,7,0.7,0,igd+,-0.2666927
EPS+,DTLZ5,7,0.7,1,igd+,-0.2504331
EPS+,DTLZ5,7,0.7,2,igd+,-0.2823162
EPS+,DTLZ5,7,0.7,3,igd+,-0.2626913
EPS+,DTLZ5,7,0.7,4,igd+,-0.2618792
EPS+,DTLZ5,7,0.7,5,igd+,-0.254047
EPS+,DTLZ5,7,0.7,6,igd+,-0.2528679
EPS+,DTLZ5,7,0.7,7,igd+,-0.2528141
EPS+,DTLZ5,7,0.7,8,igd+,-0.269855
EPS+,DTLZ5,7,0.7,9,igd+,-0.237922
EPS+,DTLZ5,7,0.7,10,igd+,-0.2345234
EPS+,DTLZ5,7,0.7,11,igd+,-0.2648391
EPS+,DTLZ5,7,0.7,12,igd+,-0.2789813
EPS+,DTLZ5,7,0.7,13,igd+,-0.2715109
EPS+,DTLZ5,7,0.7,14,igd+,-0.232526
EPS+,DTLZ5,7,0.7,15,igd+,-0.2756841
EPS+,DTLZ5,7,0.7,16,igd+,-0.2604732
EPS+,DTLZ5,7,0.7,17,igd+,-0.2803906
EPS+,DTLZ5,7,0.7,18,igd+,-0.2515152
EPS+,DTLZ5,7,0.7,19,igd+,-0.2675655
EPS+,DTLZ7,3,0.7,0,spd,40.42057
EPS+,DTLZ7,3,0.7,1,spd,39.96199
EPS+,DTLZ7,3,0.7,2,spd,40.85733
EPS+,DTLZ7,3,0.7,3,spd,40.19025
EPS+,DTLZ7,3,0.7,4,spd,39.55153
EPS+,DTLZ7,3,0.7,5,spd,39.56281
EPS+,DTLZ7,3,0.7,6,spd,41.15831
EPS+,DTLZ7,3,0.7,7,spd,40.57365
EPS+,DTLZ7,3,0.7,8,spd,40.70505
EPS+,DTLZ7,3,0.7,9,spd,41.31186
EPS+,DTLZ7,3,0.7,10,spd,40.82502
EPS+,DTLZ7,3,0.7,11,spd,41.27048
EPS+,DTLZ7,3,0.7,12,spd,41.52119
EPS+,DTLZ7,3,0.7,13,spd,40.99356
EPS+,DTLZ7,3,0.7,14,spd,40.84363
EPS+,DTLZ7,3,0.7,15,spd,38.81732
EPS+,DTLZ7,3,0.7,16,spd,39.25931
EPS+,DTLZ7,3,0.7,17,spd,40.56765
EPS+,DTLZ7,3,0.7,18,spd,40.07187
EPS+,DTLZ7,3,0.7,19,spd,40.44442
EPS+,WFG5,6,0.7,0,igd+,-0.5090697
EPS+,WFG5,6,0.7,1,igd+,-0.5022838
EPS+,WFG5,6,0.7,2,igd+,-0.5002675
EPS+,WFG5,6,0.7,3,igd+,-0.4823989
EPS+,WFG5,6,0.7,4,igd+,-0.4942646
EPS+,WFG5,6,0.7,5,igd+,-0.4907993
EPS+,WFG5,6,0.7,6,igd+,-0.5113201
EPS+,WFG5,6,0.7,7,igd+,-0.5000313
EPS+,WFG5,6,0.7,8,igd+,-0.4892407
EPS+,WFG5,6,0.7,9,igd+,-0.4806892
EPS+,WFG5,6,0.7,10,igd+,-0.4778716
EPS+,WFG5,6,0.7,11,igd+,-0.4951535
EPS+,WFG5,6,0.7,12,igd+,-0.503039
EPS+,WFG5,6,0.7,13,igd+,-0.5085918
EPS+,WFG5,6,0.7,14,igd+,-0.5016981
EPS+,WFG5,6,0.7,15,igd+,-0.4899896
EPS+,WFG5,6,0.7,16,igd+,-0.4906893
EPS+,WFG5,6,0.7,17,igd+,-0.4906271
EPS+,WFG5,6,0.7,18,igd+,-0.4743393
EPS+,WFG5,6,0.7,19,igd+,-0.4935871
EPS+,WFG3,2,0.7,0,igd+,-0.008815104
EPS+,WFG3,2,0.7,1,igd+,-0.006901624
EPS+,WFG3,2,0.7,2,igd+,-0.003909291
EPS+,WFG3,2,0.7,3,igd+,-0.004489644
EPS+,WFG3,2,0.7,4,igd+,-0.00697328
EPS+,WFG3,2,0.7,5,igd+,-0.008284638
EPS+,WFG3,2,0.7,6,igd+,-0.006089232
EPS+,WFG3,2,0.7,7,igd+,-0.004769385
EPS+,WFG3,2,0.7,8,igd+,-0.005115703
EPS+,WFG3,2,0.7,9,igd+,-0.007224616
EPS+,WFG3,2,0.7,10,igd+,-0.004502991
EPS+,WFG3,2,0.7,11,igd+,-0.005518106
EPS+,WFG3,2,0.7,12,igd+,-0.005445289
EPS+,WFG3,2,0.7,13,igd+,-0.01020021
EPS+,WFG3,2,0.7,14,igd+,-0.008341049
EPS+,WFG3,2,0.7,15,igd+,-0.005891568
EPS+,WFG3,2,0.7,16,igd+,-0.004074105
EPS+,WFG3,2,0.7,17,igd+,-0.00563173
EPS+,WFG3,2,0.7,18,igd+,-0.006153685
EPS+,WFG3,2,0.7,19,igd+,-0.005474943
EPS+,DTLZ2,7,0.7,0,igd,-0.3626804
EPS+,DTLZ2,7,0.7,1,igd,-0.3596703
EPS+,DTLZ2,7,0.7,2,igd,-0.3642677
EPS+,DTLZ2,7,0.7,3,igd,-0.3596449
EPS+,DTLZ2,7,0.7,4,igd,-0.3639417
EPS+,DTLZ2,7,0.7,5,igd,-0.3613202
EPS+,DTLZ2,7,0.7,6,igd,-0.3654558
EPS+,DTLZ2,7,0.7,7,igd,-0.3625749
EPS+,DTLZ2,7,0.7,8,igd,-0.36763
EPS+,DTLZ2,7,0.7,9,igd,-0.3646911
EPS+,DTLZ2,7,0.7,10,igd,-0.3685331
EPS+,DTLZ2,7,0.7,11,igd,-0.3623205
EPS+,DTLZ2,7,0.7,12,igd,-0.3592858
EPS+,DTLZ2,7,0.7,13,igd,-0.361254
EPS+,DTLZ2,7,0.7,14,igd,-0.3582903
EPS+,DTLZ2,7,0.7,15,igd,-0.3669035
EPS+,DTLZ2,7,0.7,16,igd,-0.3661645
EPS+,DTLZ2,7,0.7,17,igd,-0.3600813
EPS+,DTLZ2,7,0.7,18,igd,-0.3626383
EPS+,DTLZ2,7,0.7,19,igd,-0.3619009
EPS+,WFG4,6,0.7,0,igd,-2.964464
EPS+,WFG4,6,0.7,1,igd,-3.029679
EPS+,WFG4,6,0.7,2,igd,-2.996074
EPS+,WFG4,6,0.7,3,igd,-3.007838
EPS+,WFG4,6,0.7,4,igd,-3.039887
EPS+,WFG4,6,0.7,5,igd,-3.054539
EPS+,WFG4,6,0.7,6,igd,-3.019234
EPS+,WFG4,6,0.7,7,igd,-2.981296
EPS+,WFG4,6,0.7,8,igd,-2.938508
EPS+,WFG4,6,0.7,9,igd,-3.05022
EPS+,WFG4,6,0.7,10,igd,-2.985513
EPS+,WFG4,6,0.7,11,igd,-2.920018
EPS+,WFG4,6,0.7,12,igd,-2.992254
EPS+,WFG4,6,0.7,13,igd,-3.031176
EPS+,WFG4,6,0.7,14,igd,-3.036627
EPS+,WFG4,6,0.7,15,igd,-3.058711
EPS+,WFG4,6,0.7,16,igd,-3.059947
EPS+,WFG4,6,0.7,17,igd,-3.082439
EPS+,WFG4,6,0.7,18,igd,-3.019173
EPS+,WFG4,6,0.7,19,igd,-3.001533
EPS+,WFG2,6,0.7,0,spd,119.7606
EPS+,WFG2,6,0.7,1,spd,119.841
EPS+,WFG2,6,0.7,2,spd,119.8807
EPS+,WFG2,6,0.7,3,spd,119.7867
EPS+,WFG2,6,0.7,4,spd,119.8343
EPS+,WFG2,6,0.7,5,spd,119.7575
EPS+,WFG2,6,0.7,6,spd,119.8664
EPS+,WFG2,6,0.7,7,spd,119.7922
EPS+,WFG2,6,0.7,8,spd,119.8585
EPS+,WFG2,6,0.7,9,spd,119.7417
EPS+,WFG2,6,0.7,10,spd,119.8593
EPS+,WFG2,6,0.7,11,spd,119.8643
EPS+,WFG2,6,0.7,12,spd,119.7916
EPS+,WFG2,6,0.7,13,spd,119.8335
EPS+,WFG2,6,0.7,14,spd,119.8194
EPS+,WFG2,6,0.7,15,spd,119.8625
EPS+,WFG2,6,0.7,16,spd,119.7929
EPS+,WFG2,6,0.7,17,spd,119.8409
EPS+,WFG2,6,0.7,18,spd,119.8021
EPS+,WFG2,6,0.7,19,spd,119.8518
EPS+,DTLZ1,3,0.7,0,eps+,-0.0307858
EPS+,DTLZ1,3,0.7,1,eps+,-0.031395
EPS+,DTLZ1,3,0.7,2,eps+,-0.03305929
EPS+,DTLZ1,3,0.7,3,eps+,-0.02733649
EPS+,DTLZ1,3,0.7,4,eps+,-0.030765
EPS+,DTLZ1,3,0.7,5,eps+,-0.0368183
EPS+,DTLZ1,3,0.7,6,eps+,-0.03729491
EPS+,DTLZ1,3,0.7,7,eps+,-0.0302572
EPS+,DTLZ1,3,0.7,8,eps+,-0.02801694
EPS+,DTLZ1,3,0.7,9,eps+,-0.03734917
EPS+,DTLZ1,3,0.7,10,eps+,-0.0287967
EPS+,DTLZ1,3,0.7,11,eps+,-0.0278819
EPS+,DTLZ1,3,0.7,12,eps+,-0.02914548
EPS+,DTLZ1,3,0.7,13,eps+,-0.0303991
EPS+,DTLZ1,3,0.7,14,eps+,-0.0355297
EPS+,DTLZ1,3,0.7,15,eps+,-0.0307606
EPS+,DTLZ1,3,0.7,16,eps+,-0.0275949
EPS+,DTLZ1,3,0.7,17,eps+,-0.03192994
EPS+,DTLZ1,3,0.7,18,eps+,-0.03304182
EPS+,DTLZ1,3,0.7,19,eps+,-0.0273173
EPS+,DTLZ4,2,0.7,0,spd,8.813356
EPS+,DTLZ4,2,0.7,1,spd,8.81318
EPS+,DTLZ4,2,0.7,2,spd,8.805609
EPS+,DTLZ4,2,0.7,3,spd,0.0
EPS+,DTLZ4,2,0.7,4,spd,8.813409
EPS+,DTLZ4,2,0.7,5,spd,8.8036
EPS+,DTLZ4,2,0.7,6,spd,8.807116
EPS+,DTLZ4,2,0.7,7,spd,8.811394
EPS+,DTLZ4,2,0.7,8,spd,8.815542
EPS+,DTLZ4,2,0.7,9,spd,0.0
EPS+,DTLZ4,2,0.7,10,spd,8.809819
EPS+,DTLZ4,2,0.7,11,spd,8.803854
EPS+,DTLZ4,2,0.7,12,spd,0.0
EPS+,DTLZ4,2,0.7,13,spd,8.813455
EPS+,DTLZ4,2,0.7,14,spd,8.800224
EPS+,DTLZ4,2,0.7,15,spd,8.813899
EPS+,DTLZ4,2,0.7,16,spd,8.806679
EPS+,DTLZ4,2,0.7,17,spd,8.806896
EPS+,DTLZ4,2,0.7,18,spd,8.816706
EPS+,DTLZ4,2,0.7,19,spd,8.810988
EPS+,DTLZ7,6,0.7,0,eps+,-5.219966
EPS+,DTLZ7,6,0.7,1,eps+,-4.616898
EPS+,DTLZ7,6,0.7,2,eps+,-4.213625
EPS+,DTLZ7,6,0.7,3,eps+,-4.273486
EPS+,DTLZ7,6,0.7,4,eps+,-5.443427
EPS+,DTLZ7,6,0.7,5,eps+,-4.671291
EPS+,DTLZ7,6,0.7,6,eps+,-4.295997
EPS+,DTLZ7,6,0.7,7,eps+,-5.347901
EPS+,DTLZ7,6,0.7,8,eps+,-5.87253
EPS+,DTLZ7,6,0.7,9,eps+,-5.196855
EPS+,DTLZ7,6,0.7,10,eps+,-4.516684
EPS+,DTLZ7,6,0.7,11,eps+,-3.970759
EPS+,DTLZ7,6,0.7,12,eps+,-4.144433
EPS+,DTLZ7,6,0.7,13,eps+,-4.085884
EPS+,DTLZ7,6,0.7,14,eps+,-4.336003
EPS+,DTLZ7,6,0.7,15,eps+,-6.05953
EPS+,DTLZ7,6,0.7,16,eps+,-4.239634
EPS+,DTLZ7,6,0.7,17,eps+,-5.712035
EPS+,DTLZ7,6,0.7,18,eps+,-4.318496
EPS+,DTLZ7,6,0.7,19,eps+,-4.543736
EPS+,DTLZ2,2,0.7,0,igd+,-0.001465094
EPS+,DTLZ2,2,0.7,1,igd+,-0.001564258
EPS+,DTLZ2,2,0.7,2,igd+,-0.00159555
EPS+,DTLZ2,2,0.7,3,igd+,-0.001637856
EPS+,DTLZ2,2,0.7,4,igd+,-0.001640967
EPS+,DTLZ2,2,0.7,5,igd+,-0.001542705
EPS+,DTLZ2,2,0.7,6,igd+,-0.001674797
EPS+,DTLZ2,2,0.7,7,igd+,-0.001698198
EPS+,DTLZ2,2,0.7,8,igd+,-0.001614988
EPS+,DTLZ2,2,0.7,9,igd+,-0.001659598
EPS+,DTLZ2,2,0.7,10,igd+,-0.00161316
EPS+,DTLZ2,2,0.7,11,igd+,-0.00143455
EPS+,DTLZ2,2,0.7,12,igd+,-0.001572564
EPS+,DTLZ2,2,0.7,13,igd+,-0.001498381
EPS+,DTLZ2,2,0.7,14,igd+,-0.001573443
EPS+,DTLZ2,2,0.7,15,igd+,-0.001633568
EPS+,DTLZ2,2,0.7,16,igd+,-0.001538049
EPS+,DTLZ2,2,0.7,17,igd+,-0.001517201
EPS+,DTLZ2,2,0.7,18,igd+,-0.001590011
EPS+,DTLZ2,2,0.7,19,igd+,-0.001528401
EPS+,WFG5,3,0.7,0,hv,72.95305
EPS+,WFG5,3,0.7,1,hv,72.45416
EPS+,WFG5,3,0.7,2,hv,73.01326
EPS+,WFG5,3,0.7,3,hv,73.04335
EPS+,WFG5,3,0.7,4,hv,73.16441
EPS+,WFG5,3,0.7,5,hv,73.72917
EPS+,WFG5,3,0.7,6,hv,73.12234
EPS+,WFG5,3,0.7,7,hv,73.10069
EPS+,WFG5,3,0.7,8,hv,73.56939
EPS+,WFG5,3,0.7,9,hv,73.07956
EPS+,WFG5,3,0.7,10,hv,73.04456
EPS+,WFG5,3,0.7,11,hv,72.95268
EPS+,WFG5,3,0.7,12,hv,73.73746
EPS+,WFG5,3,0.7,13,hv,73.13732
EPS+,WFG5,3,0.7,14,hv,73.06167
EPS+,WFG5,3,0.7,15,hv,73.774
EPS+,WFG5,3,0.7,16,hv,73.10869
EPS+,WFG5,3,0.7,17,hv,73.02761
EPS+,WFG5,3,0.7,18,hv,73.11422
EPS+,WFG5,3,0.7,19,hv,73.58817
EPS+,DTLZ2,3,0.7,0,eps+,-0.053798
EPS+,DTLZ2,3,0.7,1,eps+,-0.0534138
EPS+,DTLZ2,3,0.7,2,eps+,-0.0491
EPS+,DTLZ2,3,0.7,3,eps+,-0.0624955
EPS+,DTLZ2,3,0.7,4,eps+,-0.0533766
EPS+,DTLZ2,3,0.7,5,eps+,-0.0521349
EPS+,DTLZ2,3,0.7,6,eps+,-0.0540167
EPS+,DTLZ2,3,0.7,7,eps+,-0.0585768
EPS+,DTLZ2,3,0.7,8,eps+,-0.0623001
EPS+,DTLZ2,3,0.7,9,eps+,-0.0573729
EPS+,DTLZ2,3,0.7,10,eps+,-0.0683912
EPS+,DTLZ2,3,0.7,11,eps+,-0.0555541
EPS+,DTLZ2,3,0.7,12,eps+,-0.0651236
EPS+,DTLZ2,3,0.7,13,eps+,-0.0487499
EPS+,DTLZ2,3,0.7,14,eps+,-0.0559338
EPS+,DTLZ2,3,0.7,15,eps+,-0.049663
EPS+,DTLZ2,3,0.7,16,eps+,-0.0621642
EPS+,DTLZ2,3,0.7,17,eps+,-0.0547417
EPS+,DTLZ2,3,0.7,18,eps+,-0.0642822
EPS+,DTLZ2,3,0.7,19,eps+,-0.052498
EPS+,WFG2,4,0.7,0,igd+,-0.5073492
EPS+,WFG2,4,0.7,1,igd+,-0.5051205
EPS+,WFG2,4,0.7,2,igd+,-0.08206477
EPS+,WFG2,4,0.7,3,igd+,-0.06569879
EPS+,WFG2,4,0.7,4,igd+,-0.06816907
EPS+,WFG2,4,0.7,5,igd+,-0.5179142
EPS+,WFG2,4,0.7,6,igd+,-0.5069923
EPS+,WFG2,4,0.7,7,igd+,-0.063238
EPS+,WFG2,4,0.7,8,igd+,-0.06427449
EPS+,WFG2,4,0.7,9,igd+,-0.06150643
EPS+,WFG2,4,0.7,10,igd+,-0.5096884
EPS+,WFG2,4,0.7,11,igd+,-0.06319817
EPS+,WFG2,4,0.7,12,igd+,-0.06921351
EPS+,WFG2,4,0.7,13,igd+,-0.5086698
EPS+,WFG2,4,0.7,14,igd+,-0.08366626
EPS+,WFG2,4,0.7,15,igd+,-0.5124344
EPS+,WFG2,4,0.7,16,igd+,-0.5145718
EPS+,WFG2,4,0.7,17,igd+,-0.5145361
EPS+,WFG2,4,0.7,18,igd+,-0.06043479
EPS+,WFG2,4,0.7,19,igd+,-0.5228453
EPS+,WFG9,5,0.7,0,r2,1175.073
EPS+,WFG9,5,0.7,1,r2,878.7133
EPS+,WFG9,5,0.7,2,r2,988.7709
EPS+,WFG9,5,0.7,3,r2,982.9467
EPS+,WFG9,5,0.7,4,r2,959.7267
EPS+,WFG9,5,0.7,5,r2,1017.385
EPS+,WFG9,5,0.7,6,r2,1029.56
EPS+,WFG9,5,0.7,7,r2,1033.733
EPS+,WFG9,5,0.7,8,r2,1020.598
EPS+,WFG9,5,0.7,9,r2,981.705
EPS+,WFG9,5,0.7,10,r2,1109.116
EPS+,WFG9,5,0.7,11,r2,1058.515
EPS+,WFG9,5,0.7,12,r2,1004.501
EPS+,WFG9,5,0.7,13,r2,1032.058
EPS+,WFG9,5,0.7,14,r2,1009.07
EPS+,WFG9,5,0.7,15,r2,1046.639
EPS+,WFG9,5,0.7,16,r2,1085.24
EPS+,WFG9,5,0.7,17,r2,1110.276
EPS+,WFG9,5,0.7,18,r2,1099.864
EPS+,WFG9,5,0.7,19,r2,1082.373
EPS+,WFG2,5,0.7,0,r2,440.7706
EPS+,WFG2,5,0.7,1,r2,1815.574
EPS+,WFG2,5,0.7,2,r2,1812.981
EPS+,WFG2,5,0.7,3,r2,482.5723
EPS+,WFG2,5,0.7,4,r2,518.9002
EPS+,WFG2,5,0.7,5,r2,1818.626
EPS+,WFG2,5,0.7,6,r2,436.5564
EPS+,WFG2,5,0.7,7,r2,416.0493
EPS+,WFG2,5,0.7,8,r2,414.5545
EPS+,WFG2,5,0.7,9,r2,413.3678
EPS+,WFG2,5,0.7,10,r2,1787.51
EPS+,WFG2,5,0.7,11,r2,423.5695
EPS+,WFG2,5,0.7,12,r2,432.7901
EPS+,WFG2,5,0.7,13,r2,478.6764
EPS+,WFG2,5,0.7,14,r2,502.5408
EPS+,WFG2,5,0.7,15,r2,1815.557
EPS+,WFG2,5,0.7,16,r2,460.9419
EPS+,WFG2,5,0.7,17,r2,439.2528
EPS+,WFG2,5,0.7,18,r2,472.519
EPS+,WFG2,5,0.7,19,r2,467.6293
EPS+,WFG8,5,0.7,0,igd+,-0.564248
EPS+,WFG8,5,0.7,1,igd+,-0.6438091
EPS+,WFG8,5,0.7,2,igd+,-0.6251601
EPS+,WFG8,5,0.7,3,igd+,-0.6518976
EPS+,WFG8,5,0.7,4,igd+,-0.6007976
EPS+,WFG8,5,0.7,5,igd+,-0.5697819
EPS+,WFG8,5,0.7,6,igd+,-0.6679276
EPS+,WFG8,5,0.7,7,igd+,-0.55296
EPS+,WFG8,5,0.7,8,igd+,-0.6193783
EPS+,WFG8,5,0.7,9,igd+,-0.617265
EPS+,WFG8,5,0.7,10,igd+,-0.6284746
EPS+,WFG8,5,0.7,11,igd+,-0.5782299
EPS+,WFG8,5,0.7,12,igd+,-0.5704124
EPS+,WFG8,5,0.7,13,igd+,-0.6525473
