hiperparam_ind_conv,problema,n_objetivos,w_0,run,indicador,valor_indicador
IGD+,WFG3,3,0.6,17,hv,73.83467
IGD+,WFG3,3,0.6,18,hv,73.49205
IGD+,WFG3,3,0.6,19,hv,73.56706
IGD+,WFG9,7,0.6,0,s-energy,-1.667578
IGD+,WFG9,7,0.6,1,s-energy,-2.238219
IGD+,WFG9,7,0.6,2,s-energy,-1.673954
IGD+,WFG9,7,0.6,3,s-energy,-1.525427
IGD+,WFG9,7,0.6,4,s-energy,-1.973562
IGD+,WFG9,7,0.6,5,s-energy,-1.866369
IGD+,WFG9,7,0.6,6,s-energy,-4.472873
IGD+,WFG9,7,0.6,7,s-energy,-0.9452512
IGD+,WFG9,7,0.6,8,s-energy,-2.162062
IGD+,WFG9,7,0.6,9,s-energy,-2.891117
IGD+,WFG9,7,0.6,10,s-energy,-1.540707
IGD+,WFG9,7,0.6,11,s-energy,-2.769768
IGD+,WFG9,7,0.6,12,s-energy,-3.882743
IGD+,WFG9,7,0.6,13,s-energy,-0.8671249
IGD+,WFG9,7,0.6,14,s-energy,-2.787737
IGD+,WFG9,7,0.6,15,s-energy,-1.548808
IGD+,WFG9,7,0.6,16,s-energy,-4.506868
IGD+,WFG9,7,0.6,17,s-energy,-2.136806
IGD+,WFG9,7,0.6,18,s-energy,-1.516939
IGD+,WFG9,7,0.6,19,s-energy,-1.188216
IGD+,WFG2,4,0.6,0,spd,114.0164
IGD+,WFG2,4,0.6,1,spd,113.7101
IGD+,WFG2,4,0.6,2,spd,118.1995
IGD+,WFG2,4,0.6,3,spd,117.6231
IGD+,WFG2,4,0.6,4,spd,118.6954
IGD+,WFG2,4,0.6,5,spd,114.0832
IGD+,WFG2,4,0.6,6,spd,118.3943
IGD+,WFG2,4,0.6,7,spd,117.737
IGD+,WFG2,4,0.6,8,spd,117.7017
IGD+,WFG2,4,0.6,9,spd,118.4586
IGD+,WFG2,4,0.6,10,spd,114.8908
IGD+,WFG2,4,0.6,11,spd,118.3732
IGD+,WFG2,4,0.6,12,spd,118.1599
IGD+,WFG2,4,0.6,13,spd,118.1114
IGD+,WFG2,4,0.6,14,spd,118.4779
IGD+,WFG2,4,0.6,15,spd,118.5757
IGD+,WFG2,4,0.6,16,spd,118.5936
IGD+,WFG2,4,0.6,17,spd,118.6212
IGD+,WFG2,4,0.6,18,spd,118.2998
IGD+,WFG2,4,0.6,19,spd,118.5408
IGD+,DTLZ2,3,0.6,0,hv,7.423558
IGD+,DTLZ2,3,0.6,1,hv,7.423295
IGD+,DTLZ2,3,0.6,2,hv,7.4242
IGD+,DTLZ2,3,0.6,3,hv,7.42327
IGD+,DTLZ2,3,0.6,4,hv,7.42352
IGD+,DTLZ2,3,0.6,5,hv,7.423675
IGD+,DTLZ2,3,0.6,6,hv,7.423823
IGD+,DTLZ2,3,0.6,7,hv,7.423703
IGD+,DTLZ2,3,0.6,8,hv,7.423769
IGD+,DTLZ2,3,0.6,9,hv,7.424173
IGD+,DTLZ2,3,0.6,10,hv,7.423554
IGD+,DTLZ2,3,0.6,11,hv,7.423798
IGD+,DTLZ2,3,0.6,12,hv,7.423691
IGD+,DTLZ2,3,0.6,13,hv,7.422808
IGD+,DTLZ2,3,0.6,14,hv,7.423033
IGD+,DTLZ2,3,0.6,15,hv,7.423915
IGD+,DTLZ2,3,0.6,16,hv,7.422637
IGD+,DTLZ2,3,0.6,17,hv,7.424048
IGD+,DTLZ2,3,0.6,18,hv,7.423933
IGD+,DTLZ2,3,0.6,19,hv,7.423222
IGD+,DTLZ1,3,0.6,0,igd,-0.01871431
IGD+,DTLZ1,3,0.6,1,igd,-0.01885652
IGD+,DTLZ1,3,0.6,2,igd,-0.01872054
IGD+,DTLZ1,3,0.6,3,igd,-0.01858516
IGD+,DTLZ1,3,0.6,4,igd,-0.01881498
IGD+,DTLZ1,3,0.6,5,igd,-0.01882015
IGD+,DTLZ1,3,0.6,6,igd,-0.01908036
IGD+,DTLZ1,3,0.6,7,igd,-0.01905317
IGD+,DTLZ1,3,0.6,8,igd,-0.01865297
IGD+,DTLZ1,3,0.6,9,igd,-0.01865432
IGD+,DTLZ1,3,0.6,10,igd,-0.01870114
IGD+,DTLZ1,3,0.6,11,igd,-0.01895333
IGD+,DTLZ1,3,0.6,12,igd,-0.01862279
IGD+,DTLZ1,3,0.6,13,igd,-0.01912166
IGD+,DTLZ1,3,0.6,14,igd,-0.01908042
IGD+,DTLZ1,3,0.6,15,igd,-0.01894746
IGD+,DTLZ1,3,0.6,16,igd,-0.01926244
IGD+,DTLZ1,3,0.6,17,igd,-0.01898976
IGD+,DTLZ1,3,0.6,18,igd,-0.01865074
IGD+,DTLZ1,3,0.6,19,igd,-0.01909087
IGD+,WFG1,3,0.6,0,spd,96.70831
IGD+,WFG1,3,0.6,1,spd,97.54212
IGD+,WFG1,3,0.6,2,spd,96.61048
IGD+,WFG1,3,0.6,3,spd,96.223
IGD+,WFG1,3,0.6,4,spd,95.76574
IGD+,WFG1,3,0.6,5,spd,95.79211
IGD+,WFG1,3,0.6,6,spd,95.4395
IGD+,WFG1,3,0.6,7,spd,96.37196
IGD+,WFG1,3,0.6,8,spd,96.25559
IGD+,WFG1,3,0.6,9,spd,96.12435
IGD+,WFG1,3,0.6,10,spd,96.46293
IGD+,WFG1,3,0.6,11,spd,95.77731
IGD+,WFG1,3,0.6,12,spd,96.09866
IGD+,WFG1,3,0.6,13,spd,95.84576
IGD+,WFG1,3,0.6,14,spd,95.5364
IGD+,WFG1,3,0.6,15,spd,95.62772
IGD+,WFG1,3,0.6,16,spd,96.35264
IGD+,WFG1,3,0.6,17,spd,95.87424
IGD+,WFG1,3,0.6,18,spd,96.81969
IGD+,WFG1,3,0.6,19,spd,95.59366
IGD+,WFG1,4,0.6,0,r2,479.8671
IGD+,WFG1,4,0.6,1,r2,491.6342
IGD+,WFG1,4,0.6,2,r2,504.3873
IGD+,WFG1,4,0.6,3,r2,496.4413
IGD+,WFG1,4,0.6,4,r2,499.8693
IGD+,WFG1,4,0.6,5,r2,526.0858
IGD+,WFG1,4,0.6,6,r2,516.4029
IGD+,WFG1,4,0.6,7,r2,485.2538
IGD+,WFG1,4,0.6,8,r2,515.1773
IGD+,WFG1,4,0.6,9,r2,516.3822
IGD+,WFG1,4,0.6,10,r2,477.0407
IGD+,WFG1,4,0.6,11,r2,508.4844
IGD+,WFG1,4,0.6,12,r2,433.1772
IGD+,WFG1,4,0.6,13,r2,511.8965
IGD+,WFG1,4,0.6,14,r2,474.4876
IGD+,WFG1,4,0.6,15,r2,515.6659
IGD+,WFG1,4,0.6,16,r2,488.1492
IGD+,WFG1,4,0.6,17,r2,480.002
IGD+,WFG1,4,0.6,18,r2,492.4196
IGD+,WFG1,4,0.6,19,r2,479.9458
IGD+,DTLZ3,5,0.6,0,eps+,-0.2307148
IGD+,DTLZ3,5,0.6,1,eps+,-0.214922
IGD+,DTLZ3,5,0.6,2,eps+,-0.2390555
IGD+,DTLZ3,5,0.6,3,eps+,-0.1890434
IGD+,DTLZ3,5,0.6,4,eps+,-0.2153824
IGD+,DTLZ3,5,0.6,5,eps+,-0.1796455
IGD+,DTLZ3,5,0.6,6,eps+,-0.2044826
IGD+,DTLZ3,5,0.6,7,eps+,-0.3296789
IGD+,DTLZ3,5,0.6,8,eps+,-0.2310083
IGD+,DTLZ3,5,0.6,9,eps+,-0.2135645
IGD+,DTLZ3,5,0.6,10,eps+,-0.1609678
IGD+,DTLZ3,5,0.6,11,eps+,-0.2205427
IGD+,DTLZ3,5,0.6,12,eps+,-0.241727
IGD+,DTLZ3,5,0.6,13,eps+,-0.2214812
IGD+,DTLZ3,5,0.6,14,eps+,-0.1887166
IGD+,DTLZ3,5,0.6,15,eps+,-0.1804843
IGD+,DTLZ3,5,0.6,16,eps+,-0.2523624
IGD+,DTLZ3,5,0.6,17,eps+,-0.243027
IGD+,DTLZ3,5,0.6,18,eps+,-0.1537701
IGD+,DTLZ3,5,0.6,19,eps+,-0.216725
IGD+,WFG4,5,0.6,0,s-energy,-129.8875
IGD+,WFG4,5,0.6,1,s-energy,-106.6447
IGD+,WFG4,5,0.6,2,s-energy,-94.35938
IGD+,WFG4,5,0.6,3,s-energy,-126.2735
IGD+,WFG4,5,0.6,4,s-energy,-122.0855
IGD+,WFG4,5,0.6,5,s-energy,-92.93621
IGD+,WFG4,5,0.6,6,s-energy,-97.35121
IGD+,WFG4,5,0.6,7,s-energy,-108.406
IGD+,WFG4,5,0.6,8,s-energy,-101.353
IGD+,WFG4,5,0.6,9,s-energy,-109.2422
IGD+,WFG4,5,0.6,10,s-energy,-82.40773
IGD+,WFG4,5,0.6,11,s-energy,-121.284
IGD+,WFG4,5,0.6,12,s-energy,-91.01606
IGD+,WFG4,5,0.6,13,s-energy,-116.7217
IGD+,WFG4,5,0.6,14,s-energy,-112.0011
IGD+,WFG4,5,0.6,15,s-energy,-115.8194
IGD+,WFG4,5,0.6,16,s-energy,-110.2987
IGD+,WFG4,5,0.6,17,s-energy,-112.8741
IGD+,WFG4,5,0.6,18,s-energy,-98.98807
IGD+,WFG4,5,0.6,19,s-energy,-128.509
IGD+,WFG7,7,0.6,0,spd,120.0
IGD+,WFG7,7,0.6,1,spd,120.0
IGD+,WFG7,7,0.6,2,spd,120.0
IGD+,WFG7,7,0.6,3,spd,120.0
IGD+,WFG7,7,0.6,4,spd,120.0
IGD+,WFG7,7,0.6,5,spd,120.0
IGD+,WFG7,7,0.6,6,spd,120.0
IGD+,WFG7,7,0.6,7,spd,120.0
IGD+,WFG7,7,0.6,8,spd,120.0
IGD+,WFG7,7,0.6,9,spd,119.9999
IGD+,WFG7,7,0.6,10,spd,120.0
IGD+,WFG7,7,0.6,11,spd,120.0
IGD+,WFG7,7,0.6,12,spd,120.0
IGD+,WFG7,7,0.6,13,spd,120.0
IGD+,WFG7,7,0.6,14,spd,120.0
IGD+,WFG7,7,0.6,15,spd,120.0
IGD+,WFG7,7,0.6,16,spd,120.0
IGD+,WFG7,7,0.6,17,spd,120.0
IGD+,WFG7,7,0.6,18,spd,120.0
IGD+,WFG7,7,0.6,19,spd,120.0
IGD+,WFG1,7,0.6,0,spd,119.936
IGD+,WFG1,7,0.6,1,spd,119.9615
IGD+,WFG1,7,0.6,2,spd,119.9207
IGD+,WFG1,7,0.6,3,spd,119.9102
IGD+,WFG1,7,0.6,4,spd,119.9328
IGD+,WFG1,7,0.6,5,spd,51.98627
IGD+,WFG1,7,0.6,6,spd,119.9414
IGD+,WFG1,7,0.6,7,spd,119.9175
IGD+,WFG1,7,0.6,8,spd,119.9452
IGD+,WFG1,7,0.6,9,spd,119.923
IGD+,WFG1,7,0.6,10,spd,119.9047
IGD+,WFG1,7,0.6,11,spd,119.9381
IGD+,WFG1,7,0.6,12,spd,119.9352
IGD+,WFG1,7,0.6,13,spd,119.9134
IGD+,WFG1,7,0.6,14,spd,119.8485
IGD+,WFG1,7,0.6,15,spd,119.9364
IGD+,WFG1,7,0.6,16,spd,119.9452
IGD+,WFG1,7,0.6,17,spd,119.9072
IGD+,WFG1,7,0.6,18,spd,119.9226
IGD+,WFG1,7,0.6,19,spd,119.9587
IGD+,DTLZ4,4,0.6,0,spd,72.46615
IGD+,DTLZ4,4,0.6,1,spd,72.96046
IGD+,DTLZ4,4,0.6,2,spd,72.51429
IGD+,DTLZ4,4,0.6,3,spd,8.699178
IGD+,DTLZ4,4,0.6,4,spd,72.55998
IGD+,DTLZ4,4,0.6,5,spd,72.90628
IGD+,DTLZ4,4,0.6,6,spd,0.0
IGD+,DTLZ4,4,0.6,7,spd,32.31441
IGD+,DTLZ4,4,0.6,8,spd,8.716019
IGD+,DTLZ4,4,0.6,9,spd,8.745526
IGD+,DTLZ4,4,0.6,10,spd,72.37899
IGD+,DTLZ4,4,0.6,11,spd,72.80173
IGD+,DTLZ4,4,0.6,12,spd,-1.126213e+17
IGD+,DTLZ4,4,0.6,13,spd,32.19975
IGD+,DTLZ4,4,0.6,14,spd,-5.833165
IGD+,DTLZ4,4,0.6,15,spd,32.52026
IGD+,DTLZ4,4,0.6,16,spd,72.75553
IGD+,DTLZ4,4,0.6,17,spd,32.62741
IGD+,DTLZ4,4,0.6,18,spd,72.6664
IGD+,DTLZ4,4,0.6,19,spd,72.54751
IGD+,WFG9,6,0.6,0,igd,-2.746557
IGD+,WFG9,6,0.6,1,igd,-2.747114
IGD+,WFG9,6,0.6,2,igd,-2.766712
IGD+,WFG9,6,0.6,3,igd,-2.765943
IGD+,WFG9,6,0.6,4,igd,-2.715042
IGD+,WFG9,6,0.6,5,igd,-2.746143
IGD+,WFG9,6,0.6,6,igd,-2.75001
IGD+,WFG9,6,0.6,7,igd,-2.752436
IGD+,WFG9,6,0.6,8,igd,-2.749536
IGD+,WFG9,6,0.6,9,igd,-2.765041
IGD+,WFG9,6,0.6,10,igd,-2.76854
IGD+,WFG9,6,0.6,11,igd,-2.769974
IGD+,WFG9,6,0.6,12,igd,-2.760986
IGD+,WFG9,6,0.6,13,igd,-2.776994
IGD+,WFG9,6,0.6,14,igd,-2.748902
IGD+,WFG9,6,0.6,15,igd,-2.747299
IGD+,WFG9,6,0.6,16,igd,-2.792817
IGD+,WFG9,6,0.6,17,igd,-2.766544
IGD+,WFG9,6,0.6,18,igd,-2.754296
IGD+,WFG9,6,0.6,19,igd,-2.762442
IGD+,WFG7,3,0.6,0,igd+,-0.06340013
IGD+,WFG7,3,0.6,1,igd+,-0.06375165
IGD+,WFG7,3,0.6,2,igd+,-0.06415753
IGD+,WFG7,3,0.6,3,igd+,-0.06316594
IGD+,WFG7,3,0.6,4,igd+,-0.06628559
IGD+,WFG7,3,0.6,5,igd+,-0.06496984
IGD+,WFG7,3,0.6,6,igd+,-0.06554083
IGD+,WFG7,3,0.6,7,igd+,-0.06433725
IGD+,WFG7,3,0.6,8,igd+,-0.06135202
IGD+,WFG7,3,0.6,9,igd+,-0.06246285
IGD+,WFG7,3,0.6,10,igd+,-0.06361976
IGD+,WFG7,3,0.6,11,igd+,-0.06198635
IGD+,WFG7,3,0.6,12,igd+,-0.06340257
IGD+,WFG7,3,0.6,13,igd+,-0.06265179
IGD+,WFG7,3,0.6,14,igd+,-0.06115956
IGD+,WFG7,3,0.6,15,igd+,-0.06568542
IGD+,WFG7,3,0.6,16,igd+,-0.06180907
IGD+,WFG7,3,0.6,17,igd+,-0.06433741
IGD+,WFG7,3,0.6,18,igd+,-0.06053653
IGD+,WFG7,3,0.6,19,igd+,-0.06464339
IGD+,DTLZ5,2,0.6,0,hv,3.211154
IGD+,DTLZ5,2,0.6,1,hv,3.211171
IGD+,DTLZ5,2,0.6,2,hv,3.211156
IGD+,DTLZ5,2,0.6,3,hv,3.211132
IGD+,DTLZ5,2,0.6,4,hv,3.211174
IGD+,DTLZ5,2,0.6,5,hv,3.211181
IGD+,DTLZ5,2,0.6,6,hv,3.211146
IGD+,DTLZ5,2,0.6,7,hv,3.211149
IGD+,DTLZ5,2,0.6,8,hv,3.211132
IGD+,DTLZ5,2,0.6,9,hv,3.211162
IGD+,DTLZ5,2,0.6,10,hv,3.211151
IGD+,DTLZ5,2,0.6,11,hv,3.211181
IGD+,DTLZ5,2,0.6,12,hv,3.211174
IGD+,DTLZ5,2,0.6,13,hv,3.211162
IGD+,DTLZ5,2,0.6,14,hv,3.211181
IGD+,DTLZ5,2,0.6,15,hv,3.21113
IGD+,DTLZ5,2,0.6,16,hv,3.211154
IGD+,DTLZ5,2,0.6,17,hv,3.211167
IGD+,DTLZ5,2,0.6,18,hv,3.211181
IGD+,DTLZ5,2,0.6,19,hv,3.211195
IGD+,DTLZ7,4,0.6,0,spd,96.5734
IGD+,DTLZ7,4,0.6,1,spd,39.14139
IGD+,DTLZ7,4,0.6,2,spd,97.15056
IGD+,DTLZ7,4,0.6,3,spd,96.52312
IGD+,DTLZ7,4,0.6,4,spd,97.37487
IGD+,DTLZ7,4,0.6,5,spd,38.60422
IGD+,DTLZ7,4,0.6,6,spd,96.22153
IGD+,DTLZ7,4,0.6,7,spd,70.89056
IGD+,DTLZ7,4,0.6,8,spd,95.1911
IGD+,DTLZ7,4,0.6,9,spd,38.70698
IGD+,DTLZ7,4,0.6,10,spd,38.79732
IGD+,DTLZ7,4,0.6,11,spd,97.51612
IGD+,DTLZ7,4,0.6,12,spd,98.38688
IGD+,DTLZ7,4,0.6,13,spd,97.19668
IGD+,DTLZ7,4,0.6,14,spd,97.67594
IGD+,DTLZ7,4,0.6,15,spd,97.61716
IGD+,DTLZ7,4,0.6,16,spd,97.14806
IGD+,DTLZ7,4,0.6,17,spd,69.72189
IGD+,DTLZ7,4,0.6,18,spd,96.68713
IGD+,DTLZ7,4,0.6,19,spd,96.88685
IGD+,WFG7,7,0.6,0,igd+,-0.5699862
IGD+,WFG7,7,0.6,1,igd+,-0.5761754
IGD+,WFG7,7,0.6,2,igd+,-0.5697871
IGD+,WFG7,7,0.6,3,igd+,-0.5673965
IGD+,WFG7,7,0.6,4,igd+,-0.5769591
IGD+,WFG7,7,0.6,5,igd+,-0.5613164
IGD+,WFG7,7,0.6,6,igd+,-0.5584675
IGD+,WFG7,7,0.6,7,igd+,-0.5688144
IGD+,WFG7,7,0.6,8,igd+,-0.5756235
IGD+,WFG7,7,0.6,9,igd+,-0.5796034
IGD+,WFG7,7,0.6,10,igd+,-0.5722802
IGD+,WFG7,7,0.6,11,igd+,-0.5578592
IGD+,WFG7,7,0.6,12,igd+,-0.5617195
IGD+,WFG7,7,0.6,13,igd+,-0.5738997
IGD+,WFG7,7,0.6,14,igd+,-0.5606089
IGD+,WFG7,7,0.6,15,igd+,-0.5753117
IGD+,WFG7,7,0.6,16,igd+,-0.5668364
IGD+,WFG7,7,0.6,17,igd+,-0.5727817
IGD+,WFG7,7,0.6,18,igd+,-0.5673308
IGD+,WFG7,7,0.6,19,igd+,-0.5605708
IGD+,WFG2,5,0.6,0,hv,10186.77
IGD+,WFG2,5,0.6,1,hv,10281.89
IGD+,WFG2,5,0.6,2,hv,10226.15
IGD+,WFG2,5,0.6,3,hv,10156.74
IGD+,WFG2,5,0.6,4,hv,10277.94
IGD+,WFG2,5,0.6,5,hv,10261.82
IGD+,WFG2,5,0.6,6,hv,8345.12
IGD+,WFG2,5,0.6,7,hv,10295.24
IGD+,WFG2,5,0.6,8,hv,10137.9
IGD+,WFG2,5,0.6,9,hv,8442.577
IGD+,WFG2,5,0.6,10,hv,8430.193
IGD+,WFG2,5,0.6,11,hv,10138.78
IGD+,WFG2,5,0.6,12,hv,10265.8
IGD+,WFG2,5,0.6,13,hv,10266.66
IGD+,WFG2,5,0.6,14,hv,10309.59
IGD+,WFG2,5,0.6,15,hv,10181.78
IGD+,WFG2,5,0.6,16,hv,10272.28
IGD+,WFG2,5,0.6,17,hv,10281.23
IGD+,WFG2,5,0.6,18,hv,10246.14
IGD+,WFG2,5,0.6,19,hv,10244.65
IGD+,WFG2,3,0.6,0,hv,100.4258
IGD+,WFG2,3,0.6,1,hv,84.22586
IGD+,WFG2,3,0.6,2,hv,100.3496
IGD+,WFG2,3,0.6,3,hv,99.63703
IGD+,WFG2,3,0.6,4,hv,84.01626
IGD+,WFG2,3,0.6,5,hv,84.71512
IGD+,WFG2,3,0.6,6,hv,99.90376
IGD+,WFG2,3,0.6,7,hv,84.98367
IGD+,WFG2,3,0.6,8,hv,99.36919
IGD+,WFG2,3,0.6,9,hv,84.80223
IGD+,WFG2,3,0.6,10,hv,84.61553
IGD+,WFG2,3,0.6,11,hv,100.1056
IGD+,WFG2,3,0.6,12,hv,100.4628
IGD+,WFG2,3,0.6,13,hv,84.85712
IGD+,WFG2,3,0.6,14,hv,100.0496
IGD+,WFG2,3,0.6,15,hv,100.4155
IGD+,WFG2,3,0.6,16,hv,100.2949
IGD+,WFG2,3,0.6,17,hv,84.93879
IGD+,WFG2,3,0.6,18,hv,100.6891
IGD+,WFG2,3,0.6,19,hv,84.01979
IGD+,WFG2,6,0.6,0,igd+,-0.3638028
IGD+,WFG2,6,0.6,1,igd+,-0.3448061
IGD+,WFG2,6,0.6,2,igd+,-0.3787039
IGD+,WFG2,6,0.6,3,igd+,-0.3692308
IGD+,WFG2,6,0.6,4,igd+,-0.3721392
IGD+,WFG2,6,0.6,5,igd+,-0.3364532
IGD+,WFG2,6,0.6,6,igd+,-0.4317783
IGD+,WFG2,6,0.6,7,igd+,-0.3800554
IGD+,WFG2,6,0.6,8,igd+,-0.3636417
IGD+,WFG2,6,0.6,9,igd+,-0.5015735
IGD+,WFG2,6,0.6,10,igd+,-0.3612059
IGD+,WFG2,6,0.6,11,igd+,-0.3500322
IGD+,WFG2,6,0.6,12,igd+,-0.3829794
IGD+,WFG2,6,0.6,13,igd+,-0.3756802
IGD+,WFG2,6,0.6,14,igd+,-0.4298859
IGD+,WFG2,6,0.6,15,igd+,-0.999558
IGD+,WFG2,6,0.6,16,igd+,-0.3994032
IGD+,WFG2,6,0.6,17,igd+,-0.3701924
IGD+,WFG2,6,0.6,18,igd+,-0.3824299
IGD+,WFG2,6,0.6,19,igd+,-0.3966303
IGD+,WFG3,2,0.6,0,igd,-0.01206277
IGD+,WFG3,2,0.6,1,igd,-0.01211107
IGD+,WFG3,2,0.6,2,igd,-0.01179223
IGD+,WFG3,2,0.6,3,igd,-0.01113345
IGD+,WFG3,2,0.6,4,igd,-0.01315164
IGD+,WFG3,2,0.6,5,igd,-0.01244336
IGD+,WFG3,2,0.6,6,igd,-0.021833
IGD+,WFG3,2,0.6,7,igd,-0.01110872
IGD+,WFG3,2,0.6,8,igd,-0.01234081
IGD+,WFG3,2,0.6,9,igd,-0.0136105
IGD+,WFG3,2,0.6,10,igd,-0.01086672
IGD+,WFG3,2,0.6,11,igd,-0.01167287
IGD+,WFG3,2,0.6,12,igd,-0.01088365
IGD+,WFG3,2,0.6,13,igd,-0.01250824
IGD+,WFG3,2,0.6,14,igd,-0.01210357
IGD+,WFG3,2,0.6,15,igd,-0.01160037
IGD+,WFG3,2,0.6,16,igd,-0.01124722
IGD+,WFG3,2,0.6,17,igd,-0.01107341
IGD+,WFG3,2,0.6,18,igd,-0.01267527
IGD+,WFG3,2,0.6,19,igd,-0.01141824
IGD+,DTLZ3,5,0.6,0,igd+,-0.1639992
IGD+,DTLZ3,5,0.6,1,igd+,-0.120711
IGD+,DTLZ3,5,0.6,2,igd+,-0.1351182
IGD+,DTLZ3,5,0.6,3,igd+,-0.09565128
IGD+,DTLZ3,5,0.6,4,igd+,-0.122848
IGD+,DTLZ3,5,0.6,5,igd+,-0.095684
IGD+,DTLZ3,5,0.6,6,igd+,-0.1056452
IGD+,DTLZ3,5,0.6,7,igd+,-0.134656
IGD+,DTLZ3,5,0.6,8,igd+,-0.1219037
IGD+,DTLZ3,5,0.6,9,igd+,-0.1256954
IGD+,DTLZ3,5,0.6,10,igd+,-0.07675708
IGD+,DTLZ3,5,0.6,11,igd+,-0.1040267
IGD+,DTLZ3,5,0.6,12,igd+,-0.1589974
IGD+,DTLZ3,5,0.6,13,igd+,-0.07678243
IGD+,DTLZ3,5,0.6,14,igd+,-0.07151931
IGD+,DTLZ3,5,0.6,15,igd+,-0.07013522
IGD+,DTLZ3,5,0.6,16,igd+,-0.1087878
IGD+,DTLZ3,5,0.6,17,igd+,-0.1290482
IGD+,DTLZ3,5,0.6,18,igd+,-0.07522613
IGD+,DTLZ3,5,0.6,19,igd+,-0.1137462
IGD+,WFG6,3,0.6,0,s-energy,-11091.69
IGD+,WFG6,3,0.6,1,s-energy,-11015.25
IGD+,WFG6,3,0.6,2,s-energy,-10464.36
IGD+,WFG6,3,0.6,3,s-energy,-10132.29
IGD+,WFG6,3,0.6,4,s-energy,-10899.16
IGD+,WFG6,3,0.6,5,s-energy,-10706.34
IGD+,WFG6,3,0.6,6,s-energy,-10798.12
IGD+,WFG6,3,0.6,7,s-energy,-11376.12
IGD+,WFG6,3,0.6,8,s-energy,-10627.98
IGD+,WFG6,3,0.6,9,s-energy,-10001.04
IGD+,WFG6,3,0.6,10,s-energy,-10645.61
IGD+,WFG6,3,0.6,11,s-energy,-10486.82
IGD+,WFG6,3,0.6,12,s-energy,-10524.28
IGD+,WFG6,3,0.6,13,s-energy,-11275.84
IGD+,WFG6,3,0.6,14,s-energy,-11545.34
IGD+,WFG6,3,0.6,15,s-energy,-10644.89
IGD+,WFG6,3,0.6,16,s-energy,-10103.24
IGD+,WFG6,3,0.6,17,s-energy,-10328.03
IGD+,WFG6,3,0.6,18,s-energy,-10453.26
IGD+,WFG6,3,0.6,19,s-energy,-10754.55
IGD+,WFG1,5,0.6,0,spd,119.5208
IGD+,WFG1,5,0.6,1,spd,119.5657
IGD+,WFG1,5,0.6,2,spd,119.2203
IGD+,WFG1,5,0.6,3,spd,119.3583
IGD+,WFG1,5,0.6,4,spd,119.6177
IGD+,WFG1,5,0.6,5,spd,119.4644
IGD+,WFG1,5,0.6,6,spd,119.4944
IGD+,WFG1,5,0.6,7,spd,119.5929
IGD+,WFG1,5,0.6,8,spd,119.2542
IGD+,WFG1,5,0.6,9,spd,119.3051
IGD+,WFG1,5,0.6,10,spd,119.4663
IGD+,WFG1,5,0.6,11,spd,119.4667
IGD+,WFG1,5,0.6,12,spd,119.4135
IGD+,WFG1,5,0.6,13,spd,119.2747
IGD+,WFG1,5,0.6,14,spd,119.1242
IGD+,WFG1,5,0.6,15,spd,119.2451
IGD+,WFG1,5,0.6,16,spd,119.4015
IGD+,WFG1,5,0.6,17,spd,119.6009
IGD+,WFG1,5,0.6,18,spd,119.4414
IGD+,WFG1,5,0.6,19,spd,119.3629
IGD+,DTLZ2,6,0.6,0,s-energy,-111346.1
IGD+,DTLZ2,6,0.6,1,s-energy,-108505.2
IGD+,DTLZ2,6,0.6,2,s-energy,-110356.9
IGD+,DTLZ2,6,0.6,3,s-energy,-109326.5
IGD+,DTLZ2,6,0.6,4,s-energy,-110558.9
IGD+,DTLZ2,6,0.6,5,s-energy,-112336.6
IGD+,DTLZ2,6,0.6,6,s-energy,-108956.9
IGD+,DTLZ2,6,0.6,7,s-energy,-110063.6
IGD+,DTLZ2,6,0.6,8,s-energy,-112854.7
IGD+,DTLZ2,6,0.6,9,s-energy,-110552.7
IGD+,DTLZ2,6,0.6,10,s-energy,-111071.4
IGD+,DTLZ2,6,0.6,11,s-energy,-114441.0
IGD+,DTLZ2,6,0.6,12,s-energy,-116996.1
IGD+,DTLZ2,6,0.6,13,s-energy,-114339.3
IGD+,DTLZ2,6,0.6,14,s-energy,-114687.4
IGD+,DTLZ2,6,0.6,15,s-energy,-112270.9
IGD+,DTLZ2,6,0.6,16,s-energy,-113384.9
IGD+,DTLZ2,6,0.6,17,s-energy,-110964.5
IGD+,DTLZ2,6,0.6,18,s-energy,-113132.6
IGD+,DTLZ2,6,0.6,19,s-energy,-111757.6
IGD+,DTLZ1,6,0.6,0,igd,-0.1111788
IGD+,DTLZ1,6,0.6,1,igd,-0.08799059
IGD+,DTLZ1,6,0.6,2,igd,-0.08606283
IGD+,DTLZ1,6,0.6,3,igd,-0.08618113
IGD+,DTLZ1,6,0.6,4,igd,-0.08397149
IGD+,DTLZ1,6,0.6,5,igd,-0.08563715
IGD+,DTLZ1,6,0.6,6,igd,-0.180167
IGD+,DTLZ1,6,0.6,7,igd,-0.08722245
IGD+,DTLZ1,6,0.6,8,igd,-0.08682617
IGD+,DTLZ1,6,0.6,9,igd,-0.08435104
IGD+,DTLZ1,6,0.6,10,igd,-0.1446398
IGD+,DTLZ1,6,0.6,11,igd,-0.08699561
IGD+,DTLZ1,6,0.6,12,igd,-0.08348762
IGD+,DTLZ1,6,0.6,13,igd,-0.176623
IGD+,DTLZ1,6,0.6,14,igd,-0.136678
