problema,Indicador,dimension,w_0,IGD+,R2
DTLZ3,s-energy,7,0.1,,
DTLZ3,s-energy,7,0.2,0.75390625,0.2783203125
DTLZ3,s-energy,7,0.3,0.4228515625,0.615234375
DTLZ3,s-energy,7,0.4,0.5,0.5390625
DTLZ3,s-energy,7,0.5,0.5,0.5390625
DTLZ3,s-energy,7,0.6000000000000001,0.4228515625,0.615234375
DTLZ3,s-energy,7,0.7000000000000001,0.1875,0.8388671875
DTLZ3,s-energy,7,0.8,0.5771484375,0.4609375
DTLZ3,s-energy,7,0.9,0.080078125,0.9345703125
DTLZ3,s-energy,7,0.999,0.615234375,0.4228515625
DTLZ3,spd,2,0.001,0.0419921875,0.9677734375
DTLZ3,spd,2,0.1,0.7841796875,0.24609375
DTLZ3,spd,2,0.2,0.947265625,0.0654296875
DTLZ3,spd,2,0.3,0.919921875,0.0966796875
DTLZ3,spd,2,0.4,0.8623046875,0.1611328125
DTLZ3,spd,2,0.5,0.2783203125,0.75390625
DTLZ3,spd,2,0.6000000000000001,0.8125,0.2158203125
DTLZ3,spd,2,0.7000000000000001,0.24609375,0.7841796875
DTLZ3,spd,2,0.8,0.5,0.5390625
DTLZ3,spd,2,0.9,0.75390625,0.2783203125
DTLZ3,spd,2,0.999,0.65234375,0.384765625
DTLZ3,spd,3,0.001,0.001953125,0.9990234375
DTLZ3,spd,3,0.1,0.0009765625,1.0
DTLZ3,spd,3,0.2,0.001953125,0.9990234375
DTLZ3,spd,3,0.3,0.0009765625,1.0
DTLZ3,spd,3,0.4,0.001953125,0.9990234375
DTLZ3,spd,3,0.5,0.0029296875,0.998046875
DTLZ3,spd,3,0.6000000000000001,0.0009765625,1.0
DTLZ3,spd,3,0.7000000000000001,0.0966796875,0.919921875
DTLZ3,spd,3,0.8,0.009765625,0.9931640625
DTLZ3,spd,3,0.9,0.0185546875,0.986328125
DTLZ3,spd,3,0.999,0.0009765625,1.0
DTLZ3,spd,4,0.001,0.0009765625,1.0
DTLZ3,spd,4,0.1,0.0009765625,1.0
DTLZ3,spd,4,0.2,0.0009765625,1.0
DTLZ3,spd,4,0.3,0.0009765625,1.0
DTLZ3,spd,4,0.4,0.0009765625,1.0
DTLZ3,spd,4,0.5,0.0009765625,1.0
DTLZ3,spd,4,0.6000000000000001,0.0009765625,1.0
DTLZ3,spd,4,0.7000000000000001,0.0009765625,1.0
DTLZ3,spd,4,0.8,0.0048828125,0.9970703125
DTLZ3,spd,4,0.9,0.0009765625,1.0
DTLZ3,spd,4,0.999,0.0029296875,0.998046875
DTLZ3,spd,5,0.001,0.0244140625,0.9814453125
DTLZ3,spd,5,0.1,0.0419921875,0.9677734375
DTLZ3,spd,5,0.2,0.0009765625,1.0
DTLZ3,spd,5,0.3,0.0009765625,1.0
DTLZ3,spd,5,0.4,0.0009765625,1.0
DTLZ3,spd,5,0.5,0.0009765625,1.0
DTLZ3,spd,5,0.6000000000000001,0.0009765625,1.0
DTLZ3,spd,5,0.7000000000000001,0.0654296875,0.947265625
DTLZ3,spd,5,0.8,0.0009765625,1.0
DTLZ3,spd,5,0.9,0.0419921875,0.9677734375
DTLZ3,spd,5,0.999,0.009765625,0.9931640625
DTLZ3,spd,6,0.001,0.6875,0.34765625
DTLZ3,spd,6,0.1,0.0966796875,0.919921875
DTLZ3,spd,6,0.2,0.2158203125,0.8125
DTLZ3,spd,6,0.3,0.0009765625,1.0
DTLZ3,spd,6,0.4,0.5390625,0.5
DTLZ3,spd,6,0.5,0.0185546875,0.986328125
DTLZ3,spd,6,0.6000000000000001,0.4228515625,0.615234375
DTLZ3,spd,6,0.7000000000000001,0.0322265625,0.9755859375
DTLZ3,spd,6,0.8,0.1162109375,0.9033203125
DTLZ3,spd,6,0.9,0.0322265625,0.9755859375
DTLZ3,spd,6,0.999,0.001953125,0.9990234375
DTLZ3,spd,7,0.001,0.042915479222142824,0.9570845207778572
DTLZ3,spd,7,0.1,0.1569690468874574,0.8430309531125426
DTLZ3,spd,7,0.2,0.615234375,0.4228515625
DTLZ3,spd,7,0.3,0.2783203125,0.75390625
DTLZ3,spd,7,0.4,0.3125,0.7216796875
DTLZ3,spd,7,0.5,0.34765625,0.6875
DTLZ3,spd,7,0.6000000000000001,0.65234375,0.384765625
DTLZ3,spd,7,0.7000000000000001,0.25733486172486775,0.7426651382751323
DTLZ3,spd,7,0.8,0.4228515625,0.615234375
DTLZ3,spd,7,0.9,0.013671875,0.990234375
DTLZ3,spd,7,0.999,0.919921875,0.0966796875
DTLZ4,eps+,2,0.001,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.1,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.2,0.021261238999025815,0.9787387610009742
DTLZ4,eps+,2,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.4,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.5,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.6000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.7000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.8,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.9,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,2,0.999,0.008980238763039383,0.9910197612369607
DTLZ4,eps+,3,0.001,0.9941406572001157,0.005859342799884314
DTLZ4,eps+,3,0.1,0.935904912827446,0.06409508717255392
DTLZ4,eps+,3,0.2,0.5671138125036893,0.4328861874963107
DTLZ4,eps+,3,0.3,0.6939550599553717,0.3060449400446284
DTLZ4,eps+,3,0.4,0.800987640246531,0.19901235975346893
DTLZ4,eps+,3,0.5,0.7505188506981195,0.24948114930188053
DTLZ4,eps+,3,0.6000000000000001,0.9545155260123211,0.045484473987678874
DTLZ4,eps+,3,0.7000000000000001,0.6323416546813297,0.36765834531867025
DTLZ4,eps+,3,0.8,0.6323416546813297,0.36765834531867025
DTLZ4,eps+,3,0.9,0.11836178531892866,0.8816382146810713
DTLZ4,eps+,3,0.999,0.5556810695524961,0.4443189304475039
DTLZ4,eps+,4,0.001,0.6102827357863625,0.3897172642136375
DTLZ4,eps+,4,0.1,0.4443189304475039,0.5556810695524961
DTLZ4,eps+,4,0.2,0.08071473118354167,0.9192852688164583
DTLZ4,eps+,4,0.3,0.2877015114563768,0.7122984885436232
DTLZ4,eps+,4,0.4,0.3372120361176469,0.6627879638823531
DTLZ4,eps+,4,0.5,0.4443189304475039,0.5556810695524961
DTLZ4,eps+,4,0.6000000000000001,0.16349467479900753,0.8365053252009924
DTLZ4,eps+,4,0.7000000000000001,0.04644597044185266,0.9535540295581474
DTLZ4,eps+,4,0.8,0.3897172642136375,0.6102827357863625
DTLZ4,eps+,4,0.9,0.06174263607227449,0.9382573639277255
DTLZ4,eps+,4,0.999,0.08071473118354167,0.9192852688164583
DTLZ4,eps+,5,0.001,0.5556810695524961,0.4443189304475039
DTLZ4,eps+,5,0.1,0.9192852688164583,0.08071473118354167
DTLZ4,eps+,5,0.2,0.7995929153085328,0.20040708469146723
DTLZ4,eps+,5,0.3,0.08071473118354167,0.9192852688164583
DTLZ4,eps+,5,0.4,0.3372120361176469,0.6627879638823531
DTLZ4,eps+,5,0.5,0.20040708469146723,0.7995929153085328
DTLZ4,eps+,5,0.6000000000000001,0.0249749882273732,0.9750250117726268
DTLZ4,eps+,5,0.7000000000000001,0.0249749882273732,0.9750250117726268
DTLZ4,eps+,5,0.8,0.0343517871614391,0.965648212838561
DTLZ4,eps+,5,0.9,0.04644597044185266,0.9535540295581474
DTLZ4,eps+,5,0.999,0.04644597044185266,0.9535540295581474
DTLZ4,eps+,6,0.001,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,6,0.1,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,6,0.2,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,6,0.3,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,6,0.4,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,6,0.5,0.5,0.5
DTLZ4,eps+,6,0.6000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,6,0.7000000000000001,0.5,0.5
DTLZ4,eps+,6,0.8,0.5,0.5
DTLZ4,eps+,6,0.9,0.5,0.5
DTLZ4,eps+,6,0.999,0.5,0.5
DTLZ4,eps+,7,0.001,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,7,0.1,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,7,0.2,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,7,0.3,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,7,0.4,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,7,0.5,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,7,0.6000000000000001,0.8574752962986936,0.14252470370130638
DTLZ4,eps+,7,0.7000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,eps+,7,0.8,0.29649004900871334,0.7035099509912867
DTLZ4,eps+,7,0.9,0.5,0.5
DTLZ4,eps+,7,0.999,0.29649004900871334,0.7035099509912867
DTLZ4,hv,2,0.001,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.1,0.008877961307018026,0.991122038692982
DTLZ4,hv,2,0.2,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.4,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.5,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.6000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.7000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.8,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.9,0.008980238763039383,0.9910197612369607
DTLZ4,hv,2,0.999,0.008980238763039383,0.9910197612369607
DTLZ4,hv,3,0.001,0.08071473118354167,0.9192852688164583
DTLZ4,hv,3,0.1,0.008980238763039383,0.9910197612369607
DTLZ4,hv,3,0.2,0.013995907742832873,0.9860040922571671
DTLZ4,hv,3,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,hv,3,0.4,0.008980238763039383,0.9910197612369607
DTLZ4,hv,3,0.5,0.013995907742832873,0.9860040922571671
DTLZ4,hv,3,0.6000000000000001,0.15524721715861745,0.8447527828413826
DTLZ4,hv,3,0.7000000000000001,0.11836178531892866,0.8816382146810713
DTLZ4,hv,3,0.8,0.11836178531892866,0.8816382146810713
DTLZ4,hv,3,0.9,0.03148952560722761,0.9685104743927724
DTLZ4,hv,3,0.999,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.001,0.1313091452212603,0.8686908547787398
DTLZ4,hv,4,0.1,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.2,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.3,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.4,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.5,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.6000000000000001,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.7000000000000001,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.8,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.9,0.08071473118354167,0.9192852688164583
DTLZ4,hv,4,0.999,0.08071473118354167,0.9192852688164583
DTLZ4,hv,5,0.001,0.3372120361176469,0.6627879638823531
DTLZ4,hv,5,0.1,0.4443189304475039,0.5556810695524961
DTLZ4,hv,5,0.2,0.16349467479900753,0.8365053252009924
DTLZ4,hv,5,0.3,0.10378922116781214,0.8962107788321878
DTLZ4,hv,5,0.4,0.0343517871614391,0.965648212838561
DTLZ4,hv,5,0.5,0.10378922116781214,0.8962107788321878
DTLZ4,hv,5,0.6000000000000001,0.10378922116781214,0.8962107788321878
DTLZ4,hv,5,0.7000000000000001,0.3372120361176469,0.6627879638823531
DTLZ4,hv,5,0.8,0.10378922116781214,0.8962107788321878
DTLZ4,hv,5,0.9,0.0249749882273732,0.9750250117726268
DTLZ4,hv,5,0.999,0.0343517871614391,0.965648212838561
DTLZ4,hv,6,0.001,0.9455952849797271,0.05440471502027284
DTLZ4,hv,6,0.1,0.8574752962986936,0.14252470370130638
DTLZ4,hv,6,0.2,0.8574752962986936,0.14252470370130638
DTLZ4,hv,6,0.3,0.8574752962986936,0.14252470370130638
DTLZ4,hv,6,0.4,0.8574752962986936,0.14252470370130638
DTLZ4,hv,6,0.5,0.7035099509912867,0.29649004900871334
DTLZ4,hv,6,0.6000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,hv,6,0.7000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,hv,6,0.8,0.7035099509912867,0.29649004900871334
DTLZ4,hv,6,0.9,0.7035099509912867,0.29649004900871334
DTLZ4,hv,6,0.999,0.7035099509912867,0.29649004900871334
DTLZ4,hv,7,0.001,0.8574752962986936,0.14252470370130638
DTLZ4,hv,7,0.1,0.7035099509912867,0.29649004900871334
DTLZ4,hv,7,0.2,0.8574752962986936,0.14252470370130638
DTLZ4,hv,7,0.3,0.8574752962986936,0.14252470370130638
DTLZ4,hv,7,0.4,0.8574752962986936,0.14252470370130638
DTLZ4,hv,7,0.5,0.7035099509912867,0.29649004900871334
DTLZ4,hv,7,0.6000000000000001,0.8574752962986936,0.14252470370130638
DTLZ4,hv,7,0.7000000000000001,0.14252470370130638,0.8574752962986936
DTLZ4,hv,7,0.8,0.05440471502027284,0.9455952849797271
DTLZ4,hv,7,0.9,0.14252470370130638,0.8574752962986936
DTLZ4,hv,7,0.999,0.14252470370130638,0.8574752962986936
DTLZ4,igd,2,0.001,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.1,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.2,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.4,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.5,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.6000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.7000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.8,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.9,0.008980238763039383,0.9910197612369607
DTLZ4,igd,2,0.999,0.008980238763039383,0.9910197612369607
DTLZ4,igd,3,0.001,0.20040708469146723,0.7995929153085328
DTLZ4,igd,3,0.1,0.03148952560722761,0.9685104743927724
DTLZ4,igd,3,0.2,0.013995907742832873,0.9860040922571671
DTLZ4,igd,3,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,igd,3,0.4,0.03148952560722761,0.9685104743927724
DTLZ4,igd,3,0.5,0.008980238763039383,0.9910197612369607
DTLZ4,igd,3,0.6000000000000001,0.021261238999025815,0.9787387610009742
DTLZ4,igd,3,0.7000000000000001,0.08814818722025558,0.9118518127797444
DTLZ4,igd,3,0.8,0.013995907742832873,0.9860040922571671
DTLZ4,igd,3,0.9,0.008877961307018026,0.991122038692982
DTLZ4,igd,3,0.999,0.017845950058402206,0.9821540499415978
DTLZ4,igd,4,0.001,0.7122984885436232,0.2877015114563768
DTLZ4,igd,4,0.1,0.3897172642136375,0.6102827357863625
DTLZ4,igd,4,0.2,0.7580800743032159,0.2419199256967841
DTLZ4,igd,4,0.3,0.5,0.5
DTLZ4,igd,4,0.4,0.4443189304475039,0.5556810695524961
DTLZ4,igd,4,0.5,0.6102827357863625,0.3897172642136375
DTLZ4,igd,4,0.6000000000000001,0.6627879638823531,0.3372120361176469
DTLZ4,igd,4,0.7000000000000001,0.3372120361176469,0.6627879638823531
DTLZ4,igd,4,0.8,0.9192852688164583,0.08071473118354167
DTLZ4,igd,4,0.9,0.8686908547787398,0.1313091452212603
DTLZ4,igd,4,0.999,0.6627879638823531,0.3372120361176469
DTLZ4,igd,5,0.001,0.8686908547787398,0.1313091452212603
DTLZ4,igd,5,0.1,0.6627879638823531,0.3372120361176469
DTLZ4,igd,5,0.2,0.0249749882273732,0.9750250117726268
DTLZ4,igd,5,0.3,0.008645140296453127,0.9913548597035469
DTLZ4,igd,5,0.4,0.008645140296453127,0.9913548597035469
DTLZ4,igd,5,0.5,0.005859342799884314,0.9941406572001157
DTLZ4,igd,5,0.6000000000000001,0.005859342799884314,0.9941406572001157
DTLZ4,igd,5,0.7000000000000001,0.005859342799884314,0.9941406572001157
DTLZ4,igd,5,0.8,0.005859342799884314,0.9941406572001157
DTLZ4,igd,5,0.9,0.20040708469146723,0.7995929153085328
DTLZ4,igd,5,0.999,0.06174263607227449,0.9382573639277255
DTLZ4,igd,6,0.001,0.5,0.5
DTLZ4,igd,6,0.1,0.7035099509912867,0.29649004900871334
DTLZ4,igd,6,0.2,0.5,0.5
DTLZ4,igd,6,0.3,0.5,0.5
DTLZ4,igd,6,0.4,0.5,0.5
DTLZ4,igd,6,0.5,0.5,0.5
DTLZ4,igd,6,0.6000000000000001,0.5,0.5
DTLZ4,igd,6,0.7000000000000001,0.5,0.5
DTLZ4,igd,6,0.8,0.5,0.5
DTLZ4,igd,6,0.9,0.5,0.5
DTLZ4,igd,6,0.999,0.5,0.5
DTLZ4,igd,7,0.001,0.8574752962986936,0.14252470370130638
DTLZ4,igd,7,0.1,0.5,0.5
DTLZ4,igd,7,0.2,0.5,0.5
DTLZ4,igd,7,0.3,0.5,0.5
DTLZ4,igd,7,0.4,0.14252470370130638,0.8574752962986936
DTLZ4,igd,7,0.5,0.14252470370130638,0.8574752962986936
DTLZ4,igd,7,0.6000000000000001,0.5,0.5
DTLZ4,igd,7,0.7000000000000001,0.05440471502027284,0.9455952849797271
DTLZ4,igd,7,0.8,0.05440471502027284,0.9455952849797271
DTLZ4,igd,7,0.9,0.05440471502027284,0.9455952849797271
DTLZ4,igd,7,0.999,0.05440471502027284,0.9455952849797271
DTLZ4,igd+,2,0.001,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.1,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.2,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.4,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.5,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.6000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.7000000000000001,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.8,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.9,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,2,0.999,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,3,0.001,0.1313091452212603,0.8686908547787398
DTLZ4,igd+,3,0.1,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,3,0.2,0.013995907742832873,0.9860040922571671
DTLZ4,igd+,3,0.3,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,3,0.4,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,3,0.5,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,3,0.6000000000000001,0.021261238999025815,0.9787387610009742
DTLZ4,igd+,3,0.7000000000000001,0.021261238999025815,0.9787387610009742
DTLZ4,igd+,3,0.8,0.021261238999025815,0.9787387610009742
DTLZ4,igd+,3,0.9,0.008980238763039383,0.9910197612369607
DTLZ4,igd+,3,0.999,0.0249749882273732,0.9750250117726268
DTLZ4,igd+,4,0.001,0.9192852688164583,0.08071473118354167
DTLZ4,igd+,4,0.1,0.8365053252009924,0.16349467479900753
DTLZ4,igd+,4,0.2,0.4443189304475039,0.5556810695524961
DTLZ4,igd+,4,0.3,0.5,0.5
DTLZ4,igd+,4,0.4,0.1313091452212603,0.8686908547787398
DTLZ4,igd+,4,0.5,0.2419199256967841,0.7580800743032159
DTLZ4,igd+,4,0.6000000000000001,0.08071473118354167,0.9192852688164583
DTLZ4,igd+,4,0.7000000000000001,0.08071473118354167,0.9192852688164583
DTLZ4,igd+,4,0.8,0.08071473118354167,0.9192852688164583
DTLZ4,igd+,4,0.9,0.08071473118354167,0.9192852688164583
DTLZ4,igd+,4,0.999,0.10378922116781214,0.8962107788321878
DTLZ4,igd+,5,0.001,0.7580800743032159,0.2419199256967841
DTLZ4,igd+,5,0.1,0.8365053252009924,0.16349467479900753
DTLZ4,igd+,5,0.2,0.7580800743032159,0.2419199256967841
DTLZ4,igd+,5,0.3,0.4443189304475039,0.5556810695524961
DTLZ4,igd+,5,0.4,0.2877015114563768,0.7122984885436232
DTLZ4,igd+,5,0.5,0.6102827357863625,0.3897172642136375
DTLZ4,igd+,5,0.6000000000000001,0.6102827357863625,0.3897172642136375
DTLZ4,igd+,5,0.7000000000000001,0.8365053252009924,0.16349467479900753
DTLZ4,igd+,5,0.8,0.6102827357863625,0.3897172642136375
DTLZ4,igd+,5,0.9,0.2419199256967841,0.7580800743032159
DTLZ4,igd+,5,0.999,0.5,0.5
DTLZ4,igd+,6,0.001,0.9455952849797271,0.05440471502027284
DTLZ4,igd+,6,0.1,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,6,0.2,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,6,0.3,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,6,0.4,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,6,0.5,0.7035099509912867,0.29649004900871334
DTLZ4,igd+,6,0.6000000000000001,0.9455952849797271,0.05440471502027284
DTLZ4,igd+,6,0.7000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,igd+,6,0.8,0.7035099509912867,0.29649004900871334
DTLZ4,igd+,6,0.9,0.7035099509912867,0.29649004900871334
DTLZ4,igd+,6,0.999,0.7035099509912867,0.29649004900871334
DTLZ4,igd+,7,0.001,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.1,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.2,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.3,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.4,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.5,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.6000000000000001,0.8574752962986936,0.14252470370130638
DTLZ4,igd+,7,0.7000000000000001,0.5,0.5
DTLZ4,igd+,7,0.8,0.14252470370130638,0.8574752962986936
DTLZ4,igd+,7,0.9,0.29649004900871334,0.7035099509912867
DTLZ4,igd+,7,0.999,0.29649004900871334,0.7035099509912867
DTLZ4,r2,2,0.001,0.03148952560722761,0.9685104743927724
DTLZ4,r2,2,0.1,0.013995907742832873,0.9860040922571671
DTLZ4,r2,2,0.2,0.021261238999025815,0.9787387610009742
DTLZ4,r2,2,0.3,0.1020420888827866,0.8979579111172133
DTLZ4,r2,2,0.4,0.06409508717255392,0.935904912827446
DTLZ4,r2,2,0.5,0.013995907742832873,0.9860040922571671
DTLZ4,r2,2,0.6000000000000001,0.013995907742832873,0.9860040922571671
DTLZ4,r2,2,0.7000000000000001,0.013995907742832873,0.9860040922571671
DTLZ4,r2,2,0.8,0.03148952560722761,0.9685104743927724
DTLZ4,r2,2,0.9,0.5671138125036893,0.4328861874963107
DTLZ4,r2,2,0.999,0.08814818722025558,0.9118518127797444
DTLZ4,r2,3,0.001,0.2419199256967841,0.7580800743032159
DTLZ4,r2,3,0.1,0.5,0.5
DTLZ4,r2,3,0.2,0.6323416546813297,0.36765834531867025
DTLZ4,r2,3,0.3,0.8447527828413826,0.15524721715861745
DTLZ4,r2,3,0.4,0.8816382146810713,0.11836178531892866
DTLZ4,r2,3,0.5,0.5671138125036893,0.4328861874963107
DTLZ4,r2,3,0.6000000000000001,0.4328861874963107,0.5671138125036893
DTLZ4,r2,3,0.7000000000000001,0.4328861874963107,0.5671138125036893
DTLZ4,r2,3,0.8,0.36765834531867025,0.6323416546813297
DTLZ4,r2,3,0.9,0.5,0.5
DTLZ4,r2,3,0.999,0.06174263607227449,0.9382573639277255
DTLZ4,r2,4,0.001,0.7580800743032159,0.2419199256967841
DTLZ4,r2,4,0.1,0.8365053252009924,0.16349467479900753
DTLZ4,r2,4,0.2,0.6102827357863625,0.3897172642136375
DTLZ4,r2,4,0.3,0.6102827357863625,0.3897172642136375
DTLZ4,r2,4,0.4,0.4443189304475039,0.5556810695524961
DTLZ4,r2,4,0.5,0.5556810695524961,0.4443189304475039
DTLZ4,r2,4,0.6000000000000001,0.8365053252009924,0.16349467479900753
DTLZ4,r2,4,0.7000000000000001,0.7580800743032159,0.2419199256967841
DTLZ4,r2,4,0.8,0.10378922116781214,0.8962107788321878
DTLZ4,r2,4,0.9,0.5556810695524961,0.4443189304475039
DTLZ4,r2,4,0.999,0.16349467479900753,0.8365053252009924
DTLZ4,r2,5,0.001,0.8686908547787398,0.1313091452212603
DTLZ4,r2,5,0.1,0.6102827357863625,0.3897172642136375
DTLZ4,r2,5,0.2,0.9821540499415978,0.017845950058402206
DTLZ4,r2,5,0.3,0.9382573639277255,0.06174263607227449
DTLZ4,r2,5,0.4,0.9750250117726268,0.0249749882273732
DTLZ4,r2,5,0.5,0.9750250117726268,0.0249749882273732
DTLZ4,r2,5,0.6000000000000001,0.965648212838561,0.0343517871614391
DTLZ4,r2,5,0.7000000000000001,0.9382573639277255,0.06174263607227449
DTLZ4,r2,5,0.8,0.9382573639277255,0.06174263607227449
DTLZ4,r2,5,0.9,0.9192852688164583,0.08071473118354167
DTLZ4,r2,5,0.999,0.9535540295581474,0.04644597044185266
DTLZ4,r2,6,0.001,0.29649004900871334,0.7035099509912867
DTLZ4,r2,6,0.1,0.5,0.5
DTLZ4,r2,6,0.2,0.14252470370130638,0.8574752962986936
DTLZ4,r2,6,0.3,0.14252470370130638,0.8574752962986936
DTLZ4,r2,6,0.4,0.14252470370130638,0.8574752962986936
DTLZ4,r2,6,0.5,0.29649004900871334,0.7035099509912867
DTLZ4,r2,6,0.6000000000000001,0.29649004900871334,0.7035099509912867
DTLZ4,r2,6,0.7000000000000001,0.5,0.5
DTLZ4,r2,6,0.8,0.5,0.5
DTLZ4,r2,6,0.9,0.29649004900871334,0.7035099509912867
DTLZ4,r2,6,0.999,0.5,0.5
DTLZ4,r2,7,0.001,0.29649004900871334,0.7035099509912867
DTLZ4,r2,7,0.1,0.8574752962986936,0.14252470370130638
DTLZ4,r2,7,0.2,0.14252470370130638,0.8574752962986936
DTLZ4,r2,7,0.3,0.29649004900871334,0.7035099509912867
DTLZ4,r2,7,0.4,0.9455952849797271,0.05440471502027284
DTLZ4,r2,7,0.5,0.9455952849797271,0.05440471502027284
DTLZ4,r2,7,0.6000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,r2,7,0.7000000000000001,0.7035099509912867,0.29649004900871334
DTLZ4,r2,7,0.8,0.9455952849797271,0.05440471502027284
DTLZ4,r2,7,0.9,0.9455952849797271,0.05440471502027284
DTLZ4,r2,7,0.999,0.9455952849797271,0.05440471502027284
DTLZ4,s-energy,2,0.001,0.1875,0.8388671875
DTLZ4,s-energy,2,0.1,0.1875,0.8388671875
DTLZ4,s-energy,2,0.2,0.1875,0.8388671875
DTLZ4,s-energy,2,0.3,0.1875,0.8388671875
DTLZ4,s-energy,2,0.4,0.1875,0.8388671875
DTLZ4,s-energy,2,0.5,0.1875,0.8388671875
DTLZ4,s-energy,2,0.6000000000000001,0.1875,0.8388671875
DTLZ4,s-energy,2,0.7000000000000001,0.1875,0.8388671875
DTLZ4,s-energy,2,0.8,0.1875,0.8388671875
DTLZ4,s-energy,2,0.9,0.1875,0.8388671875
DTLZ4,s-energy,2,0.999,0.1875,0.8388671875
DTLZ4,s-energy,3,0.001,,
DTLZ4,s-energy,3,0.1,,
