n_objetivos,problema,indicador,hiperparam_ind_conv,,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
3,DTLZ6,eps+,R2,0.3,5.771484e-01,5.771484e-01,6.152344e-01,nan,6.875000e-01,2.460938e-01,6.152344e-01,3.847656e-01,7.216797e-01,3.847656e-01,3.847656e-01
3,DTLZ6,eps+,R2,0.4,1.875000e-01,3.125000e-01,2.460938e-01,3.476562e-01,nan,2.441406e-02,8.007812e-02,1.611328e-01,3.847656e-01,6.542969e-02,8.007812e-02
3,DTLZ6,eps+,R2,0.5,8.125000e-01,6.875000e-01,8.388672e-01,7.841797e-01,9.814453e-01,nan,8.837891e-01,8.125000e-01,9.199219e-01,6.152344e-01,5.390625e-01
3,DTLZ6,eps+,R2,0.6000000000000001,5.390625e-01,5.390625e-01,6.523438e-01,4.228516e-01,9.345703e-01,1.376953e-01,nan,5.000000e-01,6.875000e-01,1.611328e-01,2.460938e-01
3,DTLZ6,eps+,R2,0.7000000000000001,2.783203e-01,6.152344e-01,5.390625e-01,6.523438e-01,8.623047e-01,2.158203e-01,5.390625e-01,nan,9.199219e-01,2.783203e-01,2.460938e-01
3,DTLZ6,eps+,R2,0.8,1.162109e-01,2.158203e-01,2.460938e-01,3.125000e-01,6.523438e-01,9.667969e-02,3.476562e-01,9.667969e-02,nan,6.542969e-02,5.273438e-02
3,DTLZ6,eps+,R2,0.9,6.523438e-01,7.216797e-01,6.523438e-01,6.523438e-01,9.472656e-01,4.228516e-01,8.623047e-01,7.539062e-01,9.472656e-01,nan,5.390625e-01
3,DTLZ6,eps+,R2,0.999,6.875000e-01,7.539062e-01,7.539062e-01,6.523438e-01,9.345703e-01,5.000000e-01,7.841797e-01,7.841797e-01,9.580078e-01,5.000000e-01,nan
3,DTLZ6,hv,IGD+,0.001,nan,7.539062e-01,9.306797e-01,4.609375e-01,6.152344e-01,8.388672e-01,5.000000e-01,8.388672e-01,5.390625e-01,2.158203e-01,2.460938e-01
3,DTLZ6,hv,IGD+,0.1,2.783203e-01,nan,7.216797e-01,1.611328e-01,7.216797e-01,7.793659e-01,3.476562e-01,6.523438e-01,5.000000e-01,6.542969e-02,2.460938e-01
3,DTLZ6,hv,IGD+,0.2,6.932032e-02,3.125000e-01,nan,1.162109e-01,4.763825e-01,3.125000e-01,1.875000e-01,5.390625e-01,1.875000e-01,4.199219e-02,1.162109e-01
3,DTLZ6,hv,IGD+,0.3,5.771484e-01,8.623047e-01,9.199219e-01,nan,9.033203e-01,8.837891e-01,6.152344e-01,9.033203e-01,7.216797e-01,1.611328e-01,5.000000e-01
3,DTLZ6,hv,IGD+,0.4,4.228516e-01,3.125000e-01,5.236175e-01,1.162109e-01,nan,5.000000e-01,3.125000e-01,3.847656e-01,3.847656e-01,4.199219e-02,9.667969e-02
3,DTLZ6,hv,IGD+,0.5,1.875000e-01,2.206341e-01,7.216797e-01,1.376953e-01,5.390625e-01,nan,2.460938e-01,5.390625e-01,2.573349e-01,1.367188e-02,1.611328e-01
3,DTLZ6,hv,IGD+,0.6000000000000001,5.390625e-01,6.875000e-01,8.388672e-01,4.228516e-01,7.216797e-01,7.841797e-01,nan,7.216797e-01,5.000000e-01,2.158203e-01,2.783203e-01
3,DTLZ6,hv,IGD+,0.7000000000000001,1.875000e-01,3.847656e-01,5.000000e-01,1.162109e-01,6.523438e-01,5.000000e-01,3.125000e-01,nan,1.162109e-01,3.222656e-02,2.441406e-02
3,DTLZ6,hv,IGD+,0.8,5.000000e-01,5.390625e-01,8.388672e-01,3.125000e-01,6.523438e-01,7.426651e-01,5.390625e-01,9.033203e-01,nan,9.667969e-02,3.476562e-01
3,DTLZ6,hv,IGD+,0.9,8.125000e-01,9.472656e-01,9.677734e-01,8.623047e-01,9.677734e-01,9.902344e-01,8.125000e-01,9.755859e-01,9.199219e-01,nan,6.875000e-01
3,DTLZ6,hv,IGD+,0.999,7.841797e-01,7.841797e-01,9.033203e-01,5.390625e-01,9.199219e-01,8.623047e-01,7.539062e-01,9.814453e-01,6.875000e-01,3.476562e-01,nan
3,DTLZ6,hv,R2,0.001,nan,6.523438e-01,6.523438e-01,6.875000e-01,4.228516e-01,6.152344e-01,6.152344e-01,5.771484e-01,8.837891e-01,7.841797e-01,4.228516e-01
3,DTLZ6,hv,R2,0.1,3.847656e-01,nan,5.000000e-01,7.216797e-01,2.783203e-01,5.771484e-01,2.783203e-01,4.228516e-01,8.388672e-01,9.863281e-01,6.152344e-01
3,DTLZ6,hv,R2,0.2,3.847656e-01,5.390625e-01,nan,5.390625e-01,6.542969e-02,3.125000e-01,4.228516e-01,6.152344e-01,6.152344e-01,8.623047e-01,4.609375e-01
3,DTLZ6,hv,R2,0.3,3.476562e-01,3.125000e-01,5.000000e-01,nan,9.667969e-02,4.609375e-01,2.783203e-01,1.875000e-01,6.875000e-01,3.847656e-01,4.228516e-01
3,DTLZ6,hv,R2,0.4,6.152344e-01,7.539062e-01,9.472656e-01,9.199219e-01,nan,8.623047e-01,6.523438e-01,7.841797e-01,8.837891e-01,9.755859e-01,7.539062e-01
3,DTLZ6,hv,R2,0.5,4.228516e-01,4.609375e-01,7.216797e-01,5.771484e-01,1.611328e-01,nan,4.609375e-01,5.390625e-01,6.152344e-01,8.837891e-01,5.771484e-01
3,DTLZ6,hv,R2,0.6000000000000001,4.228516e-01,7.539062e-01,6.152344e-01,7.539062e-01,3.847656e-01,5.771484e-01,nan,5.771484e-01,9.033203e-01,9.199219e-01,5.771484e-01
3,DTLZ6,hv,R2,0.7000000000000001,4.609375e-01,6.152344e-01,4.228516e-01,8.388672e-01,2.460938e-01,5.000000e-01,4.609375e-01,nan,8.125000e-01,8.623047e-01,4.609375e-01
3,DTLZ6,hv,R2,0.8,1.376953e-01,1.875000e-01,4.228516e-01,3.476562e-01,1.376953e-01,4.228516e-01,1.162109e-01,2.158203e-01,nan,8.837891e-01,1.875000e-01
3,DTLZ6,hv,R2,0.9,2.460938e-01,1.855469e-02,1.611328e-01,6.523438e-01,3.222656e-02,1.376953e-01,9.667969e-02,1.611328e-01,1.376953e-01,nan,2.158203e-01
3,DTLZ6,hv,R2,0.999,6.152344e-01,4.228516e-01,5.771484e-01,6.152344e-01,2.783203e-01,4.609375e-01,4.609375e-01,5.771484e-01,8.388672e-01,8.125000e-01,nan
3,DTLZ6,igd,IGD+,0.001,nan,4.228516e-01,1.875000e-01,7.216797e-01,5.390625e-01,5.000000e-01,5.000000e-01,2.783203e-01,5.390625e-01,4.609375e-01,6.875000e-01
3,DTLZ6,igd,IGD+,0.1,6.152344e-01,nan,2.158203e-01,5.390625e-01,3.476562e-01,4.609375e-01,4.609375e-01,2.460938e-01,4.609375e-01,5.771484e-01,5.771484e-01
3,DTLZ6,igd,IGD+,0.2,8.388672e-01,8.125000e-01,nan,8.125000e-01,8.837891e-01,8.125000e-01,9.472656e-01,6.523438e-01,9.033203e-01,9.580078e-01,9.199219e-01
3,DTLZ6,igd,IGD+,0.3,3.125000e-01,5.000000e-01,2.158203e-01,nan,5.771484e-01,5.771484e-01,3.476562e-01,1.611328e-01,3.847656e-01,3.476562e-01,3.476562e-01
3,DTLZ6,igd,IGD+,0.4,5.000000e-01,6.875000e-01,1.376953e-01,4.609375e-01,nan,2.783203e-01,6.523438e-01,3.125000e-01,4.228516e-01,6.875000e-01,3.476562e-01
3,DTLZ6,igd,IGD+,0.5,5.390625e-01,5.771484e-01,2.158203e-01,4.609375e-01,7.539062e-01,nan,5.771484e-01,2.783203e-01,6.523438e-01,6.523438e-01,6.523438e-01
3,DTLZ6,igd,IGD+,0.6000000000000001,5.390625e-01,5.771484e-01,6.542969e-02,6.875000e-01,3.847656e-01,4.609375e-01,nan,5.000000e-01,6.523438e-01,4.609375e-01,6.523438e-01
3,DTLZ6,igd,IGD+,0.7000000000000001,7.539062e-01,7.841797e-01,3.847656e-01,8.623047e-01,7.216797e-01,7.539062e-01,5.390625e-01,nan,9.199219e-01,6.523438e-01,7.216797e-01
3,DTLZ6,igd,IGD+,0.8,5.000000e-01,5.771484e-01,1.162109e-01,6.523438e-01,6.152344e-01,3.847656e-01,3.847656e-01,9.667969e-02,nan,3.476562e-01,4.228516e-01
3,DTLZ6,igd,IGD+,0.9,5.771484e-01,4.609375e-01,5.273438e-02,6.875000e-01,3.476562e-01,3.847656e-01,5.771484e-01,3.847656e-01,6.875000e-01,nan,6.152344e-01
3,DTLZ6,igd,IGD+,0.999,3.476562e-01,4.609375e-01,9.667969e-02,6.875000e-01,6.875000e-01,3.847656e-01,3.847656e-01,3.125000e-01,6.152344e-01,4.228516e-01,nan
3,DTLZ6,igd,R2,0.001,nan,7.216797e-01,5.771484e-01,8.388672e-01,8.388672e-01,4.228516e-01,9.755859e-01,9.345703e-01,3.847656e-01,5.000000e-01,8.623047e-01
3,DTLZ6,igd,R2,0.1,3.125000e-01,nan,5.390625e-01,7.539062e-01,6.152344e-01,3.476562e-01,9.199219e-01,7.216797e-01,2.460938e-01,3.847656e-01,4.609375e-01
3,DTLZ6,igd,R2,0.2,4.609375e-01,5.000000e-01,nan,7.539062e-01,6.875000e-01,8.125000e-01,9.472656e-01,8.837891e-01,4.228516e-01,4.609375e-01,7.216797e-01
3,DTLZ6,igd,R2,0.3,1.875000e-01,2.783203e-01,2.783203e-01,nan,6.523438e-01,1.611328e-01,6.523438e-01,5.771484e-01,8.007812e-02,2.460938e-01,4.228516e-01
3,DTLZ6,igd,R2,0.4,1.875000e-01,4.228516e-01,3.476562e-01,3.847656e-01,nan,1.376953e-01,7.841797e-01,6.523438e-01,2.158203e-01,2.460938e-01,4.228516e-01
3,DTLZ6,igd,R2,0.5,6.152344e-01,6.875000e-01,2.158203e-01,8.623047e-01,8.837891e-01,nan,9.677734e-01,9.033203e-01,5.771484e-01,5.771484e-01,6.523438e-01
3,DTLZ6,igd,R2,0.6000000000000001,3.222656e-02,9.667969e-02,6.542969e-02,3.847656e-01,2.460938e-01,4.199219e-02,nan,2.783203e-01,5.273438e-02,9.667969e-02,9.667969e-02
3,DTLZ6,igd,R2,0.7000000000000001,8.007812e-02,3.125000e-01,1.376953e-01,4.609375e-01,3.847656e-01,1.162109e-01,7.539062e-01,nan,1.162109e-01,1.162109e-01,3.125000e-01
3,DTLZ6,igd,R2,0.8,6.523438e-01,7.841797e-01,6.152344e-01,9.345703e-01,8.125000e-01,4.609375e-01,9.580078e-01,9.033203e-01,nan,6.523438e-01,6.875000e-01
3,DTLZ6,igd,R2,0.9,5.390625e-01,6.523438e-01,5.771484e-01,7.841797e-01,7.841797e-01,4.609375e-01,9.199219e-01,9.033203e-01,3.847656e-01,nan,7.841797e-01
3,DTLZ6,igd,R2,0.999,1.611328e-01,5.771484e-01,3.125000e-01,6.152344e-01,6.152344e-01,3.847656e-01,9.199219e-01,7.216797e-01,3.476562e-01,2.460938e-01,nan
3,DTLZ6,igd+,IGD+,0.001,nan,5.771484e-01,2.460938e-01,1.162109e-01,5.771484e-01,6.523438e-01,4.609375e-01,4.228516e-01,4.228516e-01,3.222656e-02,3.476562e-01
3,DTLZ6,igd+,IGD+,0.1,4.609375e-01,nan,5.273438e-02,1.875000e-01,7.216797e-01,7.539062e-01,5.000000e-01,4.228516e-01,2.158203e-01,3.222656e-02,2.460938e-01
3,DTLZ6,igd+,IGD+,0.2,7.841797e-01,9.580078e-01,nan,3.476562e-01,9.580078e-01,9.472656e-01,7.841797e-01,5.771484e-01,6.523438e-01,6.542969e-02,7.841797e-01
3,DTLZ6,igd+,IGD+,0.3,9.033203e-01,8.388672e-01,6.875000e-01,nan,8.837891e-01,9.199219e-01,8.623047e-01,6.523438e-01,6.875000e-01,4.228516e-01,7.841797e-01
3,DTLZ6,igd+,IGD+,0.4,4.609375e-01,3.125000e-01,5.273438e-02,1.376953e-01,nan,5.390625e-01,5.771484e-01,2.158203e-01,2.158203e-01,1.855469e-02,2.158203e-01
3,DTLZ6,igd+,IGD+,0.5,3.847656e-01,2.783203e-01,6.542969e-02,9.667969e-02,5.000000e-01,nan,1.376953e-01,3.476562e-01,1.162109e-01,1.855469e-02,3.125000e-01
3,DTLZ6,igd+,IGD+,0.6000000000000001,5.771484e-01,5.390625e-01,2.460938e-01,1.611328e-01,4.609375e-01,8.837891e-01,nan,3.125000e-01,2.783203e-01,6.542969e-02,4.609375e-01
3,DTLZ6,igd+,IGD+,0.7000000000000001,6.152344e-01,6.152344e-01,4.609375e-01,3.847656e-01,8.125000e-01,6.875000e-01,7.216797e-01,nan,5.390625e-01,1.611328e-01,5.390625e-01
3,DTLZ6,igd+,IGD+,0.8,6.152344e-01,8.125000e-01,3.847656e-01,3.476562e-01,8.125000e-01,9.033203e-01,7.539062e-01,5.000000e-01,nan,1.162109e-01,6.875000e-01
3,DTLZ6,igd+,IGD+,0.9,9.755859e-01,9.755859e-01,9.472656e-01,6.152344e-01,9.863281e-01,9.863281e-01,9.472656e-01,8.623047e-01,9.033203e-01,nan,9.345703e-01
3,DTLZ6,igd+,IGD+,0.999,6.875000e-01,7.841797e-01,2.460938e-01,2.460938e-01,8.125000e-01,7.216797e-01,5.771484e-01,5.000000e-01,3.476562e-01,8.007812e-02,nan
3,DTLZ6,igd+,R2,0.001,nan,6.152344e-01,4.228516e-01,8.388672e-01,5.000000e-01,3.125000e-01,8.623047e-01,9.580078e-01,2.460938e-01,5.000000e-01,3.476562e-01
3,DTLZ6,igd+,R2,0.1,4.228516e-01,nan,5.390625e-01,8.623047e-01,8.623047e-01,3.847656e-01,7.216797e-01,9.199219e-01,1.376953e-01,6.523438e-01,4.609375e-01
3,DTLZ6,igd+,R2,0.2,6.152344e-01,5.000000e-01,nan,9.033203e-01,6.152344e-01,5.390625e-01,9.472656e-01,9.814453e-01,3.125000e-01,6.875000e-01,3.125000e-01
3,DTLZ6,igd+,R2,0.3,1.875000e-01,1.611328e-01,1.162109e-01,nan,2.783203e-01,4.199219e-02,2.158203e-01,4.609375e-01,4.199219e-02,1.611328e-01,1.875000e-01
3,DTLZ6,igd+,R2,0.4,5.390625e-01,1.611328e-01,4.228516e-01,7.539062e-01,nan,2.158203e-01,4.609375e-01,7.539062e-01,8.007812e-02,5.390625e-01,3.476562e-01
3,DTLZ6,igd+,R2,0.5,7.216797e-01,6.523438e-01,5.000000e-01,9.677734e-01,8.125000e-01,nan,9.199219e-01,9.580078e-01,3.847656e-01,7.539062e-01,4.228516e-01
3,DTLZ6,igd+,R2,0.6000000000000001,1.611328e-01,3.125000e-01,6.542969e-02,8.125000e-01,5.771484e-01,9.667969e-02,nan,7.216797e-01,1.611328e-01,3.847656e-01,2.460938e-01
3,DTLZ6,igd+,R2,0.7000000000000001,5.273438e-02,9.667969e-02,2.441406e-02,5.771484e-01,2.783203e-01,5.273438e-02,3.125000e-01,nan,5.273438e-02,2.783203e-01,1.162109e-01
3,DTLZ6,igd+,R2,0.8,7.841797e-01,8.837891e-01,7.216797e-01,9.677734e-01,9.345703e-01,6.523438e-01,8.623047e-01,9.580078e-01,nan,9.033203e-01,7.841797e-01
3,DTLZ6,igd+,R2,0.9,5.390625e-01,3.847656e-01,3.476562e-01,8.623047e-01,5.000000e-01,2.783203e-01,6.523438e-01,7.539062e-01,1.162109e-01,nan,2.460938e-01
3,DTLZ6,igd+,R2,0.999,6.875000e-01,5.771484e-01,7.216797e-01,8.388672e-01,6.875000e-01,6.152344e-01,7.841797e-01,9.033203e-01,2.460938e-01,7.841797e-01,nan
3,DTLZ6,r2,IGD+,0.001,nan,8.125000e-01,2.206341e-01,6.152344e-01,7.216797e-01,5.000000e-01,2.783203e-01,5.390625e-01,4.609375e-01,2.158203e-01,4.228516e-01
3,DTLZ6,r2,IGD+,0.1,2.158203e-01,nan,1.376953e-01,5.705225e-01,9.199219e-01,1.875000e-01,1.611328e-01,3.476562e-01,2.460938e-01,2.441406e-02,1.376953e-01
3,DTLZ6,r2,IGD+,0.2,7.793659e-01,8.837891e-01,nan,8.837891e-01,9.755859e-01,6.875000e-01,4.228516e-01,8.698035e-01,8.125000e-01,3.125000e-01,7.539062e-01
3,DTLZ6,r2,IGD+,0.3,4.228516e-01,4.294775e-01,1.376953e-01,nan,9.033203e-01,4.609375e-01,2.158203e-01,6.523438e-01,2.783203e-01,9.667969e-02,3.847656e-01
3,DTLZ6,r2,IGD+,0.4,3.125000e-01,9.667969e-02,3.222656e-02,1.376953e-01,nan,1.611328e-01,1.376953e-01,1.875000e-01,1.376953e-01,1.855469e-02,1.376953e-01
3,DTLZ6,r2,IGD+,0.5,5.390625e-01,8.388672e-01,3.476562e-01,5.771484e-01,8.623047e-01,nan,3.847656e-01,5.000000e-01,4.609375e-01,1.376953e-01,6.152344e-01
3,DTLZ6,r2,IGD+,0.6000000000000001,7.841797e-01,8.623047e-01,6.152344e-01,8.125000e-01,8.837891e-01,6.523438e-01,nan,7.030227e-01,6.523438e-01,4.609375e-01,6.523438e-01
3,DTLZ6,r2,IGD+,0.7000000000000001,5.000000e-01,6.875000e-01,1.301965e-01,3.847656e-01,8.388672e-01,5.390625e-01,2.969773e-01,nan,4.228516e-01,1.875000e-01,3.476562e-01
3,DTLZ6,r2,IGD+,0.8,5.771484e-01,7.841797e-01,2.158203e-01,7.539062e-01,8.837891e-01,5.771484e-01,3.847656e-01,6.152344e-01,nan,1.376953e-01,6.523438e-01
3,DTLZ6,r2,IGD+,0.9,8.125000e-01,9.814453e-01,7.539062e-01,9.199219e-01,9.863281e-01,8.837891e-01,5.771484e-01,8.388672e-01,8.837891e-01,nan,8.125000e-01
3,DTLZ6,r2,IGD+,0.999,6.152344e-01,8.837891e-01,3.125000e-01,6.523438e-01,8.837891e-01,4.228516e-01,3.847656e-01,6.875000e-01,3.847656e-01,2.158203e-01,nan
3,DTLZ6,r2,R2,0.001,nan,1.376953e-01,1.376953e-01,3.476562e-01,9.667969e-02,8.007812e-02,3.222656e-02,4.609375e-01,3.847656e-01,7.216797e-01,2.783203e-01
3,DTLZ6,r2,R2,0.1,8.837891e-01,nan,5.000000e-01,7.841797e-01,6.875000e-01,4.609375e-01,4.199219e-02,7.841797e-01,7.841797e-01,9.345703e-01,6.152344e-01
3,DTLZ6,r2,R2,0.2,8.837891e-01,5.390625e-01,nan,7.539062e-01,8.125000e-01,5.000000e-01,3.847656e-01,7.841797e-01,8.623047e-01,9.472656e-01,8.837891e-01
3,DTLZ6,r2,R2,0.3,6.875000e-01,2.460938e-01,2.783203e-01,nan,3.847656e-01,2.783203e-01,2.441406e-02,7.841797e-01,6.152344e-01,9.033203e-01,5.390625e-01
3,DTLZ6,r2,R2,0.4,9.199219e-01,3.476562e-01,2.158203e-01,6.523438e-01,nan,3.125000e-01,6.835938e-03,7.216797e-01,8.125000e-01,8.388672e-01,7.216797e-01
3,DTLZ6,r2,R2,0.5,9.345703e-01,5.771484e-01,5.390625e-01,7.539062e-01,7.216797e-01,nan,1.611328e-01,9.199219e-01,9.677734e-01,1.000000e+00,9.199219e-01
3,DTLZ6,r2,R2,0.6000000000000001,9.755859e-01,9.677734e-01,6.523438e-01,9.814453e-01,9.951172e-01,8.623047e-01,nan,9.863281e-01,9.990234e-01,9.931641e-01,9.951172e-01
3,DTLZ6,r2,R2,0.7000000000000001,5.771484e-01,2.460938e-01,2.460938e-01,2.460938e-01,3.125000e-01,9.667969e-02,1.855469e-02,nan,5.771484e-01,8.623047e-01,5.390625e-01
3,DTLZ6,r2,R2,0.8,6.523438e-01,2.460938e-01,1.611328e-01,4.228516e-01,2.158203e-01,4.199219e-02,1.953125e-03,5.000000e-01,nan,7.216797e-01,4.228516e-01
3,DTLZ6,r2,R2,0.9,3.125000e-01,8.007812e-02,6.542969e-02,1.162109e-01,1.875000e-01,9.765625e-04,9.765625e-03,1.611328e-01,3.125000e-01,nan,2.460938e-01
3,DTLZ6,r2,R2,0.999,7.539062e-01,4.228516e-01,1.376953e-01,5.000000e-01,3.125000e-01,9.667969e-02,6.835938e-03,5.000000e-01,6.152344e-01,7.841797e-01,nan
3,DTLZ6,s-energy,IGD+,0.001,nan,4.609375e-01,5.771484e-01,6.523438e-01,7.216797e-01,3.847656e-01,1.611328e-01,4.609375e-01,8.623047e-01,2.158203e-01,8.388672e-01
3,DTLZ6,s-energy,IGD+,0.1,5.771484e-01,nan,6.523438e-01,7.216797e-01,7.841797e-01,2.783203e-01,3.125000e-01,3.476562e-01,9.033203e-01,5.273438e-02,8.388672e-01
3,DTLZ6,s-energy,IGD+,0.2,4.609375e-01,3.847656e-01,nan,5.000000e-01,7.216797e-01,1.376953e-01,4.228516e-01,2.158203e-01,7.216797e-01,4.199219e-02,6.523438e-01
3,DTLZ6,s-energy,IGD+,0.3,3.847656e-01,3.125000e-01,5.390625e-01,nan,6.875000e-01,2.441406e-02,3.125000e-01,1.611328e-01,6.523438e-01,4.199219e-02,6.152344e-01
3,DTLZ6,s-energy,IGD+,0.4,3.125000e-01,2.460938e-01,3.125000e-01,3.476562e-01,nan,1.162109e-01,1.875000e-01,9.667969e-02,5.000000e-01,5.273438e-02,5.390625e-01
3,DTLZ6,s-energy,IGD+,0.5,6.523438e-01,7.539062e-01,8.837891e-01,9.814453e-01,9.033203e-01,nan,6.523438e-01,5.771484e-01,9.863281e-01,2.783203e-01,9.677734e-01
3,DTLZ6,s-energy,IGD+,0.6000000000000001,8.623047e-01,7.216797e-01,6.152344e-01,7.216797e-01,8.388672e-01,3.847656e-01,nan,3.847656e-01,8.623047e-01,2.783203e-01,7.841797e-01
3,DTLZ6,s-energy,IGD+,0.7000000000000001,5.771484e-01,6.875000e-01,8.125000e-01,8.623047e-01,9.199219e-01,4.609375e-01,6.523438e-01,nan,9.755859e-01,2.783203e-01,9.755859e-01
3,DTLZ6,s-energy,IGD+,0.8,1.611328e-01,1.162109e-01,3.125000e-01,3.847656e-01,5.390625e-01,1.855469e-02,1.611328e-01,3.222656e-02,nan,1.367188e-02,2.783203e-01
3,DTLZ6,s-energy,IGD+,0.9,8.125000e-01,9.580078e-01,9.677734e-01,9.677734e-01,9.580078e-01,7.539062e-01,7.539062e-01,7.539062e-01,9.902344e-01,nan,9.863281e-01
3,DTLZ6,s-energy,IGD+,0.999,1.875000e-01,1.875000e-01,3.847656e-01,4.228516e-01,5.000000e-01,4.199219e-02,2.460938e-01,3.222656e-02,7.539062e-01,1.855469e-02,nan
3,DTLZ6,s-energy,R2,0.001,nan,3.847656e-01,9.667969e-02,4.228516e-01,4.609375e-01,3.847656e-01,4.609375e-01,8.007812e-02,2.441406e-02,4.228516e-01,4.609375e-01
3,DTLZ6,s-energy,R2,0.1,6.523438e-01,nan,4.228516e-01,3.125000e-01,5.771484e-01,6.523438e-01,6.523438e-01,3.847656e-01,1.611328e-01,3.847656e-01,6.152344e-01
3,DTLZ6,s-energy,R2,0.2,9.199219e-01,6.152344e-01,nan,7.841797e-01,8.837891e-01,9.033203e-01,8.125000e-01,1.611328e-01,6.542969e-02,5.771484e-01,8.388672e-01
3,DTLZ6,s-energy,R2,0.3,6.152344e-01,7.216797e-01,2.460938e-01,nan,3.125000e-01,4.609375e-01,5.771484e-01,4.199219e-02,1.611328e-01,8.007812e-02,5.000000e-01
3,DTLZ6,s-energy,R2,0.4,5.771484e-01,4.609375e-01,1.376953e-01,7.216797e-01,nan,1.376953e-01,9.199219e-01,1.376953e-01,1.376953e-01,5.390625e-01,5.000000e-01
3,DTLZ6,s-energy,R2,0.5,6.523438e-01,3.847656e-01,1.162109e-01,5.771484e-01,8.837891e-01,nan,7.216797e-01,1.162109e-01,4.199219e-02,6.152344e-01,7.539062e-01
3,DTLZ6,s-energy,R2,0.6000000000000001,5.771484e-01,3.847656e-01,2.158203e-01,4.609375e-01,9.667969e-02,3.125000e-01,nan,1.611328e-01,1.611328e-01,4.228516e-01,1.875000e-01
3,DTLZ6,s-energy,R2,0.7000000000000001,9.345703e-01,6.523438e-01,8.623047e-01,9.677734e-01,8.837891e-01,9.033203e-01,8.623047e-01,nan,4.228516e-01,6.875000e-01,8.125000e-01
3,DTLZ6,s-energy,R2,0.8,9.814453e-01,8.623047e-01,9.472656e-01,8.623047e-01,8.837891e-01,9.677734e-01,8.623047e-01,6.152344e-01,nan,7.539062e-01,8.623047e-01
3,DTLZ6,s-energy,R2,0.9,6.152344e-01,6.523438e-01,4.609375e-01,9.345703e-01,5.000000e-01,4.228516e-01,6.152344e-01,3.476562e-01,2.783203e-01,nan,9.033203e-01
3,DTLZ6,s-energy,R2,0.999,5.771484e-01,4.228516e-01,1.875000e-01,5.390625e-01,5.390625e-01,2.783203e-01,8.388672e-01,2.158203e-01,1.611328e-01,1.162109e-01,nan
3,DTLZ6,spd,IGD+,0.001,nan,4.228516e-01,5.771484e-01,7.841797e-01,5.000000e-01,1.611328e-01,2.783203e-01,2.158203e-01,8.837891e-01,2.158203e-01,7.841797e-01
3,DTLZ6,spd,IGD+,0.1,6.152344e-01,nan,5.771484e-01,7.539062e-01,6.523438e-01,2.158203e-01,3.847656e-01,2.969773e-01,8.125000e-01,1.875000e-01,7.841797e-01
3,DTLZ6,spd,IGD+,0.2,4.609375e-01,4.609375e-01,nan,6.152344e-01,5.390625e-01,1.875000e-01,4.609375e-01,1.875000e-01,7.841797e-01,1.376953e-01,7.216797e-01
3,DTLZ6,spd,IGD+,0.3,2.460938e-01,2.783203e-01,4.228516e-01,nan,3.125000e-01,6.835938e-03,2.460938e-01,5.273438e-02,4.609375e-01,1.855469e-02,3.476562e-01
3,DTLZ6,spd,IGD+,0.4,5.390625e-01,3.847656e-01,5.000000e-01,7.216797e-01,nan,1.376953e-01,4.763825e-01,1.376953e-01,6.523438e-01,1.376953e-01,7.539062e-01
3,DTLZ6,spd,IGD+,0.5,8.623047e-01,8.125000e-01,8.388672e-01,9.951172e-01,8.837891e-01,nan,6.875000e-01,4.609375e-01,9.863281e-01,4.228516e-01,9.580078e-01
3,DTLZ6,spd,IGD+,0.6000000000000001,7.539062e-01,6.523438e-01,5.771484e-01,7.841797e-01,5.236175e-01,3.476562e-01,nan,3.125000e-01,8.388672e-01,3.476562e-01,7.539062e-01
3,DTLZ6,spd,IGD+,0.7000000000000001,8.125000e-01,7.030227e-01,8.388672e-01,9.677734e-01,8.837891e-01,5.771484e-01,7.216797e-01,nan,9.677734e-01,4.609375e-01,9.814453e-01
3,DTLZ6,spd,IGD+,0.8,1.376953e-01,2.158203e-01,2.783203e-01,5.771484e-01,3.847656e-01,1.855469e-02,1.875000e-01,4.199219e-02,nan,4.199219e-02,2.783203e-01
3,DTLZ6,spd,IGD+,0.9,8.125000e-01,8.623047e-01,8.837891e-01,9.863281e-01,8.837891e-01,6.152344e-01,6.875000e-01,5.771484e-01,9.677734e-01,nan,9.863281e-01
3,DTLZ6,spd,IGD+,0.999,2.460938e-01,2.460938e-01,3.125000e-01,6.875000e-01,2.783203e-01,5.273438e-02,2.783203e-01,3.222656e-02,7.539062e-01,1.855469e-02,nan
3,DTLZ6,spd,R2,0.001,nan,2.460938e-01,1.376953e-01,2.783203e-01,1.376953e-01,8.007812e-02,4.609375e-01,3.125000e-01,1.162109e-01,9.667969e-02,2.783203e-01
3,DTLZ6,spd,R2,0.1,7.841797e-01,nan,5.000000e-01,8.388672e-01,3.476562e-01,1.875000e-01,6.875000e-01,3.125000e-01,6.152344e-01,5.000000e-01,3.847656e-01
3,DTLZ6,spd,R2,0.2,8.837891e-01,5.390625e-01,nan,6.523438e-01,5.273438e-02,3.125000e-01,7.539062e-01,6.523438e-01,3.125000e-01,2.783203e-01,6.152344e-01
3,DTLZ6,spd,R2,0.3,7.539062e-01,1.875000e-01,3.847656e-01,nan,1.376953e-01,1.162109e-01,6.523438e-01,1.611328e-01,1.376953e-01,2.441406e-02,2.460938e-01
